,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,781.81,901.49,928.7,812.07,853.45,687.09,729.32,595.4,651.41,693.53,Upgrade
1,Revenue Growth (YoY),-15.82%,11.01%,8.82%,18.19%,17.02%,15.40%,11.96%,-14.15%,-14.79%,-5.43%,Upgrade
2,Cost of Revenue,580.95,630.24,632.37,542.71,614.32,577.75,516.01,588.83,475.78,526.16,Upgrade
3,Gross Profit,200.85,271.25,296.33,269.36,239.13,109.34,213.31,6.57,175.63,167.38,Upgrade
4,"Selling, General & Admin",194.5,193.84,186.46,161.85,173.18,164.93,192.96,257.2,186.56,213.59,Upgrade
5,Research & Development,22.29,26.09,27.52,18.11,20.13,22.25,6.32,18.03,19.9,21.46,Upgrade
6,Other Operating Expenses,-12.04,-5.09,54.81,-,-,-,-,-,-,-,Upgrade
7,Operating Expenses,204.75,215.26,268.79,181.31,193.31,187.6,199.27,280.73,206.46,235.05,Upgrade
8,Operating Income,-3.9,55.99,27.54,88.05,45.82,-78.26,14.04,-274.17,-30.83,-67.67,Upgrade
9,Interest Expense,-6.56,-6.89,-6.62,-7,-7.08,-6.89,-7.67,-9.89,-8.86,-8.71,Upgrade
10,Interest & Investment Income,-,28.43,-,9.53,-,4.32,-,8.94,-,9.18,Upgrade
11,Earnings From Equity Investments,-2.2,-1.69,-2.42,-6.61,-1.78,-1.71,-2.43,-0.46,-0.73,-38.28,Upgrade
12,Currency Exchange Gain (Loss),-,6.97,-,-2.46,-,-10.08,-,19.23,-,-11.13,Upgrade
13,Other Non Operating Income (Expenses),11.22,-8.29,16.45,-8.72,7.15,10.09,8.67,-29.18,11.05,6.55,Upgrade
14,EBT Excluding Unusual Items,-1.44,74.51,34.95,72.79,44.11,-82.53,12.62,-285.53,-29.36,-110.07,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-,-,-8.43,-377.34,-,Upgrade
16,Gain (Loss) on Sale of Investments,10.01,-,-,3.85,6.52,-,11.79,0.77,-,-0.3,Upgrade
17,Gain (Loss) on Sale of Assets,-,-18.75,-,-0.64,-,-7.87,-,-0.06,-,-3.98,Upgrade
18,Asset Writedown,-,-,-,-100.44,-,-16.36,-,-108.57,-,-,Upgrade
19,Other Unusual Items,-,-,-,0,-,57.56,-,-,-,-,Upgrade
20,Pretax Income,8.57,55.76,34.95,-23.36,50.63,-49.2,24.41,-401.83,-406.7,-114.36,Upgrade
21,Income Tax Expense,1.51,-25.97,-45.54,-15.84,-7.73,33.84,-2.65,-40.95,-10.85,-22.44,Upgrade
22,Earnings From Continuing Operations,7.05,81.73,80.48,-7.52,58.35,-83.03,27.06,-360.89,-395.85,-91.91,Upgrade
23,Net Income to Company,7.05,81.73,80.48,-7.52,58.35,-83.03,27.06,-360.89,-395.85,-91.91,Upgrade
24,Net Income,7.05,81.73,80.48,-7.52,58.35,-83.03,27.06,-360.89,-395.85,-91.91,Upgrade
25,Net Income to Common,7.05,81.73,80.48,-7.52,58.35,-83.03,27.06,-360.89,-395.85,-91.91,Upgrade
26,Net Income Growth,-91.24%,-,37.93%,-,115.64%,-,-,-,-,-,Upgrade
27,Shares Outstanding (Basic),9303,9303,9303,9303,9303,9303,9303,9303,9303,9303,Upgrade
28,Shares Outstanding (Diluted),9303,9303,9303,9303,9303,9303,9303,9303,9303,9303,Upgrade
29,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.07%,Upgrade
30,EPS (Basic),0.00,0.01,0.01,-0.00,0.01,-0.01,0.00,-0.04,-0.04,-0.01,Upgrade
31,EPS (Diluted),0.00,0.01,0.01,-0.00,0.01,-0.01,0.00,-0.04,-0.04,-0.01,Upgrade
32,EPS Growth,-91.24%,-,37.94%,-,115.65%,-,-,-,-,-,Upgrade
33,Free Cash Flow,-162.15,39.86,29.33,92.53,131.58,-33.1,-24.03,6.24,-132.89,-54.07,Upgrade
34,Free Cash Flow Per Share,-0.02,0.00,0.00,0.01,0.01,-0.00,-0.00,0.00,-0.01,-0.01,Upgrade
35,Operating Margin,-0.50%,6.21%,2.97%,10.84%,5.37%,-11.39%,1.92%,-46.05%,-4.73%,-9.76%,Upgrade
36,Profit Margin,0.90%,9.07%,8.67%,-0.93%,6.84%,-12.08%,3.71%,-60.61%,-60.77%,-13.25%,Upgrade
37,Free Cash Flow Margin,-20.74%,4.42%,3.16%,11.39%,15.42%,-4.82%,-3.29%,1.05%,-20.40%,-7.80%,Upgrade
38,EBITDA,59.52,117.65,88.83,247.22,104.6,-13.19,82.08,-199.89,43.04,5.49,Upgrade
39,D&A For EBITDA,63.42,61.66,61.29,159.17,58.77,65.07,68.04,74.28,73.87,73.16,Upgrade
40,EBIT,-3.9,55.99,27.54,88.05,45.82,-78.26,14.04,-274.17,-30.83,-67.67,Upgrade
