,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1005,1423,828,837,875,949,1051,1219,995,1116,1563,Upgrade
1,Market Cap Growth,70.00%,70.00%,-5.32%,-11.76%,-16.81%,-22.14%,5.61%,9.17%,-36.31%,-34.43%,-13.40%,Upgrade
2,Enterprise Value,642,805,274,305,445,655,776,891,688,652,621,Upgrade
3,Last Close Price,0.11,0.15,0.09,0.09,0.09,0.10,0.11,0.13,0.10,0.12,0.16,Upgrade
4,PE Ratio,11.32,16.03,5.10,11.48,-,-38.45,-,-3.65,-,-,-,Upgrade
5,PS Ratio,0.60,0.85,0.45,0.48,0.53,0.62,0.74,0.92,0.80,0.83,1.07,Upgrade
6,PB Ratio,0.34,0.48,0.28,0.29,0.31,0.34,0.38,0.42,0.35,0.35,0.44,Upgrade
7,P/TBV Ratio,0.88,0.88,0.50,0.55,0.62,0.73,0.87,0.99,0.85,0.79,1.11,Upgrade
8,P/FCF Ratio,-,-,11.97,6.87,3.90,9.64,-,-,-7.86,-,-,Upgrade
9,P/OCF Ratio,-,-,5.96,4.43,3.15,6.28,-76.42,-,-5266.99,-,20.19,Upgrade
10,EV/Sales Ratio,0.38,0.48,0.15,0.18,0.27,0.43,0.55,0.67,0.55,0.48,0.43,Upgrade
11,EV/EBITDA Ratio,3.42,4.54,1.33,0.91,1.27,7.17,-,-7.56,-,13.44,8.19,Upgrade
12,EV/EBIT Ratio,13.32,-,3.28,2.64,3.33,-20.20,-,-3.43,-,-,-,Upgrade
13,EV/FCF Ratio,-5.25,-,3.96,2.50,1.99,6.65,-,-,-5.43,-,-,Upgrade
14,Debt / Equity Ratio,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.14,0.23,0.20,0.15,Upgrade
15,Debt / FCF Ratio,-,-,4.19,2.43,1.34,3.16,-,-,-5.07,-,-,Upgrade
16,Return on Capital Employed (ROCE),1.52%,-,2.41%,3.39%,3.96%,-0.95%,-,-7.25%,-,-,-,Upgrade
17,Earnings Yield,8.84%,6.24%,19.59%,8.71%,5.81%,-2.60%,-5.32%,-27.39%,-76.02%,-43.69%,-3.46%,Upgrade
18,FCF Yield,-12.17%,-8.59%,8.36%,14.55%,25.63%,10.38%,-5.43%,-1.46%,-12.72%,-16.75%,-6.03%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.07%,Upgrade,
20,Total Shareholder Return,4.63%,-,-,-,-,-,-,-,-,-,0.07%,Upgrade
