,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,4902,4678,4543,4773,3655,5865,5344,7142,6590,6108,5953,6340,6413,6420,4928,5395,5465,4011,3426,3688,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,260,-,550,-,200,-,950,-,1300,-,2450,-,Upgrade
2,Trading Asset Securities,8.74,2.92,173.06,180.51,250,340,720.31,400,669.56,908.28,1251,1257,1326,920,852.23,104.35,101.93,1100,1400,-,Upgrade
3,Cash & Short-Term Investments,4911,4681,4716,4953,3905,6205,6064,7542,7520,7017,7754,7598,7939,7340,6730,5499,6867,5111,7276,3688,Upgrade
4,Cash Growth,25.76%,-24.56%,-22.22%,-34.32%,-48.07%,-11.57%,-21.79%,-0.74%,-5.28%,-4.41%,15.21%,38.17%,15.61%,43.61%,-7.50%,49.13%,-16.66%,96.25%,178.61%,40.73%,Upgrade
5,Accounts Receivable,3975,3576,2931,2904,3150,3223,3228,3079,3599,3747,3287,2867,2997,3102,2558,2492,2614,2605,2000,1967,Upgrade
6,Other Receivables,184.69,158.81,142.06,120.44,224.94,251.47,269.57,257.24,247.86,309.14,254.5,177.13,210.83,231.48,178.61,188.76,229.36,221.12,198.55,181.35,Upgrade
7,Receivables,4160,3735,3073,3024,3374,3474,3498,3336,3847,4057,3542,3044,3208,3334,2737,2680,2843,2826,2199,2148,Upgrade
8,Inventory,4289,4432,4319,4162,4579,4518,4145,4124,4562,3653,3194,3063,3523,3163,3117,2457,2277,1952,2169,1422,Upgrade
9,Prepaid Expenses,-,-,4.76,-,6.42,-,4.38,-,5.94,-,3.75,-,-,-,0.03,-,5.6,-,0.01,-,Upgrade
10,Other Current Assets,185.87,209.08,272.74,221.24,159.96,235.62,400.4,273.18,187.97,1494,421,645.54,700.6,1871,943.6,2725,911.2,2986,1091,4697,Upgrade
11,Total Current Assets,13545,13057,12386,12361,12024,14433,14111,15274,16123,16221,14914,14350,15370,15708,13528,13361,12904,12874,12734,11954,Upgrade
12,"Property, Plant & Equipment",22953,23290,23489,22999,22754,22238,21616,19950,18754,18000,17339,16718,16054,15536,15240,14585,14334,14183,13907,13133,Upgrade
13,Long-Term Investments,884.01,725.7,720.14,713.91,726.12,591.89,455.5,443.34,406.72,396.45,374.33,394.72,381.71,372.88,366.38,312.66,309.66,304.32,306.14,305,Upgrade
14,Goodwill,3.62,3.62,3.62,3.62,3.62,3.62,3.62,4.41,4.41,4.41,-,-,-,-,-,-,-,-,-,-,Upgrade
