,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Feb '25 Feb 28, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Market Capitalization,55,54,59,84,97,123,251,286,266,314,105,51,71,75,55,38,82,41,52,44,59,Upgrade
1,Market Cap Growth,-55.96%,-55.96%,-76.57%,-70.57%,-63.68%,-60.84%,140.00%,465.29%,274.12%,316.67%,88.68%,32.00%,-13.56%,84.76%,6.30%,-12.35%,38.66%,-44.26%,-64.49%,-86.23%,-70.88%,Upgrade
2,Enterprise Value,33,19,24,39,51,76,204,249,229,270,60,12,32,33,13,37,81,9,21,2,18,Upgrade
3,Last Close Price,0.20,0.20,0.21,0.30,0.35,0.45,1.00,1.14,1.06,1.25,0.50,0.24,0.34,0.36,0.27,0.24,0.52,0.30,0.38,0.32,0.43,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-3.20,-,-,-,-,-,-17.36,-,-,-,-,Upgrade
5,PS Ratio,0.15,0.15,0.17,0.26,0.31,0.43,1.01,1.21,1.28,1.39,0.40,0.18,0.22,0.23,0.17,0.12,0.27,0.15,0.22,0.20,0.27,Upgrade
6,PB Ratio,0.66,0.65,0.70,0.97,1.11,1.30,2.76,3.15,2.71,3.19,1.13,0.55,-,0.61,0.48,0.33,-,0.36,0.44,0.37,-,Upgrade
7,P/TBV Ratio,0.65,0.65,0.70,0.97,1.11,1.30,2.76,3.15,2.71,3.19,1.13,0.55,-,0.61,0.48,0.33,-,0.36,0.44,0.37,-,Upgrade
8,EV/Sales Ratio,0.09,0.05,0.07,0.12,0.17,0.27,0.82,1.05,1.10,1.20,0.23,0.04,0.10,0.10,0.04,0.11,0.27,0.03,0.09,0.01,0.08,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-2.00,-,-,-,-,-,-18.46,-,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-1.86,-,-,-,-,-,-12.23,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,0.00,0.00,-,0.05,0.00,0.00,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Asset Turnover,3.80,3.69,2.92,2.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,4.49,4.49,4.49,4.21,4.21,5.20,-,4.44,-,7.50,-,6.00,-,6.93,-,8.76,-,4.95,-,6.18,-,Upgrade
15,Current Ratio,4.49,4.49,4.49,4.21,4.21,5.20,-,4.44,-,7.50,-,6.00,-,6.93,-,8.76,-,4.95,-,6.18,-,Upgrade
16,Return on Equity (ROE),-8.48%,-8.31%,-17.45%,-16.72%,-8.83%,-9.42%,-23.70%,-7.40%,-26.08%,8.80%,-,-,-8.67%,-5.99%,-,-,-9.28%,-5.91%,-,-,Upgrade,
17,Return on Assets (ROA),-4.19%,-4.07%,-8.81%,-8.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),-5.35%,-5.24%,-11.45%,-10.96%,-5.59%,-5.77%,-14.81%,-4.67%,-16.46%,5.35%,-,-,-5.56%,-3.90%,-,-,-5.97%,-4.52%,-,-,Upgrade,
19,Earnings Yield,-20.17%,-20.58%,-19.41%,-13.99%,-14.06%,-9.45%,-6.28%,-4.05%,-10.82%,-11.55%,-31.20%,-71.87%,-32.74%,-11.11%,-15.29%,-22.18%,-5.76%,-27.69%,-23.40%,-19.11%,-16.31%,Upgrade
20,FCF Yield,-42.74%,-43.61%,-29.25%,-12.84%,-5.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,-8.44%,-4.11%,-9.99%,-10.01%,-9.99%,-8.43%,-20.00%,-11.90%,-20.00%,-16.92%,-44.45%,-61.14%,-64.19%,-74.50%,-20.80%,-16.11%,-6.28%,-,-,-,-,Upgrade
22,Total Shareholder Return,-8.44%,-4.11%,-9.99%,-10.01%,-9.99%,-8.43%,-20.00%,-11.90%,-20.00%,-16.92%,-44.45%,-61.14%,-64.19%,-74.50%,-20.80%,-16.11%,-6.28%,-,-,-,-,Upgrade
