,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest and Dividend Income,54.82,58.03,55.1,50.43,49.15,58.37,55.5,76.05,100.05,110.98
1,Total Interest Expense,6.27,5.47,4.95,9.64,9.45,10.34,14.51,23.11,31.97,25.6
2,Net Interest Income,48.55,52.56,50.15,40.8,39.71,48.03,40.99,52.93,68.08,85.38
3,Other Revenue,1.63,-1.02,1.81,6.21,8.15,0.9,9.22,3.23,7.86,-4.46
4,Revenue Before Loan Losses,50.17,51.54,51.96,47.01,47.86,48.93,50.2,56.16,75.93,80.92
5,Provision for Loan Losses,21.41,33.73,9.4,9.92,10.24,3.4,-10.64,173.39,23.16,4.64
6,Revenue,28.77,17.81,42.56,37.09,37.62,45.54,60.85,-117.23,52.77,76.28
7,Revenue Growth (YoY),-32.40%,-51.98%,13.12%,-18.54%,-38.17%,-,15.30%,-,18.90%,158.24%
8,Salaries & Employee Benefits,11.95,9.11,11.44,13.41,8.7,10.79,11.87,14.14,17.73,12.85
9,Cost of Services Provided,-,-,-,-,-,-,-,-,-,-0.52
10,Other Operating Expenses,6.95,4.69,5.88,4.71,7.51,12.37,10.86,22.09,12.08,12.59
11,Total Operating Expenses,19.78,14.75,18.49,19.28,17.53,24.47,24.43,39.45,32.43,28.83
12,Operating Income,8.99,3.07,24.07,17.82,20.09,21.07,36.42,-156.68,20.34,47.45
13,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-0.92,-,-0.02
14,EBT Excluding Unusual Items,8.99,3.07,24.07,18.23,20.09,21.11,36.42,-156.01,20.34,47.42
15,Other Unusual Items,-,0.01,-,-,-,0.24,-,-,-,5.76
16,Pretax Income,8.99,3.08,24.07,14.86,20.09,21.36,36.42,-161.32,20.34,52.68
17,Income Tax Expense,1.3,0.24,3.73,7.06,3.78,8.27,9.29,-42.14,7.99,23.65
18,Earnings From Continuing Ops.,7.69,2.84,20.34,7.8,16.31,13.09,27.13,-119.18,12.35,29.03
19,Minority Interest in Earnings,-,-,-,-,-,-2.15,-7.49,-3.08,-1.73,-2.01
20,Net Income,7.69,2.84,20.34,7.8,16.31,10.94,19.65,-122.26,10.62,27.02
21,Net Income to Common,7.69,2.84,20.34,7.8,16.31,10.94,19.65,-122.26,10.62,27.02
22,Net Income Growth,-62.17%,-63.63%,24.67%,-28.68%,-16.97%,-,85.04%,-,14.74%,79.28%
23,Shares Outstanding (Basic),157,157,157,157,157,157,156,156,156,155
24,Shares Outstanding (Diluted),158,157,157,157,157,169,157,156,156,155
25,Shares Change (YoY),1.04%,0.01%,-,-7.14%,-0.22%,8.48%,0.50%,0.16%,5.06%,7.75%
26,EPS (Basic),0.05,0.02,0.13,0.05,0.10,0.07,0.13,-0.79,0.07,0.17
27,EPS (Diluted),0.05,0.02,0.13,0.05,0.10,0.06,0.13,-0.79,0.07,0.17
28,EPS Growth,-62.19%,-63.57%,24.67%,-23.57%,-16.79%,-,84.12%,-,9.15%,67.14%
29,Free Cash Flow,-4.07,-34.29,-28.04,42.13,-14.34,152.58,321.21,448.6,72.65,110.72
30,Free Cash Flow Per Share,-0.03,-0.22,-0.18,0.27,-0.09,0.90,2.05,2.88,0.47,0.71
31,Operating Margin,31.25%,17.22%,56.56%,48.03%,53.40%,46.27%,59.86%,-,38.54%,62.20%
32,Profit Margin,26.75%,15.93%,47.79%,21.03%,43.36%,24.02%,32.29%,-,20.12%,35.42%
33,Free Cash Flow Margin,-14.15%,-192.50%,-65.90%,113.57%,-38.11%,335.07%,527.90%,-,137.67%,145.16%
