,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,15.92,26.34,21.22,58.29,116.74,100.2,48.61,118.63,99.85,42.67
1,Long-Term Investments,-,-,-,-,8.13,38.09,29.61,33.2,46.44,49.68
2,Loans & Lease Receivables,717.25,696.63,663.99,611.76,623.68,588.73,718,999.76,1470.0,1510.0
3,Other Receivables,0.71,5.39,3.48,1.65,4.77,7.24,4.78,6.79,11.92,14.62
4,"Property, Plant & Equipment",5.08,3.49,1.5,2.62,4.4,4.74,6.02,8.01,7.24,9.29
5,Other Intangible Assets,-,-,-,-,3.2,3.2,3.3,3.31,9.02,8.85
6,Other Current Assets,0.51,0.52,1.04,1.02,0.69,0.75,5.56,2.8,35.54,31.21
7,Long-Term Deferred Tax Assets,50.95,51.66,54.43,53.79,52.65,52.44,57.83,62.56,23.38,20.24
8,Other Long-Term Assets,0.67,0.66,0.42,0.43,0.73,0.7,103.77,133.84,1.45,23.67
9,Total Assets,791.08,784.68,746.07,729.55,814.99,796.09,977.46,1369.0,1705.0,1711.0
10,Accounts Payable,0.87,0.52,0.73,8.95,16.76,16.41,23.86,24.57,22.29,6.63
11,Accrued Expenses,17.36,18.95,28.29,21.36,39.85,30.07,33.94,25.64,22.38,23.71
12,Short-Term Debt,185.27,176.84,24.09,124.45,18.29,16.94,18.59,33.9,36.46,17.88
13,Current Portion of Long-Term Debt,-,-,104.47,-,100.21,99.2,98.99,420.34,410.57,373.2
14,Current Portion of Leases,1.38,1.1,0.54,1.26,2.04,1.66,2.99,2.27,1.97,2.71
15,Long-Term Debt,-,-,-,-,81.01,77.79,74.89,156.79,369.26,420.89
16,Long-Term Leases,3.2,1.74,0.18,0.32,1.25,1.54,0.88,3.05,2.12,2.55
17,Current Income Taxes Payable,5.81,5.39,9.25,8.73,1.22,0.66,-,0.18,7.76,7.93
18,Other Current Liabilities,3.21,6.46,3.56,8.76,5.79,6.64,26.38,24.06,12.24,57.31
19,Other Long-Term Liabilities,-,-,-,1.34,-,4.13,-,4.22,2.82,3.5
20,Total Liabilities,217.1,210.98,171.09,175.17,266.43,255.03,280.52,695.01,887.87,916.3
21,Common Stock,1.36,1.36,1.36,1.36,1.36,1.36,1.35,1.35,1.35,1.35
22,Additional Paid-In Capital,221.85,221.85,226.11,226.11,230.27,230.27,230.12,227.85,227.85,227.85
23,Retained Earnings,114.71,111.29,106.3,85.96,76.43,69.24,43.64,23.39,151.79,140.81
24,Comprehensive Income & Other,236.06,239.21,241.21,240.95,240.5,240.19,246.38,250.66,256.83,246.44
25,Total Common Equity,573.98,573.7,574.98,554.39,548.56,541.06,521.49,503.25,637.82,616.44
26,Minority Interest,-,-,-,-,-,-,175.45,170.63,179.63,177.9
27,Shareholders' Equity,573.98,573.7,574.98,554.39,548.56,541.06,696.94,673.88,817.45,794.34
28,Total Liabilities & Equity,791.08,784.68,746.07,729.55,814.99,796.09,977.46,1369.0,1705.0,1711.0
29,Total Debt,189.85,179.68,129.27,126.03,202.81,197.13,196.34,616.34,820.37,817.23
30,Net Cash (Debt),-173.93,-153.34,-108.05,-67.74,-86.07,-96.93,-147.74,-497.71,-720.52,-774.56
31,Net Cash Per Share,-1.10,-0.98,-0.69,-0.43,-0.55,-0.57,-0.94,-3.2,-4.61,-4.99
32,Filing Date Shares Outstanding,156.46,156.58,156.58,156.58,156.58,156.58,155.93,155.52,155.52,155.52
33,Total Common Shares Outstanding,156.46,156.58,156.58,156.58,156.58,156.58,155.93,155.52,155.52,155.52
34,Working Capital,520.48,519.64,518.81,499.21,561.71,525.34,572.19,597.02,1104.0,1110.0
35,Book Value Per Share,3.67,3.66,3.67,3.54,3.50,3.46,3.34,3.24,4.1,3.96
36,Tangible Book Value,573.98,573.7,574.98,554.39,545.36,537.86,518.19,499.94,628.8,607.6
37,Tangible Book Value Per Share,3.67,3.66,3.67,3.54,3.48,3.43,3.32,3.21,4.04,3.91
