,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,289,387,442,823,868,1036,1097,1249,1036,1219,1889,Upgrade
1,Market Cap Growth,-52.96%,-52.96%,-49.12%,-20.59%,-20.83%,-17.07%,5.88%,2.50%,-45.16%,-42.03%,-6.06%,Upgrade
2,Enterprise Value,1097,1214,911,1296,1443,1148,1198,1498,1432,1660,2338,Upgrade
3,Last Close Price,0.10,0.13,0.14,0.27,0.27,0.32,0.33,0.36,0.29,0.34,0.51,Upgrade
4,PE Ratio,-,-,-,-,-,37.00,32.27,11.46,8.16,13.70,30.47,Upgrade
5,PS Ratio,0.19,0.25,0.28,0.50,0.49,0.57,0.62,0.68,0.57,0.73,1.11,Upgrade
6,PB Ratio,0.26,0.35,0.38,0.67,0.68,0.79,0.83,0.93,0.77,0.94,1.47,Upgrade
7,P/TBV Ratio,-,-,6.69,6.97,5.39,4.98,5.15,5.25,4.43,6.59,10.86,Upgrade
8,P/FCF Ratio,2.41,3.23,3.01,3.99,3.76,4.56,3.95,3.66,2.95,4.19,7.32,Upgrade
9,P/OCF Ratio,2.15,2.15,2.11,2.81,2.76,3.62,3.37,3.30,2.62,3.38,6.00,Upgrade
10,EV/Sales Ratio,0.72,0.80,0.59,0.78,0.81,0.64,0.68,0.81,0.78,1.00,1.37,Upgrade
11,EV/EBITDA Ratio,5.43,-,-,25.92,16.59,11.15,11.09,9.92,8.52,10.18,16.70,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,21.26,19.32,14.14,11.74,13.39,22.70,Upgrade
13,EV/FCF Ratio,9.15,10.12,6.20,6.29,6.25,5.06,4.31,4.39,4.08,5.70,9.06,Upgrade
14,Debt / Equity Ratio,0.82,0.82,0.79,0.50,0.59,0.66,0.38,0.37,0.50,0.59,0.64,Upgrade
15,Debt / FCF Ratio,7.57,7.57,6.29,2.98,3.23,3.83,1.81,1.47,1.92,2.64,3.22,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,2.76%,3.82%,6.44%,6.84%,6.71%,5.36%,Upgrade
17,Earnings Yield,-42.49%,-31.78%,-16.29%,-4.50%,0.58%,2.70%,3.10%,8.72%,12.26%,7.30%,3.28%,Upgrade
18,FCF Yield,41.45%,31.01%,33.27%,25.04%,26.60%,21.91%,25.34%,27.29%,33.88%,23.87%,13.66%,Upgrade
19,Dividend Yield,0.00%,-,-,-,7.28%,6.29%,6.12%,5.51%,6.81%,5.93%,5.88%,Upgrade
20,Total Shareholder Return,-,-,-,7.28%,6.29%,6.12%,5.51%,6.81%,5.93%,5.88%,Upgrade,
