,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,11421530,8232414,6946700,5548571,5757121,4880562,5670924,5270709,5219378,5286596,6880572,6541990,5747277,5856967,4564542,4332975,5212156,6323597,5627496,5638171,Upgrade
1,Short-Term Investments,3886136,3296868,3033595,3847675,4373324,5183384,5122723,4924908,4876803,4710712,3323099,2646167,2710118,2335055,2673238,3060940,3329567,2891535,3001738,2427636,Upgrade
2,Cash & Short-Term Investments,15307666,11529283,9980295,9396246,10130445,10063945,10793647,10195617,10096182,9997308,10203671,9188157,8457395,8192022,7237780,7393915,8541723,9215132,8629234,8065807,Upgrade
3,Cash Growth,51.11%,14.56%,-7.54%,-7.84%,0.34%,0.67%,5.78%,10.96%,19.38%,22.04%,40.98%,24.27%,-0.99%,-11.10%,-16.12%,-8.33%,-12.05%,-13.76%,-17.45%,11.43%,Upgrade
4,Accounts Receivable,4809158,3029700,3162351,2356104,3117109,5863542,4539729,3616207,4075853,3535226,3812154,3701498,3919056,3871547,4057310,4324973,5024592,4879332,5897532,4327929,Upgrade
5,Other Receivables,760998,-415828,327696,893981,295538,198433,193592,223566,256811,123730,462703,325696,94217,410383,379876,273202,247951,379783,345036,529799,Upgrade
6,Receivables,5570156,2613872,3493497,3250085,3412646,6061975,4733321,3839773,4332664,3658956,4274857,4027194,4013273,4281930,4437185,4598175,5272543,5259115,6242568,4857728,Upgrade
7,Inventory,1923653,949477,1522277,1437991,1470404,1439983,1047480,974945,1089660,1172013,1046549,1466751,2103063,2409038,2812962,2365461,2111276,2021706,1754694,1427134,Upgrade
8,Prepaid Expenses,49690,42697,43784,50038,50799,64927,56167,53014,38578,43312,49315,62309,38206,32379,46530,45968,31676,31685,60100,64194,Upgrade
9,Other Current Assets,1029244,2244810,1613193,967138,1225600,1307966,1147136,1194992,912774,1101011,524766,493486,783411,577123,668910,686611,645901,920967,879288,1036779,Upgrade
10,Total Current Assets,23880410,17380139,16653046,15101497,16289895,18938797,17777752,16258341,16469858,15972599,16099158,15237896,15395348,15492493,15203368,15090130,16603118,17448605,17565883,15451642,Upgrade
11,"Property, Plant & Equipment",3955677,3769351,3858704,3892608,3701052,3356165,3216767,3186940,3153277,3142054,3010122,3065242,3161178,3155315,3257598,3237113,3279727,3243404,3253301,3336254,Upgrade
12,Long-Term Investments,4721615,4790684,4968623,5037134,4944745,4977092,4721273,4833952,4917691,4800499,4557612,4906105,4841227,4841778,4811993,4936966,4960766,4928289,4977146,5206724,Upgrade
13,Other Intangible Assets,61820,60135,62029,62380,63386,63475,63775,65460,67019,11107,12444,12902,13334,13002,15346,18552,21482,13288,15418,18936,Upgrade
14,Long-Term Deferred Tax Assets,386715,298840,260373,267948,277489,274490,293902,329366,344736,336216,394230,462463,477031,392749,342159,342590,337988,416138,414651,457289,Upgrade
15,Other Long-Term Assets,1067630,1043306,1129498,1106638,1139443,954150,983712,960453,971449,914392,969718,960501,982821,987190,958118,975358,1076195,1016310,961929,957537,Upgrade
16,Total Assets,34073867,27342455,26932272,25468206,26416009,28564169,27057181,25634512,25924030,25176868,25043285,24645109,24870939,24882527,24588581,24600709,26279277,27066034,27188329,25428383,Upgrade
17,Accounts Payable,4654981,3103557,3435031,3160737,3512914,6548283,4795744,4732579,5301151,4123351,4142537,3814196,4281695,4252812,4390436,4718812,6177991,5495915,5878242,4396855,Upgrade
18,Accrued Expenses,4842150,3497805,3714974,2834885,3203007,2568523,3015877,2150537,2224825,2871975,2797241,2758070,2426154,2038011,1597996,1200912,1620147,2176425,2057885,1921813,Upgrade
19,Short-Term Debt,706410,-,550000,158702,-,-,-,-,-,14966,9157,11883,-,-,-,44607,-,-,-,-,Upgrade
20,Current Portion of Long-Term Debt,162804,1305403,814529,800985,1176092,787998,763105,760397,752209,754582,710464,710775,711102,723195,736706,733357,734646,744788,760250,772005,Upgrade
21,Current Income Taxes Payable,281084,81425,105875,54751,79342,35689,66858,44336,33069,6479,111167,30803,162622,20835,61883,32391,31576,62004,67847,27834,Upgrade
22,Current Unearned Revenue,351112,38968,19997,44976,248138,506940,625500,22964,28449,170858,409827,213271,288351,227421,300483,278172,110120,51970,45555,63571,Upgrade
23,Other Current Liabilities,2667898,1011626,759968,820957,840489,889776,854882,857425,851974,873614,859857,784536,822267,967602,1084867,1030637,1128385,1197513,1209358,1103707,Upgrade
24,Total Current Liabilities,13666439,9038784,9400374,7875993,9059982,11337210,10121966,8568239,9191676,8815826,9040249,8323533,8692191,8229877,8172370,8038888,9802866,9728615,10019137,8285786,Upgrade
25,Long-Term Debt,790109,674272,499608,541840,563921,606153,592670,633449,623765,588682,486791,507689,534044,458352,447633,456197,473726,516137,533652,575111,Upgrade
26,Long-Term Unearned Revenue,177777,181430,182331,183231,184132,187785,188686,189587,190488,184407,185308,186209,187554,190940,193175,204045,222073,232374,243384,251901,Upgrade
27,Long-Term Deferred Tax Liabilities,739277,648464,667191,697204,695304,728764,704937,749850,764257,762354,754086,845899,832811,835118,762065,811497,804489,795162,800264,775060,Upgrade
28,Other Long-Term Liabilities,3810032,2857840,2238467,2234341,2368446,2304795,2316260,2353178,2099042,1931721,1972789,2002669,2016575,2080468,2076869,2052415,2092007,2561332,2556019,2578849,Upgrade
