,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,9776991,4820018,5571428,3709593,6782499,4175549,4711857,3703657,5284494,3502423,3810123,3769373,4609106,3980465,3056742,2613675,5455038,5966193,5517582,3241101,Upgrade
1,Revenue Growth (YoY),44.15%,15.43%,18.24%,0.16%,28.35%,19.22%,23.67%,-1.74%,14.65%,-12.01%,24.65%,44.22%,-15.51%,-33.28%,-44.60%,-19.36%,69.42%,28.36%,14.33%,-20.85%,Upgrade
2,Cost of Revenue,9476563,4486262,5331096,3451128,6315331,3994919,4524414,3499871,4809304,3300927,3665602,3576703,4363266,3776239,2818026,2435001,5546641,5533314,5272236,3049558,Upgrade
3,Gross Profit,300428,333756,240332,258464,467168,180630,187444,203787,475190,201496,144521,192670,245840,204227,238715,178673,-91603,432879,245347,191543,Upgrade
4,"Selling, General & Admin",446112,245307,332038,226964,329338,283985,249258,189683,184134,187947,369280,165712,123884,210353,254438,213247,452745,183368,131510,148539,Upgrade
5,Operating Expenses,446112,245307,332038,226964,329338,283985,249258,189683,184134,187947,369280,165712,123884,210353,254438,213247,452745,183368,131510,148539,Upgrade
6,Operating Income,-145684,88449,-91706,31501,137830,-103355,-61814,14104,291056,13549,-224758,26958,121956,-6126,-15723,-34573,-544348,249511,113837,43004,Upgrade
7,Interest Expense,-16012,-17613,-14512,-15909,-16334,-17392,-19605,-19705,-15941,-12739,-21681,-11488,-11377,-11246,-10900,-12098,-12389,-13644,-15304,-14418,Upgrade
8,Interest & Investment Income,187689,83745,16059,76694,101314,211444,40881,110230,86015,135734,-,47061,47794,50981,50098,52417,66694,93847,71847,67795,Upgrade
9,Earnings From Equity Investments,214969,214635,236490,197210,139568,177536,176531,157495,161516,160195,173126,162367,650.92,198455,151078,156612,66188,-36217,128770,31904,Upgrade
10,Currency Exchange Gain (Loss),-,-,-40933,62490,74523,-,91639,4285,-37977,-,131549,28030,5177,-,7102,17244,19790,-,-,23059,Upgrade
11,Other Non Operating Income (Expenses),600451,-160667,188308,2244,34434,-51196,63497,-1916,112802,1187,2954,-1893,96465,48921,5357,42254,515488,-9810,130237,24958,Upgrade
12,EBT Excluding Unusual Items,841413,208549,293706,354230,471335,217038,291128,264493,597471,297925,61190,251034,260666,280986,187012,221856,111422,283688,429387,176302,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-13282,13282,12865,-,-637.05,637.05,-249.02,-,-341.5,651.72,-297.61,-,-621.44,-1099,1886,-,-,-376.11,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,1639,332.73,2586,-,551.52,1662,1572,-,1796,59609,2154,-,9598,78.51,7014,-,-,827.06,Upgrade
15,Other Unusual Items,-,-,-,-,15649,-,-,-,5265,-,-,-,9081,-,-,-,14382,-,-,-,Upgrade
