,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,2726,3109,3086,3177,3507,3428,3638,4168,4977,5148,5373,5380,5242,5056,5142,1451,1434,1203,1183,1723,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,30,-,10,400,430,-,Upgrade
2,Cash & Short-Term Investments,2726,3109,3086,3177,3507,3428,3638,4168,4977,5148,5373,5380,5242,5056,5172,1451,1444,1603,1613,1723,Upgrade
3,Cash Growth,-22.27%,-9.31%,-15.17%,-23.79%,-29.54%,-33.41%,-32.28%,-22.53%,-5.06%,1.83%,3.88%,270.90%,263.09%,215.31%,220.61%,-15.80%,-30.30%,-40.52%,-19.51%,-36.29%,Upgrade
4,Accounts Receivable,1108,919.67,1045,1112,1058,1147,1114,1210,871.11,926.73,817.28,1071,814.91,946.97,922.4,933.37,732.89,663.26,629.97,758.95,Upgrade
5,Other Receivables,92.93,97.26,100.46,160.63,103.37,135.23,97.21,133.91,150.75,119.27,145.28,142.13,119.05,65.38,91.62,103.73,46.82,32.55,29.92,34.69,Upgrade
6,Receivables,1201,1017,1146,1273,1162,1283,1211,1344,1022,1046,962.56,1213,933.96,1012,1014,1037,779.71,695.8,659.89,793.64,Upgrade
7,Inventory,817.33,912.87,754.39,879.93,909.43,904.47,896.92,695.23,623.53,457.44,419.55,367.95,305.17,267.41,209.63,157.37,96.9,100.09,97.87,87.82,Upgrade
8,Prepaid Expenses,-,0.51,-,-,-,0.65,-,-,-,-,-,-,-,0.12,-,-,-,-,-,-,Upgrade
9,Other Current Assets,218.6,221.96,195.68,180.94,238.04,224.08,300.48,189.17,263.33,212.1,190.4,176.04,212.04,143.49,161.84,120.69,139.06,131.58,140.66,124.24,Upgrade
10,Total Current Assets,4963,5261,5182,5510,5816,5840,6047,6397,6886,6864,6945,7137,6693,6479,6558,2766,2459,2531,2512,2729,Upgrade
11,"Property, Plant & Equipment",765.58,747.36,744.54,757.97,746.87,746.2,770.47,783.18,711.16,699.49,703.18,709.99,644.87,624.31,614.7,630.38,616.82,628.1,636.99,656.7,Upgrade
12,Long-Term Investments,1743,1708,1547,1807,2657,2674,2697,2716,2902,2897,2800,2797,2041,2070,2087,2119,1976,2015,1968,1993,Upgrade
13,Goodwill,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2232,2232,2232,2232,Upgrade
14,Other Intangible Assets,1230,1273,1304,1366,1326,1362,1406,1443,1303,1349,1337,1380,1251,1257,1275,1055,1067,1015,1021,1044,Upgrade
15,Long-Term Deferred Tax Assets,10.06,9.78,10.17,10.86,13.03,11.68,12.64,14.6,15.79,15.78,12.75,12.86,22.54,22.54,20,20.4,20.29,24.21,25.45,25.84,Upgrade
16,Long-Term Deferred Charges,811.19,765.44,714.06,668.09,619.45,553.39,491.71,443.83,431.75,367,328.69,264.11,219.67,145.93,87.6,310.59,305.84,301.33,274.42,238.38,Upgrade
17,Other Long-Term Assets,44.48,136.48,339.99,101.62,24.77,30.3,33.02,22.72,24.59,25.62,19.99,13.92,567.14,300.07,144.16,113.61,157.77,177.66,156.57,136.53,Upgrade
18,Total Assets,11757,12092,12033,12412,13394,13408,13648,14011,14464,14408,14337,14506,13630,13090,12977,9206,8835,8925,8826,9056,Upgrade
19,Accounts Payable,1253,1242,938.29,1064,998.76,841.75,839.2,811.42,492.24,357.07,340.67,420.08,300.18,342.77,303.02,301.32,232.19,210.2,198.17,226.71,Upgrade
20,Accrued Expenses,121.34,235.85,145.85,409.51,157.33,236.48,199.79,437.79,204.44,345.32,238.13,448.52,178.41,276.73,176.02,392.5,177.24,273.49,184.58,384.03,Upgrade
