,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Market Capitalization,5064,5508,6492,7740,5676,3312,2316,1704,1656,1848,1848
1,Market Cap Growth,-28.84%,-28.84%,14.38%,133.70%,145.08%,94.37%,39.86%,-7.79%,-10.39%,-5.52%,-4.35%
2,Enterprise Value,6667,7137,7985,9458,7683,5627,4686,3623,3454,3069,2151
3,Last Close Price,4.22,4.48,5.17,6.10,4.47,2.54,1.78,1.31,1.27,1.42,1.42
4,PE Ratio,6.09,6.43,8.08,10.47,7.93,5.26,2.70,2.33,5.91,11.55,9.24
5,Forward PE,-,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38
6,PS Ratio,2.82,3.07,3.81,4.78,3.58,2.22,1.56,1.36,1.62,2.32,2.63
7,PB Ratio,1.19,1.29,1.66,2.19,1.72,1.11,0.81,0.69,0.86,1.13,1.21
8,P/TBV Ratio,1.35,1.35,1.75,2.32,1.84,1.20,0.88,0.76,0.86,1.13,1.21
9,P/FCF Ratio,6.48,7.04,11.95,10.98,6.19,3.34,5.52,-,20.79,-,-
10,P/OCF Ratio,4.84,4.84,6.11,6.67,4.87,2.51,2.24,1.91,2.27,-,4.56
11,PEG Ratio,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
12,EV/Sales Ratio,3.72,3.98,4.69,5.84,4.84,3.77,3.16,2.89,3.38,3.86,3.06
13,EV/EBITDA Ratio,5.42,5.89,7.21,8.95,7.26,5.74,5.02,4.79,5.69,7.25,6.39
14,EV/EBIT Ratio,7.09,7.59,9.08,11.42,9.39,7.52,6.64,6.29,7.77,10.40,8.84
15,EV/FCF Ratio,8.53,9.13,14.70,13.42,8.38,5.68,11.17,-,43.36,-,-
16,Debt / Equity Ratio,0.58,0.58,0.52,0.66,0.68,0.91,0.91,1.15,1.08,1.24,1.00
17,Debt / FCF Ratio,3.16,3.16,3.77,3.33,2.46,2.75,6.23,-,26.24,-,-
18,Return on Capital Employed (ROCE),19.41%,19.41%,19.49%,19.11%,21.17%,21.98%,19.79%,16.86%,17.91%,13.42%,12.38%
19,Earnings Yield,16.90%,15.54%,12.37%,9.55%,12.61%,19.00%,37.07%,42.88%,16.91%,8.66%,10.82%
20,FCF Yield,15.44%,14.20%,8.37%,9.11%,16.15%,29.90%,18.11%,13.56%,4.81%,-28.57%,-2.51%
21,Dividend Yield,4.70%,4.49%,1.91%,-,-,-,-,-,-,-,-
22,Buyback Yield / Dilution,-0.11%,-0.10%,-0.13%,-0.41%,-0.68%,-0.48%,-0.69%,-0.62%,-0.57%,-0.62%,-2.30%
23,Total Shareholder Return,4.59%,4.40%,1.78%,-0.41%,-0.68%,-0.48%,-0.69%,-0.62%,-0.57%,-0.62%,-2.30%
