,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,8541,7568,5243,24865,24865,24865,28541,105405,96649,-,-
1,Market Cap Growth,-69.57%,-69.57%,-78.91%,0%,-12.88%,-76.41%,-70.47%,-,-,-,-
2,Enterprise Value,6472,5573,4306,24060,8302,8302,11978,90447,95855,-,-
3,Last Close Price,0.79,0.70,0.48,2.30,2.30,2.30,2.64,9.75,8.94,-,-
4,PE Ratio,6.45,5.59,3.09,13.88,15.46,-12.45,-,25.52,30.74,-,-
5,Forward PE,-,3.48,3.48,4.00,4.00,4.00,4.70,18.58,-,-,-
6,PS Ratio,0.63,0.56,0.38,1.89,1.86,1.91,1.76,6.34,7.66,-,-
7,PB Ratio,242.25,15.41,247.74,-30.72,-14.54,-8.39,-6.64,7.36,8.19,-,-
8,P/TBV Ratio,-,-,-,-,-,-,-,9.59,8.31,-,-
9,P/FCF Ratio,7.00,6.20,3.69,19.29,30.40,-,5.21,10.05,15.78,-,-
10,P/OCF Ratio,6.03,6.03,3.60,18.79,29.08,-,5.19,10.02,15.73,-,-
11,PEG Ratio,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.57,-,-,-
12,EV/Sales Ratio,0.48,0.41,0.31,1.83,0.62,0.64,0.74,5.44,7.60,-,-
13,EV/EBITDA Ratio,2.83,2.61,1.68,10.33,3.34,-5.92,-,16.87,23.64,-,-
14,EV/EBIT Ratio,3.16,2.72,1.74,10.45,3.71,-4.66,-,17.20,23.81,-,-
15,EV/FCF Ratio,5.31,4.57,3.03,18.67,10.15,-,2.19,8.62,15.65,-,-
16,Debt / Equity Ratio,0.22,0.22,6.27,-0.57,-0.34,-0.21,-0.18,0.03,0.00,0.01,0.02
17,Debt / FCF Ratio,0.09,0.09,0.09,0.36,0.71,-,0.14,0.05,0.00,0.16,-0.08
18,Return on Capital Employed (ROCE),258.78%,258.78%,606.43%,-,-,-,-,34.19%,34.03%,78.87%,72.90%
19,Earnings Yield,15.86%,17.90%,32.38%,7.20%,6.47%,-8.03%,-1.36%,3.92%,3.25%,-,-
20,FCF Yield,14.28%,16.12%,27.12%,5.18%,3.29%,2.98%,19.21%,9.95%,6.34%,-,-
21,Buyback Yield / Dilution,-,-,-,-,-,-6.73%,-8.11%,-,-,-,
22,Total Shareholder Return,-,-,-,-,-,-6.73%,-8.11%,-,-,-,
