,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2320,1881,1610,1568,814.07,1130,14004,12604,736.12,684.35
1,Short-Term Investments,129.01,115.96,159.24,153.04,113.71,164.14,117.31,26.62,24.39,24.01
2,Trading Asset Securities,3.18,420.65,3.18,3.18,3.18,5.49,119.32,-,-,-
3,Cash & Short-Term Investments,2452,2417,1772,1724,930.96,1300,14240,12631,760.51,708.36
4,Cash Growth,38.36%,40.21%,90.39%,32.65%,-93.46%,-89.71%,1772.49%,1683.07%,-,-
5,Accounts Receivable,3048,3047,3244,2739,2469,2000,4992,3819,5920,4792
6,Other Receivables,-68.49,105.71,20.03,87.86,73.46,48.61,62.41,28.96,1316,1366
7,Receivables,2979,3152,3264,2827,2542,2048,5054,3848,7237,6159
8,Inventory,3.67,2.37,-,-,-,-,-,-,-,-
9,Prepaid Expenses,19.14,-,-,-,-,-,-,-,-,-
10,Restricted Cash,125.51,125.67,62.51,88.04,45.33,36.6,24.16,0.22,5.02,0.1
11,Other Current Assets,444.98,271.87,409.86,256.12,263.84,535.85,436.71,323.86,404.51,439.77
12,Total Current Assets,6025,5970,5509,4895,3783,3921,19755,16803,8407,7307
13,"Property, Plant & Equipment",82.14,87.15,106.64,126.94,161.76,259.1,113.02,76.94,73.95,83.04
14,Long-Term Investments,50.49,39.62,38.51,32.53,31.92,29.24,9.07,-,-,-
15,Goodwill,977.72,998.67,1080,1144,1161,1161,1629,56.62,-,-
16,Other Intangible Assets,587.12,647.93,746.05,842.7,945.91,1044,1073,71.04,0.27,0.43
17,Long-Term Deferred Tax Assets,510.37,498.16,127.33,65.84,132.2,147.97,95.44,56.9,79.04,66.28
18,Other Long-Term Assets,5.18,5.22,5.35,40.25,40.37,40.02,35.11,-,-,-
19,Total Assets,8238,8246,7613,7148,6256,6602,22710,17064,8560,7457
20,Accounts Payable,1587,3938,320.82,267.35,2195,3621,2173,2427,1241,1096
21,Accrued Expenses,-,-,2236,2436,608.81,1915,-,579.1,489.47,692.44
22,Short-Term Debt,-,-,-,-,-,-,-,-,2.95,2.95
23,Current Portion of Long-Term Debt,-,-,183.03,183.03,149.7,150,153.7,-,-,-
24,Current Portion of Leases,97.12,102.34,145.23,142.2,150.64,103.02,25.09,13.48,12.44,13.72
25,Current Income Taxes Payable,803.24,1188,500.04,278.07,227.77,501.01,990.4,238.88,748.18,398.38
26,Current Unearned Revenue,2562,2649,2497,2688,2500,3080,3214,2726,2023,2285
27,Other Current Liabilities,2453,-,2153,2222,2407,-,3369,1120,1151,1180
28,Total Current Liabilities,7502,7877,8035,8217,8239,9371,9926,7105,5668,5669
29,Long-Term Debt,-,-,-,66.67,100,150,200,-,-,-
30,Long-Term Leases,5.51,18.18,98.97,124.78,132.46,218.55,18.07,10.61,9.71,12.75
31,Long-Term Deferred Tax Liabilities,135.51,151.48,176.8,201.28,227.45,253.08,262.33,14.89,-,-
32,Other Long-Term Liabilities,137.85,180.61,51.21,51.21,86.39,112.33,389.79,-,-,-
33,Total Liabilities,7781,8227,8362,8661,8785,10105,10796,7130,5678,5682
34,Common Stock,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,42.38,-
35,Additional Paid-In Capital,5944,5944,5944,5944,5944,5944,5944,5944,-,-
36,Retained Earnings,6836,6336,5576,4794,3918,3372,5623,3766,2621,1480
37,Comprehensive Income & Other,-12755,-12754,-12753,-12754,-12787,-13190,266.91,206.33,206.71,281.67
38,Total Common Equity,32.81,-467.58,-1226,-2008,-2918,-3867,11841,9923,2870,1762
39,Minority Interest,424.11,486.79,477.36,495.48,388.75,364.02,72.12,10.96,11.81,12.85
40,Shareholders' Equity,456.92,19.21,-748.99,-1513,-2529,-3503,11914,9934,2882,1774
41,Total Liabilities & Equity,8238,8246,7613,7148,6256,6602,22710,17064,8560,7457
42,Total Debt,102.62,120.52,427.23,516.69,532.8,621.57,396.85,24.09,25.1,29.42
43,Net Cash (Debt),2350,2297,1345,1208,398.16,678.21,13844,12606,735.41,678.94
44,Net Cash Growth,74.67%,90.22%,237.85%,78.04%,-97.12%,-94.62%,1782.43%,1756.80%,-,-
45,Net Cash Per Share,0.22,0.21,0.12,0.11,0.04,0.06,1.28,1.24,0.07,-
46,Filing Date Shares Outstanding,10811,10811,10811,10811,10811,10811,10811,10811,10000,10000
47,Total Common Shares Outstanding,10811,10811,10811,10811,10811,10811,10811,10811,10000,10000
48,Working Capital,-1477,-1907,-2526,-3321,-4456,-5450,9829,9698,2739,1637
49,Book Value Per Share,0.00,-0.04,-0.11,-0.19,-0.27,-0.36,1.10,0.92,0.29,0.18
50,Tangible Book Value,-1532,-2114,-3052,-3995,-5025,-6072,9140,9796,2870,1761
51,Tangible Book Value Per Share,-0.14,-0.20,-0.28,-0.37,-0.46,-0.56,0.85,0.91,0.29,0.18
52,Machinery,281.87,268.92,254.87,241.13,223.98,209.08,199.2,165.94,154.87,150.36
