,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,6220,6341,6145,6021,5788,5320,7873,5945,4678,3867
1,Revenue Growth (YoY),1.22%,5.32%,6.17%,13.18%,-26.49%,-10.51%,68.32%,53.74%,34.97%,-
2,Cost of Revenue,4964,4673,4646,4514,4504,4595,4935,3677,2936,2909
3,Gross Profit,1256,1668,1499,1507,1284,725.41,2939,2268,1742,958.36
4,"Selling, General & Admin",519.66,519.16,390.27,362.22,415.14,536.61,443.44,405.03,231.89,282.97
5,Other Operating Expenses,35.26,-54.15,71.18,52.42,-16.96,2594,-43.79,31.07,-47.18,-48.43
6,Operating Expenses,554.91,465.01,461.45,414.63,398.19,3131,399.65,436.09,184.71,234.55
7,Operating Income,701.18,1203,1038,1092,885.47,-2405,2539,1832,1557,723.81
8,Interest Expense,-8.92,-5.93,-9.63,-14.38,-16.72,-29.16,-19.08,-1.24,-1.01,-0.77
9,Interest & Investment Income,11.52,8.53,7.7,4.7,4.38,172.41,36.3,44.27,1.94,1.62
10,Earnings From Equity Investments,1.97,1.72,6.9,2.21,0.68,-1.13,1.13,-,-,-
11,Currency Exchange Gain (Loss),-,0.21,-,2.33,-,-1.96,-,-46.03,-,-
12,Other Non Operating Income (Expenses),-26.02,-,-15.99,-,-,-13.27,-,11.58,-,11.07
13,EBT Excluding Unusual Items,679.72,1207,1027,1087,873.82,-2279,2557,1841,1558,735.73
14,Impairment of Goodwill,-,-145.6,-,-,-,-593.95,-,-,-,-
15,Gain (Loss) on Sale of Investments,2.75,48.46,-,7.1,-,-0.77,-,82.66,-46.92,-22.54
16,Gain (Loss) on Sale of Assets,-,-0.17,-,-,-,0.07,-,-0.1,-,-0.16
17,Asset Writedown,-0.04,-5.87,-2.3,-6.23,0.35,5.15,-,-,-,-
18,Other Unusual Items,-,-23.22,-,-24.15,-0.96,97.77,-5.88,74.97,-11.58,-22.45
19,Pretax Income,682.43,1081,1024,1064,873.21,-2770,2551,1998,1499,690.57
20,Income Tax Expense,182.6,307.59,234.06,156.08,302.34,-447,616.88,498.82,352.35,167.37
21,Earnings From Continuing Operations,499.83,773.48,790.33,907.71,570.87,-2323,1934,1500,1147,523.2
22,Minority Interest in Earnings,0.7,-13.59,-9.02,-31.16,-24.73,71.7,0.79,-0.41,1.04,-0.45
23,Net Income,500.53,759.89,781.31,876.54,546.14,-2252,1935,1499,1148,522.75
24,Net Income to Common,500.53,759.89,781.31,876.54,546.14,-2252,1935,1499,1148,522.75
25,Net Income Growth,-35.94%,-13.31%,43.06%,-,-71.78%,-,68.55%,186.80%,181.77%,-
26,Shares Outstanding (Basic),10811,10811,10811,10811,10811,10811,10811,10129,10000,-
27,Shares Outstanding (Diluted),10811,10811,10811,10811,10811,10811,10811,10129,10000,-
28,Shares Change (YoY),-,-,-,-,-,6.73%,8.11%,-,-,-
29,EPS (Basic),0.05,0.07,0.07,0.08,0.05,-0.21,0.18,0.15,0.11,-
30,EPS (Diluted),0.05,0.07,0.07,0.08,0.05,-0.21,0.18,0.15,0.11,-
31,EPS Growth,-35.94%,-14.79%,43.06%,-,-71.78%,-,55.91%,-,-,-
32,Free Cash Flow,79.94,1055,235.23,957.43,-233.83,867.38,3599,5125,31.2,127.16
33,Free Cash Flow Per Share,0.01,0.10,0.02,0.09,-0.02,0.08,0.33,0.51,0.00,-
34,Operating Margin,11.27%,18.97%,16.89%,18.14%,15.30%,-45.21%,32.25%,30.82%,33.29%,18.72%
35,Profit Margin,8.05%,11.98%,12.71%,14.56%,9.44%,-42.32%,24.58%,25.22%,24.55%,13.52%
36,Free Cash Flow Margin,1.29%,16.64%,3.83%,15.90%,-4.04%,16.30%,45.70%,86.21%,0.67%,3.29%
37,EBITDA,711.32,1277,1049,1107,1089,-2287,2613,1845,1568,734.26
38,D&A For EBITDA,10.14,74.3,11.1,14.37,203.92,118.2,74.52,13.03,11.22,10.45
39,EBIT,701.18,1203,1038,1092,885.47,-2405,2539,1832,1557,723.81
