,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,5367,10141,7439,6414,5479,5510,4859,2458,1713,1388
1,Revenue Growth (YoY),-27.85%,58.11%,35.77%,16.40%,12.76%,124.14%,183.63%,77.17%,190.10%,-
2,Cost of Revenue,5077,9102,6089,5576,4338,4248,3720,1598,1057,796.58
3,Gross Profit,290.36,1039,1350,837.16,1141,1261,1139,860.68,656.42,590.94
4,"Selling, General & Admin",159.71,269.63,410.5,457.41,451.82,559.64,581.32,511.51,338.7,340.52
5,Other Operating Expenses,0.8,28.78,-18.22,-43.33,-18.94,0.75,-24.39,-10.42,-7.4,-20.95
6,Operating Expenses,160.51,298.41,392.28,414.08,432.88,560.38,556.93,501.09,331.31,319.57
7,Operating Income,129.85,740.57,957.53,423.08,707.82,701,582.06,359.59,325.11,271.36
8,Interest Expense,-43.63,-10.45,-81.67,-66.29,-84.15,-132.87,-148.74,-77.66,-44.04,-58.76
9,Interest & Investment Income,2.92,5.08,7.66,12.49,19.93,23.24,34.62,34.75,12.54,27.63
10,Earnings From Equity Investments,-7.55,-13.4,-10.63,29.94,49.07,200.89,192.12,191.69,211.74,364.53
11,EBT Excluding Unusual Items,81.59,721.8,872.89,399.22,692.67,792.26,660.06,508.37,505.35,604.77
12,Gain (Loss) on Sale of Investments,-,-,0.24,-22.94,-3.07,11.23,32.79,-,-,-
13,Gain (Loss) on Sale of Assets,0.18,-2.91,-15.85,0.19,9.31,0.06,5.29,-0.22,0.03,0.32
14,Asset Writedown,-,-30.02,-,-,-,2.12,-,10.1,-,5.9
15,Pretax Income,81.77,688.87,857.27,376.48,698.91,805.67,698.13,518.25,505.38,610.99
16,Income Tax Expense,235.71,507.9,319.8,248.58,245.66,156.58,245.05,197.37,184.32,210.58
17,Earnings From Continuing Operations,-153.94,180.97,537.47,127.9,453.26,649.09,453.09,320.88,321.06,400.41
18,Minority Interest in Earnings,77.52,-223.21,-347.26,-186.43,-272.84,-325.09,-296.15,167.56,151.25,173.58
19,Net Income,-76.42,-42.24,190.22,-58.54,180.42,324,156.94,488.44,472.31,573.98
20,Net Income to Common,-76.42,-42.24,190.22,-58.54,180.42,324,156.94,488.44,472.31,573.98
21,Net Income Growth,-,-,5.43%,-,14.96%,-33.67%,-66.77%,-14.90%,402.15%,-
22,Shares Outstanding (Basic),1622,1622,1622,1621,1630,1630,1631,1632,1200,1200
23,Shares Outstanding (Diluted),1622,1622,1622,1621,1630,1630,1631,1632,1200,1200
24,Shares Change (YoY),-,0.07%,-0.50%,-0.56%,-0.04%,-0.11%,35.88%,35.97%,-,-
25,EPS (Basic),-0.05,-0.03,0.12,-0.04,0.11,0.20,0.10,0.30,0.39,0.48
26,EPS (Diluted),-0.05,-0.03,0.12,-0.04,0.11,0.20,0.10,0.30,0.39,0.48
27,EPS Growth,-,-,5.96%,-,15.01%,-33.59%,-75.55%,-37.42%,402.16%,-
28,Free Cash Flow,213.52,-161.3,1078,946.31,1067,-627.68,-3342,-887.7,593.72,-4280
29,Free Cash Flow Per Share,0.13,-0.10,0.66,0.58,0.65,-0.39,-2.05,-0.54,0.49,-3.57
30,Operating Margin,2.42%,7.30%,12.87%,6.60%,12.92%,12.72%,11.98%,14.63%,18.98%,19.56%
31,Profit Margin,-1.42%,-0.42%,2.56%,-0.91%,3.29%,5.88%,3.23%,19.87%,27.57%,41.37%
32,Free Cash Flow Margin,3.98%,-1.59%,14.49%,14.75%,19.47%,-11.39%,-68.78%,-36.11%,34.66%,-308.49%
33,EBITDA,133.35,733.95,979.3,429.02,719.98,707.62,589.18,363.88,329.7,275.76
34,D&A For EBITDA,3.5,-6.62,21.77,5.94,12.17,6.62,7.13,4.29,4.59,4.4
35,EBIT,129.85,740.57,957.53,423.08,707.82,701,582.06,359.59,325.11,271.36
36,Advertising Expenses,10.04,-,72.5,-,58.93,-,84.65,-,54.19,-
