,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,386.42,570.17,746.77,1172,1606,2305,6489,4548,2870,1052
1,Trading Asset Securities,-,-,-,3.95,20.83,-,82.59,-,-,-
2,Cash & Short-Term Investments,386.42,570.17,746.77,1176,1627,2305,6571,4548,2870,1052
3,Cash Growth,-48.25%,-51.52%,-54.09%,-48.97%,-75.25%,-49.32%,128.93%,332.19%,-,-
4,Accounts Receivable,288.55,42.01,45.49,65.27,41.92,46.98,49.21,8.07,5.25,25.97
5,Other Receivables,4151,4935,5634,5443,5563,6468,5432,3907,1285,781.49
6,Receivables,4439,4977,5679,5508,5605,6515,5481,3915,1291,807.46
7,Inventory,19069,21216,28429,32879,37273,39046,37028,32404,20933,16785
8,Restricted Cash,661.34,1120,2468,2914,4128,4608,-,2211,2428,1415
9,Other Current Assets,2134,1911,1775,1982,1884,1202,1129,1102,1904,1371
10,Total Current Assets,26689,29795,39097,44459,50517,53677,50210,44181,29426,21431
11,"Property, Plant & Equipment",69.18,70.99,77.97,105.97,130.03,138.94,208.4,67.98,36.37,36
12,Long-Term Investments,1333,1340,1354,1364,1669,1620,1559,1469,1315,1103
13,Long-Term Deferred Tax Assets,194.84,249.3,471.46,400.97,391.51,409.5,379.32,347.84,236.36,151.19
14,Other Long-Term Assets,153,153,183.02,183.02,183.02,183.02,180.9,180.9,170.8,170.8
15,Total Assets,28439,31608,41183,46513,52890,56028,52537,46246,31185,22893
16,Accounts Payable,3430,2587,3632,3739,2629,4461,4245,4731,2689,2056
17,Accrued Expenses,183.89,89.64,10.56,96.61,525.83,277.03,355.61,393.59,86.49,146.1
18,Short-Term Debt,4265,3188,2643,2800,3024,3509,3376,5976,4746,7214
19,Current Portion of Long-Term Debt,3282,2797,2950,2742,1554,2758,3897,6051,2052,1144
20,Current Portion of Leases,8.34,8.02,7.93,9.56,16.68,16.63,21.52,12.15,8.74,8.19
21,Current Income Taxes Payable,732.99,411.66,405.29,169.05,348.21,315.88,369.2,325.48,155.04,326.36
22,Current Unearned Revenue,4558,8695,17266,21294,26239,27240,24874,20980,13993,8416
23,Other Current Liabilities,234.68,116.91,85.66,218.45,451.02,199.32,1373,571.65,198.19,121.15
24,Total Current Liabilities,16695,17893,26999,31068,34788,38777,38511,39040,23927,19432
25,Long-Term Debt,1365,2027,2755,4025,6812,6737,4829,2591,4884,1709
26,Long-Term Leases,43.87,48.2,52.38,56.42,74.98,80.19,150.46,18.05,2.23,3.78
27,Long-Term Deferred Tax Liabilities,251.6,291.95,234.21,236.65,203.25,157.12,119.07,110.4,136.5,94.7
28,Total Liabilities,18356,20260,30041,35386,41878,45751,43609,41760,28950,21239
29,Common Stock,14.84,14.84,14.84,14.84,14.88,14.9,14.92,14.92,-,-
30,Additional Paid-In Capital,1449,1449,1449,1449,1461,1468,1475,1475,-,-
31,Retained Earnings,2270,2346,2388,2198,2257,2076,1752,1889,1400,928.02
32,Comprehensive Income & Other,284.24,284.24,259.14,289.1,289.1,282.96,317.55,315.52,315.52,315.52
33,Total Common Equity,4017,4094,4111,3951,4021,3842,3559,3694,1716,1244
34,Minority Interest,6066,7255,7031,7177,6991,6436,5369,792.68,519.38,409.82
35,Shareholders' Equity,10083,11348,11142,11128,11012,10278,8928,4487,2235,1653
36,Total Liabilities & Equity,28439,31608,41183,46513,52890,56028,52537,46246,31185,22893
37,Total Debt,8965,8068,8408,9632,11481,13100,12274,14647,11693,10079
38,Net Cash (Debt),-8578,-7498,-7661,-8456,-9855,-10795,-5702,-10100,-8822,-9027
39,Net Cash Per Share,-5.29,-4.62,-4.72,-5.22,-6.05,-6.62,-3.50,-6.19,-7.35,-7.52
40,Filing Date Shares Outstanding,1622,1622,1622,1622,1626,1629,1631,1631,1631,1600
41,Total Common Shares Outstanding,1622,1622,1622,1622,1626,1629,1631,1631,1200,1200
42,Working Capital,9994,11902,12098,13391,15729,14900,11699,5141,5499,2000
43,Book Value Per Share,2.48,2.52,2.53,2.44,2.47,2.36,2.18,2.27,1.43,1.04
44,Tangible Book Value,4017,4094,4111,3951,4021,3842,3559,3694,1716,1244
45,Tangible Book Value Per Share,2.48,2.52,2.53,2.44,2.47,2.36,2.18,2.27,1.43,1.04
46,Machinery,-,32.99,-,52.26,-,46.17,-,39.79,-,29.01
47,Leasehold Improvements,-,15.28,-,26.2,-,34.56,-,11.36,-,7.74
