,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,65,47,47,47,39,78,75,127,91,78,78,Upgrade
1,Market Cap Growth,0%,0%,20.00%,-40.00%,-48.28%,-38.78%,-17.14%,63.33%,16.67%,-51.61%,-55.88%,Upgrade
2,Enterprise Value,323,327,327,327,319,333,314,341,213,173,170,Upgrade
3,Last Close Price,1.51,1.08,1.08,1.08,0.90,1.80,1.74,2.94,2.10,1.80,1.80,Upgrade
4,PE Ratio,-,-27.02,-,-,-1.79,-,-,-,-,-,-,Upgrade
5,PS Ratio,1.25,0.89,38.33,-,-,10.96,4.41,3.59,1.64,0.41,0.29,Upgrade
6,PB Ratio,-0.14,-0.14,-0.14,-0.14,-0.12,-0.23,-0.25,-0.50,-0.41,-0.46,-0.62,Upgrade
7,P/FCF Ratio,150.00,150.00,-,7.88,-1.54,-,-2.24,-,-,-,-,Upgrade
8,P/OCF Ratio,150.00,150.00,-,7.88,-1.54,-,-2.24,-,-,-,-,Upgrade
9,EV/Sales Ratio,6.17,6.25,267.73,-,-,46.78,18.34,9.61,3.85,0.92,0.63,Upgrade
10,EV/EBITDA Ratio,53.52,-,-,-,-11.37,-,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,59.85,60.62,-,-,-11.17,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,1047.76,1047.76,-,55.02,-12.58,-,-9.33,-,-,-,-,Upgrade
13,Debt / Equity Ratio,-0.77,-0.77,-0.79,-0.75,-0.78,-0.82,-1.00,-0.94,-1.01,-0.79,-0.90,Upgrade
14,Debt / FCF Ratio,826.44,826.44,-,42.16,-10.07,-,-9.06,-,-,-,-,Upgrade
15,Earnings Yield,-2.65%,-3.70%,-30.25%,45.58%,-55.77%,-126.27%,-111.67%,-73.78%,-105.28%,-115.51%,-106.54%,Upgrade
16,FCF Yield,0.67%,0.67%,1.53%,12.69%,-65.02%,-35.99%,-44.56%,-51.33%,-58.35%,-38.85%,-23.21%,Upgrade
