,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1389,898,1214,1522,5893,5893,5472,20625,23489,17836,22643,Upgrade
1,Market Cap Growth,-41.01%,-41.01%,-79.40%,-74.17%,7.69%,-71.43%,-76.70%,15.64%,3.74%,-24.01%,49.21%,Upgrade
2,Enterprise Value,161820,170950,176213,184293,153975,153975,153554,181339,169107,154239,154603,Upgrade
3,Last Close Price,0.20,0.13,0.17,0.22,0.84,0.84,0.78,2.94,3.58,2.71,3.34,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,3.06,3.63,3.59,4.41,Upgrade
5,Forward PE,-,0.75,0.75,0.75,0.75,0.75,0.69,2.53,3.09,2.75,4.22,Upgrade
6,PS Ratio,0.07,0.05,0.04,0.06,0.21,0.27,0.13,0.27,0.35,0.32,0.42,Upgrade
7,PB Ratio,-0.10,-0.10,0.14,0.06,0.15,0.12,0.08,0.21,0.25,0.26,0.36,Upgrade
8,P/TBV Ratio,-,-,-,-,0.80,0.43,0.23,0.49,0.65,0.62,0.85,Upgrade
9,P/FCF Ratio,-,-,-2.55,-,-,-,-,1.66,-,2.25,-8.30,Upgrade
10,P/OCF Ratio,-,-,-3.07,-,-,-,-,1.47,4.37,2.11,-9.81,Upgrade
11,PEG Ratio,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Upgrade
12,EV/Sales Ratio,8.36,8.83,6.11,6.68,5.36,6.95,3.52,2.37,2.55,2.80,2.88,Upgrade
13,EV/EBITDA Ratio,-,-,-,-89.46,-,-8.59,-,18.53,20.82,16.53,17.47,Upgrade
14,EV/EBIT Ratio,-,-,-,-76.97,-,-8.33,-,19.91,22.48,17.50,18.73,Upgrade
15,EV/FCF Ratio,-651.73,-,-369.55,-,-,-,-,14.57,-,19.42,-56.66,Upgrade
16,Debt / Equity Ratio,-16.11,-16.11,17.68,5.98,3.89,3.46,2.25,1.54,1.70,2.15,2.37,Upgrade
17,Debt / FCF Ratio,-,-,-315.48,-,-,-,-,12.09,-,18.52,-54.18,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-4.78%,-,-23.04%,-,4.09%,3.48%,5.10%,5.01%,Upgrade
19,Earnings Yield,-1707.49%,-2641.27%,-1809.27%,-877.71%,-250.63%,-465.18%,-285.48%,33.13%,27.54%,27.84%,22.70%,Upgrade
20,FCF Yield,-17.87%,-27.65%,-39.29%,-77.61%,-121.52%,-775.99%,-504.42%,60.33%,16.81%,44.53%,-12.05%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,-,5.40%,4.20%,4.69%,3.84%,Upgrade
22,Buyback Yield / Dilution,-,-,-,4.00%,-11.58%,-18.24%,-3.26%,-1.58%,2.81%,-0.24%,Upgrade,
23,Total Shareholder Return,-,-,-,4.00%,-11.58%,-18.24%,2.14%,2.62%,7.51%,3.60%,Upgrade,
