,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,745.65,994.77,1397,2068,3322,3060,38364,36079,32062,26825,Upgrade
1,Short-Term Investments,-,-,-,-,1500,1500,3586,3398,1650,2337,Upgrade
2,Trading Asset Securities,872.07,967.98,856.47,904.84,1330,3127,4592,5338,1484,43.03,Upgrade
3,Cash & Short-Term Investments,1618,1963,2253,2972,6152,7688,46542,44815,35196,29205,Upgrade
4,Cash Growth,-28.21%,-33.97%,-63.37%,-61.33%,-86.78%,-82.85%,32.23%,53.45%,62.52%,84.14%,Upgrade
5,Accounts Receivable,1098,1655,1811,1809,2119,2227,2146,2120,792.62,1273,Upgrade
6,Other Receivables,37364,38119,41515,44824,43689,43791,31575,35955,25519,21077,Upgrade
7,Receivables,38461,39775,43327,46633,45808,46018,33721,38075,26311,22350,Upgrade
8,Inventory,95145,92361,104485,108685,102631,101451,100174,84821,80571,76939,Upgrade
9,Prepaid Expenses,1636,1270,1671,2073,4488,3992,8939,2419,5315,3966,Upgrade
10,Restricted Cash,2005,2406,3115,3713,5662,11110,5787,6249,5562,6016,Upgrade
11,Other Current Assets,43218,42423,44131,43197,45129,62130,49408,51728,59611,52112,Upgrade
12,Total Current Assets,182083,180197,198983,207273,209871,232389,244571,228107,212566,190587,Upgrade
13,"Property, Plant & Equipment",5170,5628,5797,5031,5307,5872,6113,5849,5055,6178,Upgrade
14,Long-Term Investments,26474,35268,39199,39682,40348,28699,36483,38773,35787,35418,Upgrade
15,Goodwill,765.35,765.35,765.35,765.35,765.35,765.35,748.82,669.53,645.15,645.15,Upgrade
16,Other Intangible Assets,529.8,553.56,582.3,604.73,881.72,915.46,1344,1328,1324,1347,Upgrade
17,Long-Term Deferred Tax Assets,1361,1363,1503,1509,1401,1202,925.06,628.38,1093,864.27,Upgrade
18,Other Long-Term Assets,8198,9045,9361,9479,20172,20288,28927,34544,35960,35863,Upgrade
19,Total Assets,224582,232821,256191,264344,278746,290130,319112,309899,292431,270902,Upgrade
20,Accounts Payable,-,-,-,-,-,-,-,35.96,240.51,735.71,Upgrade
21,Accrued Expenses,39143,32380,24705,18372,14038,8279,5340,3187,3777,3576,Upgrade
22,Short-Term Debt,2810,2455,3382,2608,7346,935.87,713.35,11729,11799,13584,Upgrade
23,Current Portion of Long-Term Debt,117495,116943,117790,109784,106428,104635,25017,23069,31576,31887,Upgrade
