,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3489,3136,2686,3254,3412,3054,3504,3798,3295,2527,2809,2412,2595,2395,2345,2321,2536,2830,2761,2607,2309,Upgrade
1,Market Cap Growth,2.70%,2.70%,-23.34%,-14.33%,3.57%,20.84%,24.71%,57.44%,26.98%,5.53%,19.82%,3.93%,2.32%,-15.38%,-15.07%,-10.97%,9.80%,28.92%,23.22%,10.69%,8.35%,Upgrade
2,Enterprise Value,3343,3003,2601,3200,3359,2972,3275,3630,3127,2429,2615,2031,2214,1932,2031,1858,2206,2399,2606,2490,2193,Upgrade
3,Last Close Price,11.86,10.66,8.98,10.88,11.41,10.21,11.63,12.60,10.93,8.39,9.32,7.94,8.54,7.88,7.71,7.58,8.28,9.24,8.92,8.28,7.34,Upgrade
4,PE Ratio,22.72,20.31,19.37,26.25,24.03,22.44,25.17,23.98,24.85,19.22,20.21,18.13,20.57,23.42,24.27,25.55,26.80,34.07,34.57,31.64,29.56,Upgrade
5,Forward PE,-,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.85,26.73,24.67,24.15,23.91,25.54,30.06,30.88,24.08,21.33,Upgrade
6,PS Ratio,2.33,2.08,1.74,2.06,2.17,1.71,2.03,2.45,2.14,2.10,2.47,2.21,2.57,3.23,3.27,3.32,3.82,4.33,4.37,4.00,3.29,Upgrade
7,PB Ratio,2.41,2.16,1.90,2.31,2.46,2.29,2.65,2.90,2.60,2.07,2.33,2.05,2.25,2.15,2.15,2.19,2.42,2.77,2.70,2.63,2.36,Upgrade
8,P/TBV Ratio,3.28,3.28,2.92,3.57,3.86,3.68,4.30,4.72,4.38,3.63,4.15,3.65,3.88,2.31,2.31,2.35,2.61,2.99,2.91,2.84,2.56,Upgrade
