,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1483,1491,1353,1583,1565,2035,1564,1593,1061,1074
1,Revenue Growth (YoY),9.58%,-5.78%,-13.54%,-22.22%,0.09%,27.73%,47.37%,48.30%,56.05%,-
2,Cost of Revenue,1145,1114,973.61,1037,1068,1354,1062,1100,693.68,739.91
3,Gross Profit,337.85,377.44,379.65,545.63,497.57,681.42,501.8,493.21,367.51,334.47
4,"Selling, General & Admin",107.27,124.86,90.84,149.1,121.83,115.16,171.6,191.66,134.63,172.74
5,Other Operating Expenses,50.5,0.52,633.89,-10.91,-19.84,-26.21,-8.67,-11.44,-6.19,-3.19
6,Operating Expenses,157.77,638.37,724.73,200.09,157.84,190.45,162.92,195.48,128.44,169.55
7,Operating Income,180.08,-260.93,-345.08,345.53,339.73,490.97,338.88,297.73,239.08,164.93
8,Interest Expense,-2.77,-2.3,-3.9,-4.25,-6.1,-1.27,-2.18,-0.76,-0.22,-0.15
9,Interest & Investment Income,4.58,4.02,6.53,11.96,32.99,13.55,8.31,13.33,1.74,1.92
10,Earnings From Equity Investments,-0.01,0.08,0.2,0.27,-0.03,-0.31,-0.12,-0.02,0.02,-0.03
11,Currency Exchange Gain (Loss),-,0.48,-,-6.06,-0.41,2.18,1.5,-0.21,-,0.19
12,Other Non Operating Income (Expenses),-,-68.13,-,-2.18,41.99,-,-,-,-,-
13,EBT Excluding Unusual Items,181.88,-326.78,-342.24,345.28,408.18,505.12,346.38,310.08,240.62,166.86
14,Gain (Loss) on Sale of Investments,-1.62,-8.16,-19,16.96,-11.24,-23.48,-2,6.4,-0.18,1.33
15,Gain (Loss) on Sale of Assets,0.09,0.54,-0.54,-1.16,1.16,0.02,-,-,-,-0.07
16,Pretax Income,180.34,-334.39,-361.78,361.08,398.1,481.67,344.38,316.47,240.44,168.13
17,Income Tax Expense,71.16,-55.34,-62.93,91.41,96.6,99.06,73.61,64.69,51.47,38.95
18,Earnings From Continuing Operations,109.18,-279.05,-298.85,269.67,301.5,382.62,270.77,251.78,188.97,129.18
19,Net Income to Company,109.18,-279.05,-298.85,269.67,301.5,382.62,270.77,251.78,188.97,129.18
20,Minority Interest in Earnings,-5.79,4.3,-0.76,2.78,-11.68,-23.23,-10.6,-9.01,-5.15,-3.14
21,Net Income,103.39,-274.76,-299.61,272.45,289.82,359.39,260.17,242.77,183.81,126.04
22,Net Income to Common,103.39,-274.76,-299.61,272.45,289.82,359.39,260.17,242.77,183.81,126.04
23,Net Income Growth,-,-,-,-24.19%,11.40%,48.04%,41.54%,92.62%,70.33%,-
24,Shares Outstanding (Basic),1278,1277,1278,1270,1268,1270,1256,1246,983,900
25,Shares Outstanding (Diluted),1279,1277,1278,1282,1281,1289,1297,1289,1024,900
26,Shares Change (YoY),0.02%,-0.39%,-0.18%,-0.48%,-1.27%,-0.05%,26.70%,43.26%,14.10%,-
27,EPS (Basic),0.08,-0.22,-0.23,0.21,0.23,0.28,0.21,0.19,0.19,0.14
28,EPS (Diluted),0.08,-0.22,-0.23,0.21,0.23,0.28,0.20,0.19,0.18,0.13
29,EPS Growth,-,-,-,-25.07%,14.32%,48.31%,11.11%,40.86%,49.75%,-
30,Free Cash Flow,424.99,188.96,-278.85,309.68,-16.64,-157.56,307.38,227.43,32.41,199.88
31,Free Cash Flow Per Share,0.33,0.15,-0.22,0.24,-0.01,-0.12,0.24,0.18,0.03,0.22
32,Dividend Per Share,0.099,0.217,0.081,0.175,0.180,0.272,0.121,0.147,0.060,-
33,Dividend Growth,22.27%,23.79%,-55.25%,-35.52%,49.40%,85.13%,100.42%,-,-,-
34,Operating Margin,12.14%,-17.50%,-25.50%,21.83%,21.70%,24.13%,21.67%,18.69%,22.53%,15.35%
35,Profit Margin,6.97%,-18.42%,-22.14%,17.21%,18.52%,17.66%,16.64%,15.24%,17.32%,11.73%
36,Free Cash Flow Margin,28.66%,12.67%,-20.61%,19.56%,-1.06%,-7.74%,19.66%,14.27%,3.05%,18.60%
37,EBITDA,196.45,-243.63,-323.69,366.63,358.97,513.15,353.14,307.99,243.84,172.53
38,D&A For EBITDA,16.37,17.3,21.39,21.09,19.24,22.18,14.26,10.27,4.77,7.61
39,EBIT,180.08,-260.93,-345.08,345.53,339.73,490.97,338.88,297.73,239.08,164.93
40,Advertising Expenses,0.29,-,2.1,-,5.93,-,11.61,-,7.26,-
