,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2042,1621,1538,2049,1969,2264,2612,2218,2732,584.8
1,Trading Asset Securities,42.78,4.14,8.74,27.17,38.3,55.46,75.6,467.04,-,1.53
2,Cash & Short-Term Investments,2085,1625,1547,2076,2008,2320,2687,2685,2732,586.33
3,Cash Growth,34.78%,-21.75%,-22.95%,-10.50%,-25.29%,-13.59%,-1.64%,357.91%,-,-
4,Accounts Receivable,1823,1677,2048,2451,2236,1735,1144,1180,925.67,667.93
5,Other Receivables,812.54,802.21,290.02,282,301.26,510.76,321.19,151.91,53.37,102.44
6,Receivables,2635,2479,2338,2733,2537,2246,1465,1332,979.04,770.37
7,Inventory,9.26,12.69,10.49,14.45,13.51,17.56,13.53,8.9,6.54,5.18
8,Restricted Cash,5.29,7.14,6.76,5.33,2.01,1.91,1,1.04,21.1,0.31
9,Other Current Assets,-,36.41,566.06,-,-,-,-,-,-,-
10,Total Current Assets,4735,4160,4468,4829,4561,4585,4167,4027,3739,1362
11,"Property, Plant & Equipment",61.04,52.42,48.03,51.02,81.26,95.06,54.06,56.31,39.05,18.08
12,Long-Term Investments,4.76,4.77,6.28,6.08,17.42,5.84,6.05,0.97,0.99,0.97
13,Goodwill,114.59,114.59,114.59,114.59,137.09,127.14,119.39,54.68,42.32,42.32
14,Other Intangible Assets,126.99,137.3,146.28,156.49,162.38,146.9,136.6,33.03,28.75,30.63
15,Long-Term Deferred Tax Assets,342.89,327.69,196.35,58.2,42.79,43.44,14.33,10.75,9.23,6.96
16,Other Long-Term Assets,52.2,54.19,73.57,119.82,41.91,33.44,13.52,67.13,4.4,2.29
17,Total Assets,5437,4851,5053,5335,5043,5037,4511,4250,3864,1463
18,Accounts Payable,573.43,604.67,612.16,576.81,1063,442.29,337.85,307.58,217.33,177.42
19,Accrued Expenses,221.97,208.57,183.96,173.46,-,154.07,-,402.26,304.19,317.32
20,Short-Term Debt,-,-,-,22,23.96,-,-,-,-,-
21,Current Portion of Long-Term Debt,-,25,25,-,27,-,-,-,-,-
22,Current Portion of Leases,8.44,5.95,6,7.08,26.62,28.37,12.03,10.88,9.95,1.89
23,Current Income Taxes Payable,359.11,376.02,321.57,260.92,178.28,199.35,108.54,95.91,65.28,50.66
24,Current Unearned Revenue,954.16,758.68,627.64,588.24,539.49,544.35,473.26,423.85,349.24,310.85
25,Other Current Liabilities,874.17,571.05,538.53,494.92,-,456.51,639.24,227.42,186.66,159.53
26,Total Current Liabilities,2991,2550,2315,2123,1859,1825,1571,1468,1133,1018
27,Long-Term Debt,52,27,27,52,24.79,-,-,-,-,-
28,Long-Term Leases,11.31,9.9,8.48,4.72,15.06,21.81,5.39,10.33,16.16,1.26
29,Long-Term Unearned Revenue,356.69,67.1,127.24,56.05,102.9,86.57,62.19,50.44,53.97,59.16
30,Long-Term Deferred Tax Liabilities,31.74,33.52,36.26,38.05,30.73,26.64,24.07,3.98,3.2,3.72
31,Other Long-Term Liabilities,1.18,1.27,1.37,1.46,1.55,20.49,16.48,-,-,-
32,Total Liabilities,3444,2689,2515,2276,2034,1980,1679,1533,1206,1082
33,Common Stock,11.54,11.54,11.34,11.34,11.25,11.25,11.22,11.06,11.05,0
34,Additional Paid-In Capital,482.89,760.1,863.19,1086,1326,1692,1842,2015,2087,9.43
35,Retained Earnings,1405,1302,1577,1876,1604,1314,954.54,694.37,451.6,267.79
36,Treasury Stock,-3.09,-3.13,-2.93,-,-6.03,-3.88,-,-,-,-
37,Comprehensive Income & Other,-15.03,-15.54,-23.81,-31.32,-48.18,-59.55,-46.71,-28.88,90.61,92.22
38,Total Common Equity,1882,2055,2424,2943,2887,2954,2761,2691,2640,369.44
39,Minority Interest,111.57,107.57,113.56,116.56,122.97,102.3,70.34,26.01,17.28,12.21
40,Shareholders' Equity,1993,2162,2538,3059,3010,3057,2832,2717,2658,381.65
41,Total Liabilities & Equity,5437,4851,5053,5335,5043,5037,4511,4250,3864,1463
42,Total Debt,71.75,67.84,66.49,85.8,117.44,50.18,17.42,21.21,26.1,3.14
43,Net Cash (Debt),2013,1557,1481,1990,1890,2270,2670,2664,2706,583.18
44,Net Cash Growth,35.99%,-21.78%,-21.68%,-12.30%,-29.20%,-14.79%,-1.34%,356.74%,-,-
45,Net Cash Per Share,1.57,1.22,1.16,1.55,1.48,1.76,2.06,2.07,2.64,0.65
46,Filing Date Shares Outstanding,1299,1277,1277,1279,1267,1268,1265,1246,1245,1200
47,Total Common Shares Outstanding,1299,1277,1277,1279,1267,1268,1265,1246,1245,899.82
48,Working Capital,1744,1610,2153,2705,2702,2760,2596,2559,2606,344.52
49,Book Value Per Share,1.45,1.61,1.90,2.30,2.28,2.33,2.18,2.16,2.12,0.41
50,Tangible Book Value,1640,1803,2163,2671,2587,2680,2505,2604,2569,296.49
51,Tangible Book Value Per Share,1.26,1.41,1.69,2.09,2.04,2.11,1.98,2.09,2.06,0.33
52,Machinery,112.21,111.09,106.1,99.58,98.38,91.84,70.77,58.65,36.24,33.4
