,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,717,761,667,882,772,937,816,1103,1792,1378,744,Upgrade
1,Market Cap Growth,-13.75%,-13.75%,-13.57%,-5.88%,-5.41%,-15.00%,-54.46%,-20.00%,140.74%,25.63%,-40.79%,Upgrade
2,Enterprise Value,1060,1165,1125,1496,1285,1426,1243,1456,2112,1817,893,Upgrade
3,PS Ratio,2.16,2.30,2.13,2.76,2.32,2.69,2.24,2.99,4.76,4.00,2.27,Upgrade
4,PB Ratio,1.01,1.53,1.23,1.44,0.78,0.86,0.67,0.84,1.35,1.01,0.58,Upgrade
5,P/FCF Ratio,6.45,6.45,5.97,7.16,4.59,8.50,8.76,11.59,19.60,13.59,5.59,Upgrade
6,P/OCF Ratio,6.45,6.45,5.31,6.44,3.75,6.33,6.44,8.57,15.41,10.92,4.09,Upgrade
7,EV/Sales Ratio,3.20,3.52,3.59,4.69,3.86,4.09,3.41,3.95,5.61,5.27,2.72,Upgrade
8,EV/EBITDA Ratio,26.41,29.75,29.47,33.42,24.25,35.98,30.13,20.01,32.70,30.15,10.90,Upgrade
9,EV/FCF Ratio,9.87,9.87,10.07,12.15,7.63,12.93,13.34,15.30,23.11,17.92,6.71,Upgrade
10,Debt / Equity Ratio,1.58,1.58,1.51,1.42,0.89,0.88,0.84,0.83,0.72,0.92,0.51,Upgrade
11,Debt / FCF Ratio,6.65,6.65,7.35,7.09,5.24,8.62,10.91,11.53,10.41,12.31,4.90,Upgrade
12,Earnings Yield,-9.65%,-9.09%,-20.44%,-15.57%,-13.24%,-11.10%,-7.04%,-3.55%,-2.92%,-2.64%,-16.07%,Upgrade
13,Earnings Yield,-9.65%,-9.09%,-20.44%,-15.57%,-13.24%,-11.10%,-7.04%,-3.55%,-2.92%,-2.64%,-16.07%,Upgrade
14,FCF Yield,15.51%,15.51%,16.75%,13.96%,21.81%,11.77%,11.42%,8.63%,5.10%,7.36%,17.89%,Upgrade
15,Buyback Yield / Dilution,-,-,-,-,-,-,0.00%,-0.00%,-4.16%,-112.44%,Upgrade,
16,Total Shareholder Return,-,-,-,-,-,-,0.00%,-0.00%,-4.16%,-112.44%,Upgrade,
