,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,184,147.05,166.06,153.09,179.86,169.14,195.25,173.25,203.53,141.22,Upgrade
1,Revenue Growth (YoY),10.81%,-3.95%,-7.68%,-9.49%,-7.88%,-2.37%,-4.07%,22.68%,8.91%,20.98%,Upgrade
2,"Selling, General & Admin",36.62,33.78,26.68,34.68,32.74,51.68,38.44,32.46,52.78,29.1,Upgrade
3,Other Operating Expenses,168.28,134.43,158.74,141.84,160.35,157.23,169.68,149.62,167.97,123.51,Upgrade
4,Total Operating Expenses,204.9,168.2,185.42,176.53,193.09,208.91,208.11,182.08,220.75,152.61,Upgrade
5,Operating Income,-20.9,-21.16,-19.36,-23.44,-13.23,-39.77,-12.86,-8.83,-17.21,-11.39,Upgrade
6,Interest Expense,-19.84,-20.93,-23.11,-25.32,-28.82,-24.81,-28.07,-24.82,-22.87,-15.81,Upgrade
7,Interest Income,5.25,5.9,4.98,4.11,3.61,4.27,2.86,0.85,0.91,2.05,Upgrade
8,Net Interest Expense,-14.59,-15.04,-18.13,-21.21,-25.21,-20.54,-25.21,-23.98,-21.97,-13.76,Upgrade
9,Income (Loss) on Equity Investments,-2.44,-,-5.25,-0.05,-2.64,-0.08,-0.06,-0.08,-0.05,-0.05,Upgrade
10,Currency Exchange Gain (Loss),2.57,-4.74,-7.22,-6.52,-17.06,-,6.01,-,2.43,-,Upgrade
11,Other Non-Operating Income (Expenses),0.04,-0.19,0.06,-0.23,-0.08,-0.11,-0.11,-0.14,-0,-0.11,Upgrade
12,EBT Excluding Unusual Items,-35.31,-41.12,-49.9,-51.46,-58.22,-60.5,-32.24,-33.02,-36.8,-25.32,Upgrade
13,Impairment of Goodwill,-,-,-11.33,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,4.27,4.58,Upgrade
15,Asset Writedown,-,-,-84.6,-,-31.87,-,0.76,-,-5.98,-,Upgrade
16,Other Unusual Items,-3.55,-,-8.18,-,0.05,-,-,-,-,-,Upgrade
17,Pretax Income,-38.86,-41.12,-154,-51.46,-90.04,-60.5,-31.48,-33.02,-38.5,-20.73,Upgrade
18,Income Tax Expense,2.34,20.44,-23.68,10.93,10.15,2.87,-13,9.37,16.65,-4.63,Upgrade
19,Earnings From Continuing Ops.,-41.2,-61.55,-130.32,-62.39,-100.19,-63.37,-18.48,-42.39,-55.16,-16.1,Upgrade
20,Net Income to Company,-41.2,-61.55,-130.32,-62.39,-100.19,-63.37,-18.48,-42.39,-55.16,-16.1,Upgrade
21,Minority Interest in Earnings,12.67,20.96,34.57,20.8,39.62,19.87,4.52,17.25,27.98,6.95,Upgrade
22,Net Income,-28.53,-40.6,-95.74,-41.59,-60.57,-43.5,-13.96,-25.14,-27.18,-9.16,Upgrade
23,Net Income to Common,-28.53,-40.6,-95.74,-41.59,-60.57,-43.5,-13.96,-25.14,-27.18,-9.16,Upgrade
24,Shares Outstanding (Basic),5513,5513,5513,5513,5513,5513,5513,5513,5513,5513,Upgrade
25,Shares Outstanding (Diluted),5513,5513,5513,5513,5513,5513,5513,5513,5513,5513,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-0.00%,0.00%,4.16%,112.44%,Upgrade
27,EPS (Basic),-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.00,-0.00,-0.00,-0.00,Upgrade
28,EPS (Diluted),-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.00,-0.00,-0.00,-0.00,Upgrade
29,Free Cash Flow,66.6,51.42,60.32,62.81,105.52,4.78,88.39,6.78,84.62,16.78,Upgrade
30,Free Cash Flow Per Share,0.01,0.01,0.01,0.01,0.02,0.00,0.02,0.00,0.02,0.00,Upgrade
31,Profit Margin,-15.51%,-27.61%,-57.66%,-27.17%,-33.67%,-25.72%,-7.15%,-14.51%,-13.35%,-6.48%,Upgrade
32,Free Cash Flow Margin,36.20%,34.97%,36.33%,41.03%,58.67%,2.83%,45.27%,3.91%,41.58%,11.89%,Upgrade
33,EBITDA,26.25,12.9,25.28,19.47,33.52,6.11,35.15,37.65,26.95,33.31,Upgrade
34,D&A For EBITDA,47.15,34.05,44.64,42.9,46.75,45.87,48.01,46.47,44.16,44.71,Upgrade
35,EBIT,-20.9,-21.16,-19.36,-23.44,-13.23,-39.77,-12.86,-8.83,-17.21,-11.39,Upgrade
