,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,71,37,44,37,30,34,35,38,36,73,63,69,110,132,179,197,213,146,134,138,134,Upgrade
1,Market Cap Growth,9.71%,9.71%,23.69%,-3.19%,-16.43%,-53.70%,-43.57%,-45.16%,-67.35%,-45.08%,-65.00%,-64.77%,-48.42%,-9.23%,33.55%,43.27%,58.90%,-7.71%,-23.01%,-25.00%,-38.02%,Upgrade
2,Enterprise Value,118,93,100,100,93,96,101,94,91,137,131,116,156,210,256,198,214,193,181,227,221,Upgrade
3,Last Close Price,0.15,0.08,0.10,0.08,0.07,0.07,0.08,0.09,0.08,0.16,0.14,0.15,0.24,0.29,0.40,0.44,0.47,0.33,0.32,0.38,0.36,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-6.07,-,-,-,-,6.46,-,2.41,3.66,3.17,-10.77,-,-,Upgrade
5,PS Ratio,-,-,-,-,-,-,-,-,-,0.98,0.60,0.78,0.70,0.59,0.74,0.60,0.78,0.72,0.81,1.38,0.80,Upgrade
6,PB Ratio,2.06,1.06,1.30,0.85,0.68,0.65,0.55,0.56,0.41,0.85,0.63,0.66,-,1.17,1.69,1.89,-,1.67,13.43,13.81,-,Upgrade
7,P/TBV Ratio,1.06,1.06,1.30,0.85,0.68,0.65,0.55,0.56,0.41,0.85,0.63,0.66,-,1.17,1.69,1.88,-,1.66,12.91,13.27,-,Upgrade
8,P/FCF Ratio,-,-7.17,-8.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
