,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,-,-,-,-,-,-,-,-,15.6,26.91,3.98,20.32,38.18,9.74,60.41,77.04,53.29,86.2,11.94,26.49,Upgrade
1,Revenue Growth (YoY),-,-,-,-,-,-,-,-,-59.14%,176.34%,-93.42%,-73.62%,-28.34%,-88.70%,406.08%,190.87%,98.04%,234.65%,-83.17%,-59.34%,Upgrade
2,Cost of Revenue,-,-,-,-,-,-,-,-,14.22,26.07,-0.42,22.92,28.43,8.12,50.93,62.17,40.24,71.32,12.54,24.51,Upgrade
3,Gross Profit,-,-,-,-,-,-,-,-,1.38,0.84,4.39,-2.6,9.75,1.62,9.48,14.87,13.05,14.88,-0.6,1.97,Upgrade
4,"Selling, General & Admin",3.8,3.8,6.46,6.46,3.72,2.63,6.46,2.53,2.87,1.82,1.38,3.69,3.49,2.21,2.61,5.66,3.96,2.91,7.37,3.13,Upgrade
5,Operating Expenses,3.8,3.8,18.66,18.66,3.72,2.63,21.66,2.53,2.87,1.82,1.96,3.69,3.49,2.21,41.51,5.66,-36.16,2.91,20.12,3.13,Upgrade
6,Operating Income,-3.8,-3.8,-18.66,-18.66,-3.72,-2.63,-21.66,-2.53,-1.49,-0.99,2.43,-6.3,6.27,-0.59,-32.03,9.21,49.21,11.97,-20.72,-1.16,Upgrade
7,Interest Expense,-0.92,-0.92,-1.13,-1.13,-1.75,-1.59,-1.3,-1.34,-0.62,-0.55,-0.81,-0.43,-0.4,-1.01,-1.33,-1.24,-1.35,-1.47,-1.33,-1.21,Upgrade
8,Interest & Investment Income,0,0,-,-,0,0,0,0,0,0,0.64,-,-,0,0.23,0.04,-,-,0,0,Upgrade
9,Currency Exchange Gain (Loss),0.02,0.02,-0.11,-0.11,-0.1,-1.18,-2.33,3.52,-1.82,-1.3,0.21,0.2,0.56,1.1,-0.2,1.61,1.64,-0.03,-0.12,1.49,Upgrade
10,Other Non Operating Income (Expenses),-,-,1.71,1.71,-,-,1.78,0.08,0.01,0.03,-4.03,0,0.2,0.02,39.66,0.14,0.21,0.12,1.22,0.06,Upgrade
11,EBT Excluding Unusual Items,-4.7,-4.7,-18.19,-18.19,-5.57,-5.4,-23.5,-0.26,-3.93,-2.81,-1.56,-6.53,6.63,-0.48,6.33,9.75,49.72,10.6,-20.95,-0.82,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-0.07,-0.07,0.12,-0.03,-0.04,-0.02,0.09,-0.23,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-0.47,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Unusual Items,-,-,-,-,-,-,1.25,4.57,-,-,0.95,-,-,-,-,-,-,-,-,-,Upgrade
15,Pretax Income,-4.7,-4.7,-18.19,-18.19,-5.57,-5.4,-22.25,4.31,-3.93,-2.81,-1.08,-6.53,6.55,-0.55,6.45,9.72,49.68,10.58,-20.85,-1.05,Upgrade
16,Income Tax Expense,-,-,-0.09,-0.09,-,-,-,-,-,0.46,1.26,0.38,0.49,-,2.96,1.79,1.17,1.51,0.33,-0.2,Upgrade
17,Earnings From Continuing Operations,-4.7,-4.7,-18.09,-18.09,-5.57,-5.4,-22.25,4.31,-3.93,-3.27,-2.34,-6.91,6.07,-0.55,3.49,7.93,48.51,9.06,-21.19,-0.85,Upgrade
18,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-0,-,-,-,0,-,0.01,0.01,4.62,0.11,Upgrade
19,Net Income,-4.7,-4.7,-18.09,-18.09,-5.57,-5.4,-22.25,4.31,-3.93,-3.27,-2.34,-6.91,6.07,-0.55,3.49,7.93,48.52,9.07,-16.57,-0.74,Upgrade
20,Net Income to Common,-4.7,-4.7,-18.09,-18.09,-5.57,-5.4,-22.25,4.31,-3.93,-3.27,-2.34,-6.91,6.07,-0.55,3.49,7.93,48.52,9.07,-16.57,-0.74,Upgrade
21,Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-87.50%,-,-,-,-,-,-,-,Upgrade
22,Shares Outstanding (Basic),461,461,455,455,448,448,448,448,448,448,482,448,436,448,448,448,436,426,368,367,Upgrade
23,Shares Outstanding (Diluted),461,461,455,455,448,448,448,448,448,448,482,448,449,448,466,466,454,426,368,367,Upgrade
24,Shares Change (YoY),2.86%,2.86%,1.60%,1.60%,0.00%,-,-6.98%,-,-0.24%,-,3.48%,-3.78%,-1.06%,5.17%,26.63%,26.90%,23.70%,16.10%,0.51%,0.66%,Upgrade
25,EPS (Basic),-0.01,-0.01,-0.04,-0.04,-0.01,-0.01,-0.05,0.01,-0.01,-0.01,-0.00,-0.02,0.01,-0.00,0.01,0.02,0.11,0.02,-0.05,-0.00,Upgrade
26,EPS (Diluted),-0.01,-0.01,-0.04,-0.04,-0.01,-0.01,-0.05,0.01,-0.01,-0.01,-0.00,-0.02,0.01,-0.00,0.01,0.02,0.11,0.02,-0.05,-0.00,Upgrade
27,EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-87.37%,-,-,-,-,-,-,-,Upgrade
28,Free Cash Flow,0.37,0.37,-2.7,-2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Free Cash Flow Per Share,0.00,0.00,-0.01,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Gross Margin,-,-,-,-,-,-,-,-,8.84%,3.11%,110.47%,-12.81%,25.54%,16.66%,15.70%,19.30%,24.49%,17.26%,-5.03%,7.45%,Upgrade
31,Operating Margin,-,-,-,-,-,-,-,-,-9.56%,-3.67%,61.18%,-30.99%,16.41%,-6.05%,-53.02%,11.96%,92.36%,13.89%,-173.59%,-4.37%,Upgrade
32,Profit Margin,-,-,-,-,-,-,-,-,-25.16%,-12.15%,-58.92%,-34.01%,15.89%,-5.60%,5.77%,10.30%,91.05%,10.52%,-138.79%,-2.79%,Upgrade
33,EBITDA,-3.79,-3.79,-18.65,-18.6,-3.67,-2.57,-21.61,-2.48,-1.44,-0.94,2.48,-6.24,6.32,-0.54,-31.97,9.22,49.27,11.98,-20.71,-1.14,Upgrade
34,EBITDA Margin,-,-,-,-,-,-,-,-,-9.22%,-3.48%,62.48%,-30.72%,16.55%,-5.49%,-52.93%,11.97%,92.47%,13.90%,-173.52%,-4.29%,Upgrade
35,D&A For EBITDA,0.01,0.01,0,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.06,0.01,0.01,0.02,Upgrade
36,EBIT,-3.8,-3.8,-18.66,-18.66,-3.72,-2.63,-21.66,-2.53,-1.49,-0.99,2.43,-6.3,6.27,-0.59,-32.03,9.21,49.21,11.97,-20.72,-1.16,Upgrade
37,EBIT Margin,-,-,-,-,-,-,-,-,-9.56%,-3.67%,61.18%,-30.99%,16.41%,-6.05%,-53.02%,11.96%,92.36%,13.89%,-173.59%,-4.37%,Upgrade
38,Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,7.45%,-,45.95%,18.42%,2.35%,14.30%,-,-,Upgrade
