,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,28,26,32,36,57,64,68,99,103,79,110,Upgrade
1,Market Cap Growth,-28.36%,-28.36%,-43.40%,-43.22%,-16.32%,-35.64%,-33.72%,25.00%,-6.52%,-38.89%,-34.29%,Upgrade
2,Enterprise Value,162,209,190,235,222,262,228,275,253,251,260,Upgrade
3,Last Close Price,0.05,0.05,0.06,0.07,0.16,0.17,0.19,0.27,0.40,0.31,0.43,Upgrade
4,PE Ratio,-,-,-,-,-,-,14.52,10.07,8.36,9.04,14.96,Upgrade
5,PS Ratio,0.09,0.09,0.12,0.12,0.17,0.19,0.20,0.29,0.33,0.26,0.35,Upgrade
6,PB Ratio,0.10,0.09,0.11,0.12,0.20,0.21,0.22,0.32,0.38,0.31,0.43,Upgrade
7,P/TBV Ratio,0.09,0.09,0.11,0.12,0.20,0.21,0.22,0.32,0.38,0.31,0.43,Upgrade
8,P/FCF Ratio,0.60,0.55,1.77,-,7.94,-1.98,-,-,-,-27.25,-,Upgrade
9,P/OCF Ratio,0.38,0.38,0.81,-,3.21,15.32,-62.01,-,2.17,1.86,3.10,Upgrade
10,EV/Sales Ratio,0.53,0.69,0.70,0.81,0.67,0.78,0.66,0.80,0.80,0.82,0.83,Upgrade
11,EV/EBITDA Ratio,5.48,8.16,10.36,17.21,13.10,20.50,11.62,6.96,5.71,7.05,8.58,Upgrade
12,EV/EBIT Ratio,11.72,15.09,28.62,-,60.78,79.33,38.52,15.94,11.55,16.24,19.45,Upgrade
13,EV/FCF Ratio,3.45,4.44,10.36,-,30.76,-8.16,-,-,-,-86.41,-,Upgrade
14,Debt / Equity Ratio,0.68,0.68,0.72,0.78,0.77,0.73,0.75,0.68,0.70,0.74,0.75,Upgrade
15,Debt / FCF Ratio,4.21,4.21,11.57,-,30.53,-7.00,-,-,-,-66.00,-,Upgrade
16,Return on Capital Employed (ROCE),4.30%,4.30%,2.04%,-,1.14%,0.96%,1.60%,4.81%,6.87%,4.88%,4.38%,Upgrade
17,Earnings Yield,-12.50%,-13.54%,-33.70%,-73.29%,-39.82%,-5.48%,6.89%,9.93%,11.96%,11.07%,6.68%,Upgrade
18,FCF Yield,167.72%,181.69%,56.48%,-4.09%,12.59%,-50.38%,-54.63%,-11.53%,6.52%,-3.67%,-8.86%,Upgrade
19,Buyback Yield / Dilution,-37.57%,-26.84%,-50.26%,-18.26%,0.22%,-36.23%,-50.33%,-10.11%,-,-,-,Upgrade
20,Total Shareholder Return,-37.57%,-26.84%,-50.26%,-18.26%,0.22%,-36.23%,-50.33%,-10.11%,-,-,-,Upgrade
