,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,215878,152765,185497,117810,127809,147345,149117,147400,176744,178113,109686,131321,152010,217115,263743,246858,248163,182154,201183,114020,74080,Upgrade
1,Market Cap Growth,3.68%,3.68%,24.40%,-20.07%,-27.69%,-17.27%,35.95%,12.24%,16.27%,-17.96%,-58.41%,-46.80%,-38.75%,19.19%,31.10%,116.50%,234.99%,130.77%,245.83%,96.76%,19.96%,Upgrade
2,Enterprise Value,203849,139855,173822,104888,110246,128433,126891,124488,145818,152805,69878,87587,105622,192027,234926,214446,216374,147528,179632,90294,68738,Upgrade
3,Last Close Price,150.80,109.20,144.70,86.20,95.10,110.10,107.60,107.40,129.40,134.20,81.05,98.50,121.20,161.00,221.00,211.20,201.20,157.00,169.30,113.50,76.35,Upgrade
4,PE Ratio,-,-,-,-,-,-,70.43,-,-,-,-,-,-,-,-,-,-27.36,-,-,-,-,Upgrade
5,PS Ratio,5.16,1.93,2.47,1.99,2.25,2.71,2.85,10.39,14.46,16.13,11.18,15.66,22.13,23.67,31.89,33.57,37.00,76.06,97.71,65.46,23.75,Upgrade
6,PB Ratio,5.90,5.90,0.99,4.48,4.86,5.33,0.69,4.95,5.42,5.21,3.00,3.16,3.30,4.54,10.09,8.81,7.97,6.07,6.04,5.78,3.38,Upgrade
7,P/TBV Ratio,5.99,5.99,1.02,4.55,4.94,5.42,0.70,5.01,5.47,5.26,3.03,3.18,3.32,4.58,10.13,8.84,7.98,6.08,6.06,5.81,3.41,Upgrade
8,P/FCF Ratio,-,-26.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-33.43,-,-,-,-,Upgrade
9,P/OCF Ratio,-,28.04,123.07,-,-,-,-59.62,-,-,-,-,-,-,-,-,-,-39.10,-,-,-,-,Upgrade
10,EV/Sales Ratio,6.88,1.76,2.31,1.77,1.94,2.37,2.42,8.77,11.93,13.84,7.12,10.44,15.38,20.94,28.40,29.16,32.26,61.60,87.25,51.84,22.04,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-23.58,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-22.93,-,-,-,-,Upgrade
13,EV/FCF Ratio,-41.44,-24.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-29.15,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.32,0.32,0.31,0.32,0.32,0.26,0.15,0.18,0.13,0.14,0.15,0.12,0.11,0.11,0.21,0.19,0.16,0.15,0.06,0.14,0.11,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.87,-,-,-,-,Upgrade
16,Debt / FCF Ratio,-,-1.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.67,-,-,-,-,Upgrade
17,Asset Turnover,0.83,0.73,0.65,0.52,0.45,0.51,0.41,0.29,0.23,0.22,0.18,0.15,0.12,0.15,0.11,0.42,0.07,0.08,0.07,0.07,Upgrade,
18,Inventory Turnover,1.30,1.52,1.60,1.24,1.16,1.21,1.04,1.24,1.13,-,7.27,7.08,7.46,9.74,11.90,16.47,17.42,24.14,43.07,38.74,44.44,Upgrade
