,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,71,47,47,33,42,28,33,41,43,38,67,56,63,49,43,43,43,90,55,99,123,Upgrade
1,Market Cap Growth,66.07%,66.07%,44.62%,-20.73%,-1.18%,-25.33%,-51.13%,-26.79%,-32.00%,-23.47%,56.47%,31.76%,47.06%,-45.56%,-22.73%,-56.85%,-65.31%,-27.13%,-62.07%,-40.30%,-25.76%,Upgrade
2,Enterprise Value,68,43,44,26,36,63,67,80,84,63,92,89,96,80,74,74,73,139,106,145,170,Upgrade
3,Last Close Price,0.14,0.09,0.09,0.07,0.08,0.06,0.07,0.08,0.09,0.07,0.13,0.11,0.13,0.10,0.09,0.09,0.09,0.18,0.11,0.20,0.24,Upgrade
4,PS Ratio,2.86,1.88,2.02,1.35,1.34,0.89,0.93,1.13,1.46,1.13,1.56,1.25,1.29,0.96,0.94,1.00,0.93,1.68,0.87,1.32,1.55,Upgrade
5,PB Ratio,-0.83,-0.83,-0.83,-0.57,-0.76,-0.51,-0.58,-0.75,-,-0.69,-1.22,-1.04,-,-0.96,-0.90,-0.90,-,-2.08,-1.03,-1.81,-,Upgrade
6,P/FCF Ratio,-,6182.30,12389.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,-,6182.30,12389.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,EV/Sales Ratio,2.73,1.74,1.88,1.10,1.14,2.00,1.93,2.20,2.88,1.89,2.15,1.99,1.97,1.58,1.62,1.75,1.60,2.61,1.66,1.94,2.16,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,35.84,64.39,91.49,-,-,-,-27.96,-,-,-,-,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,36.86,67.44,100.19,-,-,-,-27.44,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,-,5746.11,11524.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,-0.01,-0.01,-0.01,-0.19,-0.01,-0.01,-0.93,-0.93,-,-0.79,-0.99,-0.99,-,-0.68,-0.91,-0.91,-,-0.72,-1.15,-1.15,-,Upgrade
13,Debt / EBITDA Ratio,-,-,-,-,-,-,-,25.99,-,7.60,-,-,-,12.86,-,-,-,-,-,-,-,Upgrade
14,Debt / FCF Ratio,-,105.71,211.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Asset Turnover,5.21,2.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
16,Quick Ratio,0.08,0.08,0.08,0.20,-,0.12,-,0.26,-,0.41,-,0.58,-,0.44,-,0.52,-,0.26,-,0.32,-,Upgrade
17,Current Ratio,0.09,0.09,0.09,0.20,-,0.14,-,0.27,-,0.41,-,0.59,-,0.44,-,0.52,-,0.30,-,0.32,-,Upgrade
18,Return on Assets (ROA),-6.16%,-3.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-21.56%,-,-,Upgrade,
20,Earnings Yield,-1.78%,-2.71%,-3.49%,-11.91%,-10.73%,-19.23%,-17.48%,-12.77%,-9.32%,-12.17%,-7.91%,-8.84%,-12.41%,-19.04%,-23.77%,-23.74%,-25.14%,-9.62%,-14.72%,-7.77%,-2.53%,Upgrade
21,FCF Yield,-6.32%,0.02%,0.01%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.76%,-,-,-,-0.77%,Upgrade,
23,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.76%,-,-,-,-0.77%,Upgrade,
