,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,150,183,170,276,156,107,115,91,107,93,109,Upgrade
1,Market Cap Growth,-33.66%,-33.66%,8.77%,158.97%,35.71%,17.00%,7.23%,-2.44%,-2.08%,-43.06%,-48.39%,Upgrade
2,Enterprise Value,85,112,102,194,74,-20,-3,-24,-13,-43,-52,Upgrade
3,Last Close Price,0.06,0.07,0.06,0.10,0.06,0.04,0.04,0.04,0.05,0.04,0.05,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-8.92,-,-,-,Upgrade
5,PS Ratio,54.78,66.69,-8.85,-14.42,-9.29,-4.80,67.11,19.13,-4.33,-2.91,-7.31,Upgrade
6,PB Ratio,2.13,2.60,2.29,3.56,1.52,1.02,0.91,0.79,0.93,0.74,0.70,Upgrade
7,P/TBV Ratio,2.60,2.60,2.29,3.56,1.52,1.02,0.91,0.79,0.93,0.74,0.70,Upgrade
8,P/FCF Ratio,38.20,38.20,47.02,-,-,-,-,-,-,-,33.82,Upgrade
9,P/OCF Ratio,38.20,38.20,47.02,-,-,-,-,-,-,-,31.50,Upgrade
10,EV/Sales Ratio,30.94,40.93,-5.31,-,-4.42,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,23.45,23.45,28.22,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,-,-,-,-,-,-,-,0.00,0.02,0.03,0.03,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,1.60,Upgrade
14,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-7.41%,-,-,-,Upgrade
15,Earnings Yield,-4.80%,-3.94%,-16.70%,-9.63%,-15.46%,-25.74%,-4.16%,-11.21%,-38.19%,-49.04%,-23.59%,Upgrade
16,FCF Yield,2.62%,2.62%,2.13%,-0.66%,-15.90%,-38.06%,-18.17%,-12.43%,-10.74%,2.43%,2.96%,Upgrade
17,Buyback Yield / Dilution,-,-,-,-19.87%,-20.00%,-0.11%,-,-,-,-,Upgrade,
18,Total Shareholder Return,-,-,-,-19.87%,-20.00%,-0.11%,-,-,-,-,Upgrade,
