,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,0.33,0.27,0.72,1.85,2.56,26.64,27.75,33.9,42.12,35.65,Upgrade
1,Short-Term Investments,-,0.07,-,0.25,-,0.07,-,1.04,-,0.08,Upgrade
2,Trading Asset Securities,65.09,70.46,67.1,79.93,79.15,100.17,90.19,82.39,81.12,105.66,Upgrade
3,Cash & Short-Term Investments,65.42,70.79,67.82,82.03,81.71,126.88,117.94,117.34,123.24,141.39,Upgrade
4,Cash Growth,-3.54%,-13.70%,-17.00%,-35.35%,-30.72%,8.13%,-4.30%,-17.01%,-23.68%,-21.06%,Upgrade
5,Other Receivables,6.29,1.73,10.83,20.84,23.54,1,2.4,1.15,-,13.11,Upgrade
6,Receivables,6.29,1.73,10.83,20.84,23.54,1,2.4,1.15,-,13.11,Upgrade
7,Prepaid Expenses,-,2.54,-,0.65,-,0.46,-,0.45,1.17,0.47,Upgrade
8,Other Current Assets,-,-,-,-,-,-,-,2.12,-,-,Upgrade
9,Total Current Assets,71.71,75.06,78.65,103.52,105.25,128.34,120.34,121.06,124.41,154.97,Upgrade
10,"Property, Plant & Equipment",-,-,-,-,-,-,-,-,4.68,6.85,Upgrade
11,Long-Term Investments,-,-,-,-,-,-,-,-,-,0,Upgrade
12,Other Long-Term Assets,-,-,-,-,-,-,-,-,3.15,3.26,Upgrade
13,Total Assets,71.71,75.06,78.65,103.52,105.25,128.34,120.34,121.06,132.24,165.08,Upgrade
14,Current Portion of Leases,-,-,-,-,-,-,0.3,2.06,3.18,3.13,Upgrade
15,Other Current Liabilities,0.53,0.36,0.53,0.44,0.28,0.74,2.16,2.39,0.5,0.52,Upgrade
16,Total Current Liabilities,0.53,0.36,0.53,0.44,0.28,0.74,2.46,4.45,3.68,3.65,Upgrade
17,Long-Term Leases,-,-,-,-,-,-,-,-,0.3,2.06,Upgrade
18,Long-Term Deferred Tax Liabilities,0.7,0.51,0.41,0.57,0.66,0.98,1.84,0.93,0.28,1.06,Upgrade
19,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,1.72,1.72,Upgrade
20,Total Liabilities,1.23,0.87,0.95,1,0.94,1.73,4.29,5.38,5.97,8.49,Upgrade
21,Common Stock,27.35,27.35,27.35,27.35,27.35,27.35,22.79,22.79,22.79,22.79,Upgrade
22,Additional Paid-In Capital,274.08,274.08,274.08,274.08,274.08,274.08,262.93,262.93,262.93,262.93,Upgrade
23,Retained Earnings,-230.96,-227.25,-223.74,-198.92,-197.13,-174.82,-169.67,-170.04,-159.45,-129.13,Upgrade
24,Shareholders' Equity,70.47,74.19,77.7,102.52,104.3,126.61,116.05,115.68,126.27,156.59,Upgrade
25,Total Liabilities & Equity,71.71,75.06,78.65,103.52,105.25,128.34,120.34,121.06,132.24,165.08,Upgrade
26,Total Debt,-,-,-,-,-,-,0.3,2.06,3.48,5.19,Upgrade
27,Net Cash (Debt),65.42,70.79,67.82,82.03,81.71,126.88,117.64,115.27,119.76,136.2,Upgrade
28,Net Cash Growth,-3.54%,-13.70%,-17.00%,-35.35%,-30.54%,10.07%,-1.77%,-15.36%,-25.74%,-23.96%,Upgrade
29,Net Cash Per Share,0.02,0.03,0.02,0.03,0.03,0.06,0.05,0.05,0.05,0.06,Upgrade
30,Filing Date Shares Outstanding,2735,2735,2735,2735,2735,2735,2279,2279,2279,2279,Upgrade
31,Total Common Shares Outstanding,2735,2735,2735,2735,2735,2735,2279,2279,2279,2279,Upgrade
32,Working Capital,71.17,74.7,78.12,103.08,104.97,127.6,117.88,116.61,120.73,151.32,Upgrade
33,Book Value Per Share,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.07,Upgrade
34,Tangible Book Value,70.47,74.19,77.7,102.52,104.3,126.61,116.05,115.68,126.27,156.59,Upgrade
35,Tangible Book Value Per Share,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.07,Upgrade
36,Machinery,-,-,-,-,-,-,-,0.24,-,0.36,Upgrade
37,Leasehold Improvements,-,-,-,-,-,-,-,-,-,0.13,Upgrade
