,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,758.54,682.95,807.15,581.71,665.96,602.63,855.37,991.07,631.61,645.48,600.75,431.06,669.38,380.93,647.52,581.97,526.74,607.45,607.45
1,Other Revenue,-68.5,68.5,-,148.02,-61.12,61.12,-,108.05,-49.6,49.6,-,146.74,-71.18,71.18,-,51.66,-13.72,6.86,6.86
2,Revenue,690.04,751.46,807.15,729.73,604.85,663.75,855.37,1099,582.01,695.08,600.75,577.8,598.21,452.1,647.52,633.63,513.01,614.31,614.31
3,Revenue Growth (YoY),14.09%,13.21%,-5.64%,-33.61%,3.92%,-4.51%,42.38%,90.22%,-2.71%,53.74%,-7.22%,-8.81%,16.61%,-26.40%,5.41%,-,-,-,-
4,Cost of Revenue,298.03,390.3,404.95,509.33,304.14,438.65,417.71,679.32,347.47,444,368.71,351.03,327.23,256.26,361.54,458.55,287.37,315.11,315.11
5,Gross Profit,392.02,361.15,402.2,220.4,300.71,225.09,437.66,419.79,234.54,251.08,232.04,226.78,270.98,195.84,285.98,175.09,225.64,299.2,299.2
6,"Selling, General & Admin",279.5,279.82,248.05,234.52,201.34,187.53,228.24,220.64,182.37,184.9,152.89,131.95,126.99,104.76,107.37,80.21,140.28,131.53,131.53
7,Research & Development,23.58,23.46,22.37,35.09,23.82,25.93,29.5,48.15,23.09,26.08,21.1,24.52,19.65,14.41,12,17.83,11.61,6.84,6.84
8,Other Operating Expenses,-25.31,7.02,0.6,16.79,1.64,-12.52,2.27,40.89,-7.23,-17.26,-3.75,33.61,-3.5,-19.46,-4.41,17.93,-22.57,2.14,2.14
9,Operating Expenses,278.6,310.15,274.11,290.58,226.35,195.35,261.27,320.14,194.67,195.45,175.97,191.44,149.24,98.71,119.3,113.07,130.4,143.01,143.01
10,Operating Income,113.42,51,128.09,-70.17,74.36,29.74,176.39,99.65,39.87,55.63,56.07,35.34,121.74,97.13,166.68,62.01,95.25,156.2,156.2
11,Interest Expense,-4.61,-5.78,-2.72,-6.62,-,-6,-2.64,-2.91,-1.34,-4.38,-2.22,-2.72,-1.53,-1.33,-1.23,-,-,-1.89,-1.89
12,Interest & Investment Income,12.08,25.61,9.53,57.39,9.45,7.97,8.96,65.16,14.6,7,15.89,12.17,0.3,0.55,1.4,4.24,2.28,2.06,2.06
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.46,-0.62,-0.17,-0.17
14,Currency Exchange Gain (Loss),-0.33,0.33,-,0.16,-0.07,0.07,-,0.36,-0.29,0.29,-,-0.19,0.11,-0.11,-,-0.1,-0.01,0,0
15,Other Non Operating Income (Expenses),-1.66,1.12,-1.89,6.23,-6.15,0.33,-3.68,6.06,-4.54,-0.83,-3.18,1.98,-0.64,-1.16,-0.63,0.97,-2.47,-0.28,-0.28
16,EBT Excluding Unusual Items,118.9,72.29,133.02,-13.02,77.6,32.11,179.03,168.31,48.3,57.71,66.57,46.58,119.98,95.09,166.22,66.66,94.43,155.91,155.91
17,Impairment of Goodwill,-,-,-,-,-,-,-,-0.15,-,-,-,-,-,-,-,-,-,-,-
18,Gain (Loss) on Sale of Investments,5.04,-9.66,7.11,-34.93,11.4,11.88,10.08,-29.76,7.53,28.19,-1.55,6.22,0.6,-0.45,-0.35,-,-,-,-
19,Gain (Loss) on Sale of Assets,-0.14,0.03,0.06,-0.29,2.47,2.32,0.09,3.24,2.66,0.52,0.06,0.08,0.05,0.01,-,0.01,0.19,0.01,0.01
20,Asset Writedown,-31.56,21.32,-21.44,48.44,-46.43,29.41,-33.66,-15.62,-19.51,6.23,-6.23,15.96,-16,4.84,-4.85,17.31,-17.32,-,-
21,Legal Settlements,-3.79,3.79,-,-2.52,0.01,-0.01,-,-,-,-,-,-0.16,0.16,-0.16,-,-,-,-,-
22,Other Unusual Items,-9.63,9.63,-,11.72,-0,0,-,17.91,-0.15,0.15,-,74.51,-0.1,0.1,-,26.9,-10.36,5.18,5.18
23,Pretax Income,78.82,97.39,118.74,9.41,45.05,75.71,155.54,143.93,38.82,92.79,58.84,143.2,104.68,99.43,161.02,110.88,66.95,161.09,161.09
24,Income Tax Expense,11.59,13.73,17.7,-1.09,2.41,9.35,22.17,10.98,1.8,13.38,6.21,18.32,16.09,13.79,30.56,18.29,8.32,24.43,24.43
25,Earnings From Continuing Operations,67.23,83.66,101.04,10.49,42.64,66.36,133.37,132.95,37.03,79.41,52.63,124.88,88.59,85.64,130.47,92.59,58.63,136.66,136.66
26,Minority Interest in Earnings,-0.29,0.09,0.18,1.83,0.4,-1.96,1.14,1.25,0.22,0.62,-2.43,-0.44,0.21,-0.41,-0.09,0.01,-0.12,-0.24,-0.24
27,Net Income,66.94,83.76,101.22,12.32,43.05,64.4,134.51,134.2,37.25,80.03,50.2,124.44,88.81,85.24,130.37,92.6,58.52,136.41,136.41
28,Net Income to Common,66.94,83.76,101.22,12.32,43.05,64.4,134.51,134.2,37.25,80.03,50.2,124.44,88.81,85.24,130.37,92.6,58.52,136.41,136.41
29,Net Income Growth,55.51%,30.06%,-24.75%,-90.82%,15.57%,-19.54%,167.93%,7.84%,-58.06%,-6.10%,-61.49%,34.38%,51.76%,-37.52%,-4.43%,-,-,-,-
30,Shares Outstanding (Basic),202,205,202,193,209,210,207,204,208,211,209,190,156,156,156,156,156,156,156
31,Shares Outstanding (Diluted),204,205,207,194,209,211,207,206,208,211,209,190,156,156,156,156,156,156,156
32,Shares Change (YoY),-2.51%,-2.53%,-0.18%,-5.77%,0.40%,-0.06%,-1.07%,7.99%,33.42%,34.81%,34.09%,21.77%,-0.22%,0.30%,0.00%,-,-,-,-
33,EPS (Basic),0.33,0.41,0.50,0.06,0.21,0.31,0.65,0.66,0.18,0.38,0.24,0.65,0.57,0.54,0.84,0.59,0.37,0.87,0.87
34,EPS (Diluted),0.33,0.41,0.49,0.06,0.21,0.30,0.65,0.66,0.18,0.38,0.24,0.65,0.57,0.54,0.84,0.59,0.37,0.87,0.87
35,EPS Growth,59.69%,34.33%,-24.62%,-90.49%,15.11%,-20.09%,170.83%,0.82%,-68.56%,-30.35%,-71.28%,9.72%,52.10%,-37.71%,-4.43%,-,-,-,-
36,Free Cash Flow,91.19,52.31,194.82,-96.33,-49.12,122.69,43.36,-61.84,-10.61,50.1,-518.53,-78.22,-127.28,31.08,-98.82,191.63,-20.66,-24.39,-24.39
37,Free Cash Flow Per Share,0.45,0.25,0.94,-0.50,-0.24,0.58,0.21,-0.30,-0.05,0.24,-2.48,-0.41,-0.82,0.20,-0.63,1.23,-0.13,-0.16,-0.16
38,Dividend Per Share,-,0.600,-,1.200,-,-,-,1.200,-,-,-,1.231,-,-,-,-,-,-,-
39,Dividend Growth,-,-,-,0%,-,-,-,-2.50%,-,-,-,-,-,-,-,-,-,-,-
40,Gross Margin,56.81%,48.06%,49.83%,30.20%,49.72%,33.91%,51.17%,38.19%,40.30%,36.12%,38.63%,39.25%,45.30%,43.32%,44.16%,27.63%,43.98%,48.71%,48.71%
41,Operating Margin,16.44%,6.79%,15.87%,-9.62%,12.29%,4.48%,20.62%,9.07%,6.85%,8.00%,9.33%,6.12%,20.35%,21.48%,25.74%,9.79%,18.57%,25.43%,25.43%
42,Profit Margin,9.70%,11.15%,12.54%,1.69%,7.12%,9.70%,15.73%,12.21%,6.40%,11.51%,8.36%,21.54%,14.85%,18.85%,20.13%,14.61%,11.41%,22.21%,22.21%
43,Free Cash Flow Margin,13.22%,6.96%,24.14%,-13.20%,-8.12%,18.48%,5.07%,-5.63%,-1.82%,7.21%,-86.31%,-13.54%,-21.28%,6.87%,-15.26%,30.24%,-4.03%,-3.97%,-3.97%
44,EBITDA,134.15,75.59,148.82,-49.44,84.64,54.07,186.66,109.93,47.1,65.16,63.3,42.56,125.85,103.76,170.79,66.12,98.46,159.41,159.41
45,EBITDA Margin,19.44%,10.06%,18.44%,-6.78%,13.99%,8.15%,21.82%,10.00%,8.09%,9.37%,10.54%,7.37%,21.04%,22.95%,26.38%,10.44%,19.19%,25.95%,25.95%
46,D&A For EBITDA,20.73,24.59,20.73,20.73,10.28,24.33,10.28,10.28,7.22,9.52,7.22,7.22,4.11,6.63,4.11,4.11,3.21,3.21,3.21
47,EBIT,113.42,51,128.09,-70.17,74.36,29.74,176.39,99.65,39.87,55.63,56.07,35.34,121.74,97.13,166.68,62.01,95.25,156.2,156.2
48,EBIT Margin,16.44%,6.79%,15.87%,-9.62%,12.29%,4.48%,20.62%,9.07%,6.85%,8.00%,9.33%,6.12%,20.35%,21.48%,25.74%,9.79%,18.57%,25.43%,25.43%
49,Effective Tax Rate,14.70%,14.10%,14.91%,-,5.34%,12.35%,14.25%,7.63%,4.62%,14.42%,10.55%,12.79%,15.37%,13.87%,18.98%,16.50%,12.42%,15.17%,15.17%
50,Revenue as Reported,690.04,751.46,807.15,729.73,604.85,663.75,855.37,1099,582.01,695.08,600.75,577.8,598.21,452.1,647.52,633.63,513.01,614.31,614.31
