,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,76.06,143.22,90.03,114.69,73.78,84.27,48.99,111.33,61.59,137.48
1,Trading Asset Securities,0.31,0.26,0.21,0.28,0.18,-,-,-,-,-
2,Cash & Short-Term Investments,76.37,143.48,90.24,114.97,73.96,84.27,48.99,111.33,61.59,137.48
3,Cash Growth,-15.37%,24.80%,22.01%,36.44%,50.98%,-24.31%,-20.46%,-19.02%,-39.69%,-5.45%
4,Accounts Receivable,177.13,223.12,212.9,205.41,163.47,175.46,202.09,162.83,122.72,188.66
5,Other Receivables,0.62,0.62,4.46,2.34,1.71,1.08,1.12,1.09,1.98,2.48
6,Receivables,177.75,223.75,217.36,207.75,165.18,176.54,203.21,163.92,124.7,191.14
7,Inventory,236.95,230.36,269.56,311.94,365.58,389.73,401.14,428.47,476.04,503.45
8,Other Current Assets,56.57,25.76,33.31,47.09,56.57,65,56.11,54.71,105.19,94.16
9,Total Current Assets,547.64,623.35,610.47,681.75,661.29,715.53,709.44,758.43,767.52,926.22
10,"Property, Plant & Equipment",76.63,65.28,47.04,31.96,50.7,63.24,68.35,80.08,108.69,125.31
11,Long-Term Investments,7.84,7.61,7.26,10.33,10.58,13.32,13.5,12.6,14.19,51.16
12,Other Intangible Assets,5.61,6.51,7.41,8.31,9.18,5.99,6.5,5.78,3.96,3.8
13,Long-Term Deferred Tax Assets,18.11,19,22.15,23.57,21.28,19.18,20.57,21.41,21.78,18.6
14,Other Long-Term Assets,4.86,4.64,2.63,2.66,6.95,8.17,8.06,10.32,10.04,13.82
15,Total Assets,660.69,726.39,696.96,758.58,759.97,825.43,826.43,888.61,926.18,1139
16,Accounts Payable,110.02,151.56,109.09,155.33,168.7,160.4,144.25,168.67,128.32,229.96
17,Accrued Expenses,-,-,-,-,-,-,-,-,1.99,-
18,Short-Term Debt,135,135,120,157.5,155,172.88,176.89,202.24,273.22,280
19,Current Portion of Leases,14.42,7.44,20.43,9.24,9.1,13.83,17.53,19.35,19.57,23.36
20,Current Income Taxes Payable,2.64,2.71,-,-,0.67,-,12.2,20.69,1.34,0.86
21,Current Unearned Revenue,24.24,31.9,37.4,28.45,25.61,31.56,44.97,43.17,30.98,29.33
22,Other Current Liabilities,96.77,122.29,152.67,160.67,166.22,213.58,200.81,204.32,228.2,250.32
23,Total Current Liabilities,383.09,450.91,439.6,511.19,525.29,592.24,596.65,658.43,683.62,813.82
24,Long-Term Debt,-,-,-,-,3.3,-,-,-,-,-
25,Long-Term Leases,2.45,3.48,8.64,5.92,12.48,13.98,19.57,23.51,32.73,41.94
26,Long-Term Unearned Revenue,0.33,0.88,1.37,1.89,-,-,-,-,-,-
27,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,0.53
28,Other Long-Term Liabilities,18.51,17.35,13.89,12.07,7.18,7.71,-,-,-,-
29,Total Liabilities,404.38,472.61,463.49,531.07,548.25,613.93,616.22,681.94,716.35,856.29
30,Common Stock,133.4,133.4,133.4,133.4,133.4,133.4,133.4,133.4,133.4,133.4
31,Retained Earnings,91.03,88.49,68.19,62.22,46.44,46.22,40.13,33.84,31.54,102.15
32,Comprehensive Income & Other,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.88,31.88
33,Total Common Equity,256.31,253.77,233.47,227.51,211.72,211.5,205.41,199.13,196.82,267.44
34,Minority Interest,-,-,-,-,-,-,4.8,7.55,13.01,15.18
35,Shareholders' Equity,256.31,253.77,233.47,227.51,211.72,211.5,210.21,206.68,209.83,282.62
36,Total Liabilities & Equity,660.69,726.39,696.96,758.58,759.97,825.43,826.43,888.61,926.18,1139
37,Total Debt,151.87,145.92,149.07,172.66,179.88,200.68,213.99,245.1,325.52,345.3
38,Net Cash (Debt),-75.5,-2.44,-58.83,-57.69,-105.92,-116.42,-165,-133.77,-263.94,-207.82
39,Net Cash Per Share,-0.57,-0.02,-0.44,-0.43,-0.79,-,-1.24,-,-1.98,-1.56
40,Filing Date Shares Outstanding,133.4,133.4,133.4,133.4,133.4,133.4,133.4,133.4,133.4,133.4
41,Total Common Shares Outstanding,133.4,133.4,133.4,133.4,133.4,133.4,133.4,133.4,133.4,133.4
42,Working Capital,164.55,172.44,170.87,170.55,136,123.29,112.79,99.99,83.9,112.4
43,Book Value Per Share,1.92,1.90,1.75,1.71,1.59,1.59,1.54,1.49,1.48,2.00
44,Tangible Book Value,250.7,247.27,226.06,219.19,202.54,205.51,198.91,193.35,192.86,263.63
45,Tangible Book Value Per Share,1.88,1.85,1.69,1.64,1.52,1.54,1.49,1.45,1.45,1.98
46,Machinery,-,138.05,-,124.63,-,119.04,-,111.06,-,152.23
47,Leasehold Improvements,-,2.14,-,2.14,-,2.14,-,12.31,-,11.93
