,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,28,35,40,33,41,63,77,468,520,181,1067,Upgrade
1,Market Cap Growth,7.14%,7.14%,-2.86%,-48.15%,-46.97%,-86.50%,-85.17%,158.06%,-51.23%,-85.24%,-10.98%,Upgrade
2,Enterprise Value,1916,1798,1812,1945,1763,2237,2336,2597,2591,2263,3003,Upgrade
3,Last Close Price,0.02,0.03,0.03,0.03,0.04,0.05,0.07,0.40,0.45,0.60,3.51,Upgrade
4,PS Ratio,0.30,0.37,0.41,0.32,0.34,1.01,-,4.87,-,0.89,2.51,Upgrade
5,PB Ratio,0.04,0.05,0.05,0.03,0.03,0.04,0.04,0.22,0.24,0.10,0.61,Upgrade
6,P/TBV Ratio,0.05,0.05,0.05,0.03,0.03,0.04,0.04,0.23,0.25,0.10,0.62,Upgrade
7,P/FCF Ratio,-,-,-,0.27,-,0.61,-,4.47,-,-,45.01,Upgrade
8,P/OCF Ratio,-,-,-,0.23,-,0.61,-,4.37,-,-,16.56,Upgrade
9,EV/Sales Ratio,20.28,19.03,18.63,18.83,14.85,35.69,-,27.05,-,11.12,7.06,Upgrade
10,EV/EBITDA Ratio,-,-92.62,-,-84.35,-,773.09,-,153.77,-,186.89,-,Upgrade
11,EV/EBIT Ratio,-,-62.59,-,-,-,-,-,249.21,-,333.32,-,Upgrade
12,EV/FCF Ratio,-104.91,-,-,16.27,-,21.49,-,24.83,-,-,126.67,Upgrade
13,Debt / Equity Ratio,2.94,2.94,2.14,1.61,1.46,1.14,1.09,1.05,0.97,1.13,1.18,Upgrade
14,Debt / FCF Ratio,-,-,-,14.98,-,16.35,-,21.38,-,-,87.78,Upgrade
15,Return on Capital Employed (ROCE),-,-2.48%,-,-,-,-,-,0.30%,-,0.25%,-,Upgrade
16,Earnings Yield,-1799.48%,-1439.59%,-960.32%,-984.89%,-925.21%,-256.46%,-,-22.18%,-,-67.80%,-12.19%,Upgrade
17,FCF Yield,-65.08%,-52.06%,478.97%,365.17%,63.02%,164.92%,-,22.36%,-,-65.17%,2.22%,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-,-,-300.00%,-,-,-,Upgrade,
19,Total Shareholder Return,-,-,-,-,-,-,-300.00%,-,-,-,Upgrade,
