,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Cash & Equivalents,1614,1877,1150,1528,1270,1798,954.06,1572,609.81,1078,Upgrade
1,Short-Term Investments,9.52,9.53,67.3,49.44,25.35,4.94,4.8,-,-,-,Upgrade
2,Trading Asset Securities,47.39,59,87.8,115.87,29.92,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1671,1945,1305,1693,1326,1803,958.86,1572,609.81,1078,Upgrade
4,Cash Growth,28.04%,14.90%,-1.55%,-6.09%,38.26%,14.68%,57.24%,45.82%,63.60%,21.43%,Upgrade
5,Accounts Receivable,4106,3975,3606,3713,3555,3823,3664,3450,3304,3410,Upgrade
6,Other Receivables,128.52,165.29,148.76,169.63,133.28,175.45,222.46,127.38,5.03,171.49,Upgrade
7,Receivables,4234,4140,3755,3882,3688,3998,3887,3577,3309,3581,Upgrade
8,Inventory,30.37,65.16,56.89,50.51,22.59,49.36,39.68,37.94,41.39,55.21,Upgrade
9,Prepaid Expenses,359.89,498.25,513.58,440.25,366.53,339.84,322.45,261.35,459.36,400.87,Upgrade
10,Other Current Assets,50.92,52.19,74.42,62.29,42.2,132,74.36,90.4,47.11,56.9,Upgrade
11,Total Current Assets,6347,6701,5705,6128,5445,6322,5282,5539,4467,5172,Upgrade
12,"Property, Plant & Equipment",259.15,243.9,251.99,342.55,354.11,374.28,377.85,385.79,414,210.2,Upgrade
13,Long-Term Investments,115.74,107.72,124.09,126.02,225.76,251.32,255.34,280.91,306.22,349.33,Upgrade
14,Goodwill,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,Upgrade
15,Long-Term Deferred Tax Assets,28.71,29.63,27.12,25.19,27.13,25.69,20.57,17.82,-,-,Upgrade
16,Other Long-Term Assets,153.39,164.66,161.88,69.16,55.5,57.94,56.97,56.36,9.86,10,Upgrade
17,Total Assets,6905,7249,6271,6693,6110,7033,5994,6282,5198,5743,Upgrade
18,Accounts Payable,2324,2728,2181,2514,2024,2720,2014,2210,1571,2033,Upgrade
19,Accrued Expenses,138.42,164.67,156.36,151.86,165.18,163.41,156.12,117.51,92.86,84.68,Upgrade
20,Short-Term Debt,33.08,0.32,0.42,0.53,44.43,84.54,124.64,164.75,249.49,373.33,Upgrade
21,Current Portion of Leases,5.7,10.35,13.6,11.29,4.85,8.19,10.38,10.75,9.22,8.33,Upgrade
22,Current Income Taxes Payable,81.94,46.04,60.79,39.39,34.42,38.98,71.91,68.56,75.59,68.35,Upgrade
23,Current Unearned Revenue,172.27,224.04,91.44,104.51,165.75,147.21,79.26,88.93,54.77,77.93,Upgrade
24,Other Current Liabilities,547.63,625.38,553.69,611.56,556.33,639.64,543.28,614.64,500.73,547.53,Upgrade
25,Total Current Liabilities,3303,3798,3057,3434,2995,3802,3000,3275,2553,3193,Upgrade
26,Long-Term Leases,2.27,2.68,3.92,8.65,1.35,1.8,2.62,7.44,10.65,14.14,Upgrade
27,Long-Term Deferred Tax Liabilities,3.09,5.19,5.42,2.98,2.06,2.15,1.97,1.81,0.97,0.99,Upgrade
28,Total Liabilities,3309,3806,3067,3445,2999,3806,3004,3285,2565,3208,Upgrade
29,Common Stock,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,Upgrade
30,Additional Paid-In Capital,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,Upgrade
31,Retained Earnings,2685,2518,2301,2317,2125,2181,1965,1982,1687,1575,Upgrade
32,Comprehensive Income & Other,-355.05,-341.97,-362.9,-335.85,-281.07,-219.69,-241.57,-251.54,-319.87,-306.62,Upgrade
33,Shareholders' Equity,3596,3442,3205,3248,3111,3227,2990,2997,2633,2535,Upgrade
34,Total Liabilities & Equity,6905,7249,6271,6693,6110,7033,5994,6282,5198,5743,Upgrade
35,Total Debt,41.04,13.35,17.94,20.47,50.64,94.52,137.65,182.94,269.37,395.8,Upgrade
36,Net Cash (Debt),1630,1932,1287,1672,1275,1708,821.21,1389,340.44,682.3,Upgrade
