,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,982,788,971,842,734,842,1424,3302,5158,7165,7964,Upgrade
1,Market Cap Growth,-6.41%,-6.41%,32.35%,0%,-48.48%,-74.51%,-72.38%,-53.92%,-35.23%,-17.00%,-22.64%,Upgrade
2,Enterprise Value,-648,-1144,-316,-831,-541,-867,603,1913,4818,6483,8058,Upgrade
3,Last Close Price,0.46,0.36,0.45,0.39,0.29,0.34,0.48,1.12,1.67,2.32,2.57,Upgrade
4,PE Ratio,2.56,2.05,2.94,2.76,2.55,2.70,3.84,7.33,12.69,18.05,19.28,Upgrade
5,Forward PE,-,1.86,1.86,1.86,1.88,2.16,3.69,7.47,11.80,19.88,21.42,Upgrade
6,PS Ratio,0.16,0.13,0.18,0.18,0.16,0.16,0.25,0.56,0.87,1.17,1.31,Upgrade
7,PB Ratio,0.27,0.22,0.28,0.26,0.23,0.27,0.44,1.10,1.72,2.72,3.14,Upgrade
8,P/TBV Ratio,0.22,0.22,0.28,0.26,0.23,0.27,0.44,1.11,1.72,2.72,3.14,Upgrade
9,P/FCF Ratio,2.60,-,2.54,-,16.34,-,2.73,-,8.06,-,18.09,Upgrade
10,P/OCF Ratio,2.05,-,2.42,-,13.86,-,2.68,-,5.94,-,17.66,Upgrade
11,PEG Ratio,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,Upgrade
12,EV/Sales Ratio,-,-,-,-,-,-,0.11,0.32,0.81,1.06,1.32,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,1.28,3.45,8.82,10.98,14.69,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,1.33,3.57,9.11,11.27,15.01,Upgrade
15,EV/FCF Ratio,-1.72,-,-,-,-,-,1.16,-,7.53,-,18.30,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.00,0.01,0.01,0.02,0.03,0.05,0.06,0.10,0.16,Upgrade
17,Debt / FCF Ratio,0.11,-,0.03,-,0.46,-,0.18,-,0.29,-,0.90,Upgrade
18,Return on Capital Employed (ROCE),13.37%,13.37%,10.69%,10.15%,9.49%,11.93%,14.01%,17.90%,17.58%,21.76%,21.04%,Upgrade
19,Earnings Yield,39.09%,48.73%,34.01%,36.24%,39.18%,37.04%,26.07%,13.65%,7.88%,5.54%,5.19%,Upgrade
20,FCF Yield,38.44%,47.92%,39.41%,19.73%,6.12%,69.87%,36.58%,18.40%,12.41%,7.07%,5.53%,Upgrade
