,Fiscal Quarter,Current,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,+7 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Jan '11 Jan 1, 2011",+7 Quarters
0,Market Capitalization,784529,99835,106966,90790,95215,77061,74259,105084,75660,70056,74259,71457,75160,77996,112031,110613,123376,140696,144672,242513,323351,Upgrade
1,Market Cap Growth,-13.60%,29.55%,44.04%,-13.60%,25.85%,10.00%,0%,47.06%,0.67%,-10.18%,-33.72%,-35.40%,-39.08%,-44.56%,-22.56%,-54.39%,-61.84%,-58.31%,-,-,-,Upgrade
2,Enterprise Value,188482,81877,199862,188482,192907,179326,176524,206782,183217,176136,201836,215484,213519,212150,240653,252557,265320,273000,256728,331553,376350,Upgrade
3,Last Close Price,15750.00,5300.68,5679.30,4770.61,5073.51,4164.82,4013.37,5679.30,4089.10,3786.20,4013.37,3861.92,4013.37,4164.82,5982.20,5338.54,5954.53,6638.96,6790.60,8095.42,10793.90,Upgrade
4,PE Ratio,169.51,-,-,68.51,123.44,26.80,-,-,114.04,-,-115.06,-,-,-,-,9.85,-,4.49,2.80,3.31,4.50,Upgrade
5,PS Ratio,4.91,3.78,2.87,1.99,2.14,1.04,1.12,1.22,0.76,1.05,1.14,1.25,0.85,0.49,0.54,0.56,0.71,0.91,0.94,1.14,1.48,Upgrade
6,PB Ratio,1.26,0.57,0.61,0.50,0.53,0.43,0.42,0.59,0.43,0.40,0.42,0.41,0.42,0.44,0.63,0.57,0.64,0.74,0.77,1.29,1.81,Upgrade
7,P/TBV Ratio,0.54,0.61,0.65,0.54,0.57,0.46,0.46,0.65,0.46,0.44,0.46,0.44,0.46,0.48,0.68,0.61,0.69,0.78,0.81,1.37,1.92,Upgrade
8,P/FCF Ratio,-,0.46,1.04,-9.36,-,-,-,-2.14,-,-28.61,-,-10.21,-,2.67,-,-4.83,-,-3.14,-,-368.28,-,Upgrade
9,P/OCF Ratio,-,0.46,1.04,-9.36,-,-,-,-2.16,-,13.56,-,122.45,-,1.70,-,-17.70,-,-5.31,-,13.74,-,Upgrade
10,EV/Sales Ratio,4.12,3.10,5.37,4.12,4.34,2.42,2.67,2.40,1.84,2.65,3.11,3.78,2.43,1.32,1.16,1.28,1.52,1.76,1.67,1.56,1.73,Upgrade
