,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4149,2890,2640,2599,1882,1611,1895,2051,1902,1787,2484,Upgrade
1,Market Cap Growth,11.20%,11.20%,40.29%,61.34%,-0.71%,-21.45%,-0.36%,14.77%,-23.43%,-32.65%,-15.24%,Upgrade
2,Enterprise Value,2960,1624,2027,2094,1811,1308,1851,1685,1629,1249,2215,Upgrade
3,Last Close Price,6.13,4.07,3.46,3.23,2.18,1.80,2.04,2.19,1.97,1.84,2.46,Upgrade
4,PE Ratio,5.35,3.73,3.18,3.17,2.74,4.61,9.79,8.89,6.97,3.95,5.20,Upgrade
5,PS Ratio,0.80,0.56,0.49,0.44,0.30,0.28,0.39,0.50,0.50,0.45,0.63,Upgrade
6,PB Ratio,1.13,0.79,0.72,0.78,0.59,0.57,0.71,0.81,0.74,0.75,1.05,Upgrade
7,P/TBV Ratio,0.79,0.79,0.72,0.79,0.59,0.58,0.72,0.82,0.75,0.76,1.04,Upgrade
8,P/FCF Ratio,4.63,3.22,2.45,3.02,4.61,-,183.88,-,16.96,5.74,7.77,Upgrade
9,P/OCF Ratio,2.76,2.76,2.27,2.69,3.09,6.29,9.59,-,5.81,3.57,4.89,Upgrade
10,EV/Sales Ratio,0.57,0.31,0.38,0.35,0.29,0.23,0.39,0.41,0.43,0.31,0.56,Upgrade
11,EV/EBITDA Ratio,2.73,1.54,1.79,1.88,1.82,2.07,4.68,4.04,3.70,1.91,3.19,Upgrade
12,EV/EBIT Ratio,3.21,1.77,2.04,2.19,2.15,2.73,7.42,6.08,5.36,2.33,3.80,Upgrade
13,EV/FCF Ratio,3.30,1.81,1.88,2.44,4.44,-,179.55,-,14.53,4.01,6.93,Upgrade
14,Debt / Equity Ratio,0.04,0.04,0.03,0.07,0.08,0.17,0.11,0.15,0.12,0.12,0.06,Upgrade
15,Debt / FCF Ratio,0.15,0.15,0.12,0.27,0.63,-,28.95,-,2.67,0.88,0.48,Upgrade
16,Return on Capital Employed (ROCE),24.75%,24.75%,26.68%,28.35%,25.80%,16.79%,9.23%,10.73%,11.68%,22.39%,24.41%,Upgrade
17,Earnings Yield,18.67%,26.81%,31.44%,31.53%,36.51%,21.71%,10.21%,11.25%,14.34%,25.32%,19.22%,Upgrade
18,FCF Yield,21.62%,31.04%,40.85%,33.08%,21.67%,-3.26%,0.54%,-0.79%,5.90%,17.43%,12.87%,Upgrade
19,Dividend Yield,8.97%,13.50%,15.91%,15.47%,18.34%,11.10%,5.88%,5.48%,6.10%,6.54%,5.29%,Upgrade
20,Total Shareholder Return,8.97%,13.50%,15.91%,15.47%,18.34%,11.10%,5.88%,5.48%,6.10%,6.54%,5.29%,Upgrade
