,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1127,1264,661.33,669.26,343.03,382.99,383.65,489.07,465.92,583.06,Upgrade
1,Short-Term Investments,200.26,126.95,184.59,92.38,198.72,218.17,41.44,176.33,79.71,85.65,Upgrade
2,Cash & Short-Term Investments,1328,1391,845.92,761.64,541.76,601.15,425.09,665.4,545.63,668.71,Upgrade
3,Cash Growth,56.96%,82.69%,56.14%,26.70%,27.44%,-9.66%,-22.09%,-0.50%,27.83%,54.72%,Upgrade
4,Accounts Receivable,733.49,775.51,891.22,946.89,1066,1063,769.66,588.69,513.4,561.08,Upgrade
5,Other Receivables,198.62,196.31,209.32,197.84,207.14,183.18,204.26,174.69,141.17,116.78,Upgrade
6,Receivables,964.98,1001,1131,1170,1296,1246,977.98,782.51,675.19,681.94,Upgrade
7,Inventory,969.28,815.62,938.91,944.94,1220,879.14,871.54,666.11,660.05,594.54,Upgrade
8,Prepaid Expenses,34.18,14.77,18.51,23.64,-,11.45,-,-,-,-,Upgrade
9,Other Current Assets,-,-,-,-,-,-,120,-,-,-,Upgrade
10,Total Current Assets,3296,3223,2934,2900,3058,2738,2395,2114,1881,1945,Upgrade
11,"Property, Plant & Equipment",1277,1257,1360,1402,1422,1387,1388,1356,1329,1251,Upgrade
12,Long-Term Investments,27.39,35.96,23.08,22.84,32.03,16.89,9.28,19.02,17.31,11.94,Upgrade
13,Goodwill,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,Upgrade
14,Other Intangible Assets,29.93,30.42,25.05,25.35,25.37,26.01,27.23,15.31,5.92,6.06,Upgrade
15,Long-Term Deferred Tax Assets,11.33,5.42,5.42,6.89,5.96,5.15,5.98,5.57,5.96,5.77,Upgrade
16,Other Long-Term Assets,55.76,57.13,24.85,23.33,41.04,21.47,14.36,31.32,35.54,35.65,Upgrade
17,Total Assets,4700,4613,4375,4385,4587,4199,3842,3547,3278,3261,Upgrade
18,Accounts Payable,498.55,372.9,511.69,579.66,1016,945.78,668.43,428.44,417.03,411.51,Upgrade
19,Accrued Expenses,108.3,142.01,112.95,155,124.99,143.93,120.09,138.58,114.32,158.09,Upgrade
20,Short-Term Debt,81.08,73.48,172.8,192.29,412.33,262.46,335.94,254.42,245.78,125.33,Upgrade
21,Current Portion of Leases,31.17,25.21,29.27,22.23,25.01,15.71,13.48,15.81,11.8,13.46,Upgrade
22,Current Income Taxes Payable,198.78,226.09,93.52,94.77,70.17,32.1,19.53,28.9,43,97.12,Upgrade
23,Current Unearned Revenue,0.39,5.38,5.26,11.69,12,21.1,44.22,25.97,9.12,24.06,Upgrade
24,Other Current Liabilities,64.83,51.6,77.67,71.1,76.62,73.27,56.07,54.23,41.15,42.99,Upgrade
25,Total Current Liabilities,983.08,896.66,1003,1127,1737,1494,1258,946.35,882.2,872.55,Upgrade
26,Long-Term Leases,26.13,26.82,31.14,42.35,33.34,20.22,31.12,29.38,15.07,14.47,Upgrade
27,Long-Term Deferred Tax Liabilities,10.38,10.32,10.45,10.09,7.64,10.62,10.81,10.63,10.07,9.69,Upgrade
28,Total Liabilities,1020,933.8,1045,1179,1778,1525,1300,986.36,907.33,896.71,Upgrade
29,Common Stock,236.47,236.47,236.47,236.47,236.47,236.47,236.47,236.47,236.47,236.47,Upgrade
