,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,224.4,168.99,210.19,213.32,255.8,216.06,274.87,243.55,214.63,184.22
1,Cash & Short-Term Investments,224.4,168.99,210.19,213.32,255.8,216.06,274.87,243.55,214.63,184.22
2,Cash Growth,6.76%,-20.78%,-17.83%,-1.27%,-6.94%,-11.28%,28.07%,32.21%,35.44%,19.14%
3,Accounts Receivable,544.32,549.54,532.06,503.4,631.77,721.92,712.93,685.3,475.54,489.46
4,Other Receivables,2.97,2.08,1.94,1.89,2.72,2.66,1.45,2.92,1.88,2.12
5,Receivables,547.29,551.62,534,505.28,634.49,724.58,714.38,688.23,477.42,491.58
6,Inventory,722.06,676.6,584.44,550.64,636.13,615.8,630.84,662.5,463.96,423.4
7,Prepaid Expenses,0.48,1.13,0.42,0.49,0.58,0.17,2.69,1.81,3.7,3.84
8,Other Current Assets,-,6.12,-,-,-,1.45,0.74,1.17,0.78,1.11
9,Total Current Assets,1494,1404,1329,1270,1527,1558,1624,1597,1160,1104
10,"Property, Plant & Equipment",346.82,353.08,359.87,371.83,359.77,354.3,292.24,294.37,277.58,305.32
11,Long-Term Deferred Tax Assets,-,-,5.45,4.62,-,-,-,-,-,-
12,Total Assets,1862,1778,1715,1646,1887,1912,1916,1892,1438,1409
13,Accounts Payable,368.67,351.69,365.86,371.59,504.39,501.27,545.52,573.53,352.52,328.73
14,Accrued Expenses,9.39,8,7.33,12.36,11.28,17.29,10.53,11.69,14.6,11.48
15,Short-Term Debt,310.8,330.69,290.63,390.69,504.77,506.53,516.9,511.46,359.8,341.41
16,Current Portion of Long-Term Debt,189.8,111,100.5,-,-,-,-,-,-,-
17,Current Portion of Leases,1.98,1.9,1.39,1.52,1.57,1.81,1.97,16.68,1.67,2.08
18,Current Income Taxes Payable,31.85,33.6,33.89,31.31,25.23,49.47,39.91,39.64,34.88,40.81
19,Current Unearned Revenue,27.16,24.34,20.85,9.72,19.72,14.49,14.08,14.7,11.46,17.02
20,Other Current Liabilities,40.56,39,47.1,51.58,54.81,20.15,19.61,0.35,5.1,0.7
21,Total Current Liabilities,980.2,900.21,867.55,868.78,1122,1111,1149,1168,780.03,742.23
22,Long-Term Debt,-,60,100.5,41,-,-,-,-,-,-
23,Long-Term Leases,27.59,27.98,27.68,27.71,27.83,27.95,28.54,28.2,22.42,36.03
24,Long-Term Deferred Tax Liabilities,6.4,4.09,-,-,6.17,12.19,11.49,13.21,14.57,16.49
25,Other Long-Term Liabilities,3.64,3.8,4.28,4.12,-,-,-,-,-,-
26,Total Liabilities,1018,996.09,1000,941.6,1156,1151,1189,1209,817.02,794.75
27,Common Stock,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53
28,Additional Paid-In Capital,142.75,142.75,142.75,142.75,143.8,168.58,168.58,187.84,187.84,192.18
29,Retained Earnings,413.97,351.74,284.44,274.3,300.41,305.55,271.85,207.45,145.61,135.04
30,Comprehensive Income & Other,287.34,287.25,287.19,286.99,286.27,286.56,286.26,286.33,287.07,286.95
31,Shareholders' Equity,844.59,782.28,714.91,704.57,731,761.22,727.22,682.15,621.05,614.71
32,Total Liabilities & Equity,1862,1778,1715,1646,1887,1912,1916,1892,1438,1409
33,Total Debt,530.17,531.57,520.7,460.92,534.17,536.29,547.41,556.34,383.89,379.52
34,Net Cash (Debt),-305.77,-362.58,-310.51,-247.6,-278.37,-320.22,-272.54,-312.8,-169.26,-195.3
35,Net Cash Per Share,-0.50,-0.60,-0.51,-0.41,-0.46,-0.53,-0.45,-0.52,-0.28,-0.32
36,Filing Date Shares Outstanding,606.25,606.25,606.25,606.25,606.25,606.25,606.25,606.25,606.25,606.25
37,Total Common Shares Outstanding,606.25,606.25,606.25,606.25,606.25,606.25,606.25,606.25,606.25,606.25
38,Working Capital,514.03,504.25,461.5,400.95,405.23,447.06,475.02,429.19,380.46,361.91
39,Book Value Per Share,1.39,1.29,1.18,1.16,1.21,1.26,1.20,1.13,1.02,1.01
40,Tangible Book Value,844.59,782.28,714.91,704.57,731,761.22,727.22,682.15,621.05,614.71
41,Tangible Book Value Per Share,1.39,1.29,1.18,1.16,1.21,1.26,1.20,1.13,1.02,1.01
42,Machinery,-,1029,-,1020,-,881.43,-,868.44,-,853.66
43,Construction In Progress,-,1.43,-,-,-,99.61,-,11.11,-,6.14
