,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1005,1093,835.64,727.44,764.72,1043,992.64,980.92,625.23,804.39
1,Revenue Growth (YoY),20.32%,50.22%,9.28%,-30.24%,-22.96%,6.30%,58.77%,21.95%,-9.55%,2.54%
2,Cost of Revenue,884.26,965.64,782.47,726.18,730.31,933.15,868.06,852.25,577.43,754.17
3,Gross Profit,121.21,127.12,53.18,1.26,34.4,109.62,124.58,128.67,47.8,50.23
4,"Selling, General & Admin",43.41,47.72,36.45,36.61,35.24,36.15,39.41,40.57,31.29,30.97
5,Other Operating Expenses,-0.72,-7,-1.41,-0.71,-0.53,-0.63,-0.14,-0.75,-0.83,-0.55
6,Operating Expenses,42.71,40.56,35.43,35.36,35.27,36.24,39.34,40.04,30.5,30.65
7,Operating Income,78.51,86.56,17.75,-34.09,-0.87,73.38,85.24,88.63,17.3,19.58
8,Interest Expense,-10.19,-10.49,-9.66,-9.26,-11.51,-11.46,-11.48,-11.96,-8.32,-10.14
9,Interest & Investment Income,1.02,1.08,1.13,1.12,0.24,0.87,0.91,1.07,1.43,0.95
10,Currency Exchange Gain (Loss),1.93,-0.3,1.89,6.03,4.94,-1.91,-0.91,-4.66,1.49,1.96
11,EBT Excluding Unusual Items,71.27,76.85,11.12,-36.21,-7.2,60.89,73.77,73.07,11.9,12.35
12,Gain (Loss) on Sale of Assets,-0.02,0.08,-0,0.05,-0.7,0,-0.01,-0.1,-0.03,-0.18
13,Pretax Income,71.25,76.92,11.12,-36.16,-7.9,60.89,73.76,72.97,11.87,12.17
14,Income Tax Expense,9.03,9.62,0.97,-10.05,-2.75,27.18,9.37,11.12,1.3,-0.37
15,Net Income,62.23,67.3,10.14,-26.11,-5.14,33.7,64.39,61.85,10.56,12.53
16,Net Income to Common,62.23,67.3,10.14,-26.11,-5.14,33.7,64.39,61.85,10.56,12.53
17,Net Income Growth,513.45%,-,-,-,-,-45.51%,509.62%,393.48%,-13.17%,-65.59%
18,Shares Outstanding (Basic),606,606,606,606,606,606,606,606,606,606
19,Shares Outstanding (Diluted),606,606,606,606,606,606,606,606,606,606
20,Shares Change (YoY),-,-,-,-,-,-,-,-,-,24.74%
21,EPS (Basic),0.10,0.11,0.02,-0.04,-0.01,0.06,0.11,0.10,0.02,0.02
22,EPS (Diluted),0.10,0.11,0.02,-0.04,-0.01,0.06,0.11,0.10,0.02,0.02
23,EPS Growth,513.45%,-,-,-,-,-45.51%,509.63%,393.50%,-13.17%,-72.41%
24,Free Cash Flow,32.49,-12.52,-47.12,62.83,57.3,1.68,37.58,-132.84,22.13,-81.85
25,Free Cash Flow Per Share,0.05,-0.02,-0.08,0.10,0.09,0.00,0.06,-0.22,0.04,-0.14
26,Operating Margin,7.81%,7.92%,2.12%,-4.69%,-0.11%,7.04%,8.59%,9.04%,2.77%,2.43%
27,Profit Margin,6.19%,6.16%,1.21%,-3.59%,-0.67%,3.23%,6.49%,6.31%,1.69%,1.56%
28,Free Cash Flow Margin,3.23%,-1.15%,-5.64%,8.64%,7.49%,0.16%,3.79%,-13.54%,3.54%,-10.18%
29,EBITDA,91.39,99.2,34.54,-27.29,23.77,92.37,105.73,112.09,40.86,43.97
30,D&A For EBITDA,12.89,12.64,16.79,6.8,24.64,18.99,20.48,23.47,23.56,24.39
31,EBIT,78.51,86.56,17.75,-34.09,-0.87,73.38,85.24,88.63,17.3,19.58
