,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,88.58,47.17,69.08,79.93,61.51,69.1,74.81,34.65,27.85,29.84,Upgrade
1,Short-Term Investments,-,-,8.68,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,10.76,15.25,15.16,15.94,16.43,0.27,0.59,0.02,0.02,0.03,Upgrade
3,Cash & Short-Term Investments,99.35,62.41,92.92,95.87,77.93,69.37,75.4,34.67,27.87,29.87,Upgrade
4,Cash Growth,6.91%,-34.90%,19.23%,38.20%,3.36%,100.08%,170.53%,16.08%,-48.24%,-44.78%,Upgrade
5,Accounts Receivable,11.5,25.25,10.19,13.95,40.99,26.02,35.91,20.72,1.28,1.18,Upgrade
6,Other Receivables,4.1,3.3,7.63,5.34,8.64,3.8,1.1,0.6,2.49,3.63,Upgrade
7,Receivables,15.59,28.55,17.82,19.29,49.63,29.82,37.01,21.32,3.77,4.81,Upgrade
8,Prepaid Expenses,0.27,0.27,-,0.37,-,1.87,-,0.46,-,-,Upgrade
9,Other Current Assets,702.87,46.74,92.34,83.19,30.06,30.26,172.43,12.64,14.88,17.39,Upgrade
10,Total Current Assets,818.08,137.97,203.08,198.71,157.63,131.32,284.84,69.09,46.51,52.07,Upgrade
11,"Property, Plant & Equipment",3.52,4.36,0.78,2.29,3.78,5.28,6.79,8.29,9.98,11.52,Upgrade
12,Long-Term Investments,-,-,-,11.99,11.69,19.8,-,-,-,-,Upgrade
13,Other Long-Term Assets,0.72,0.72,2.18,1.71,2.51,2.51,2.51,2.54,1.71,1.71,Upgrade
14,Total Assets,822.31,143.05,206.04,214.69,175.61,158.91,294.14,79.91,58.2,65.3,Upgrade
15,Accounts Payable,702.03,46.44,92.49,82.11,29.58,30.27,172.43,12.91,14.88,16.22,Upgrade
16,Accrued Expenses,1.81,3.76,1.49,3.42,1.04,2.49,-,1.87,-,-,Upgrade
17,Short-Term Debt,-,-,-,-,-,-,-,-,102.47,100.14,Upgrade
18,Current Portion of Long-Term Debt,-,-,-,149.39,144.8,-,-,-,-,-,Upgrade
19,Current Portion of Leases,1.54,1.54,0.94,2.27,2.59,2.43,2.1,1.97,2.02,1.9,Upgrade
20,Current Income Taxes Payable,-,-,-,-,4.17,2.83,5.15,2.41,-,-,Upgrade
21,Current Unearned Revenue,0.55,0.62,0.59,0.51,0.45,0.45,0.45,0.74,6.01,0.45,Upgrade
22,Other Current Liabilities,-,3.36,15.75,14.15,18.74,9.08,9.22,1.09,1.22,2.52,Upgrade
23,Total Current Liabilities,705.93,55.72,111.27,251.84,201.38,47.55,189.36,20.98,126.59,121.23,Upgrade
24,Long-Term Debt,-,-,-,-,-,140.4,136.04,104.99,-,-,Upgrade
25,Long-Term Leases,1.87,2.63,-,-,0.94,2.27,3.53,4.7,5.81,6.85,Upgrade
26,Total Liabilities,707.81,58.35,111.27,251.84,202.31,190.22,328.93,130.67,132.4,128.08,Upgrade
27,Common Stock,88.2,88.2,88.2,38.2,190.99,190.99,190.99,190.99,190.99,190.99,Upgrade
28,Additional Paid-In Capital,587.59,587.59,587.59,473.16,320.37,320.37,320.37,320.37,320.37,320.37,Upgrade
29,Retained Earnings,-568.24,-598.04,-587.96,-570.27,-559.82,-564.47,-567.94,-569.12,-598.13,-587.63,Upgrade
30,Comprehensive Income & Other,6.96,6.96,6.96,21.76,21.76,21.81,21.8,7,12.57,13.5,Upgrade
31,Total Common Equity,114.5,84.7,94.78,-37.16,-26.7,-31.31,-34.79,-50.76,-74.2,-62.78,Upgrade
32,Shareholders' Equity,114.5,84.7,94.78,-37.16,-26.7,-31.31,-34.79,-50.76,-74.2,-62.78,Upgrade
33,Total Liabilities & Equity,822.31,143.05,206.04,214.69,175.61,158.91,294.14,79.91,58.2,65.3,Upgrade
34,Total Debt,3.41,4.17,0.94,151.66,148.33,145.1,141.67,111.66,110.3,108.89,Upgrade
35,Net Cash (Debt),95.93,58.24,91.98,-55.79,-70.4,-75.73,-66.28,-76.99,-82.43,-79.02,Upgrade
36,Net Cash Growth,4.29%,-,-,-,-,-,-,-,-,-,Upgrade
37,Net Cash Per Share,0.11,0.07,0.18,-0.15,-0.08,-0.20,-0.17,-0.20,-0.22,-0.21,Upgrade
