,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,12879,15187,20349,22035,36971,47814,74769,61038,62308,52357,Upgrade
1,Trading Asset Securities,-,-,6.24,37.71,-,11.41,-,2.34,-,63,Upgrade
2,Cash & Short-Term Investments,12879,15187,20355,22072,36971,47826,74769,61040,62308,52420,Upgrade
3,Cash Growth,-36.73%,-31.20%,-44.94%,-53.85%,-50.55%,-21.65%,20.00%,16.44%,34.60%,19.95%,Upgrade
4,Accounts Receivable,6347,6375,7022,7291,10198,9022,7700,6560,5367,5077,Upgrade
5,Other Receivables,9293,9638,8993,8648,4532,1963,4076,3957,3821,2978,Upgrade
6,Receivables,16034,16421,16442,16401,15334,11953,13285,12045,11245,9485,Upgrade
7,Inventory,246589,276518,301158,323168,320198,332890,321979,313787,274961,234468,Upgrade
8,Prepaid Expenses,9972,9940,10386,10188,6457,1138,7082,1464,6317,950.87,Upgrade
9,Restricted Cash,5798,6246,8133,11737,10806,10070,7616,7429,7614,7266,Upgrade
10,Other Current Assets,98106,103421,95299,101634,103898,86005,61419,59792,60285,49337,Upgrade
11,Total Current Assets,389377,427732,451774,485201,493664,489883,486150,455558,422729,353926,Upgrade
12,"Property, Plant & Equipment",21214,24121,24480,25448,23263,25901,25227,25181,24572,24141,Upgrade
13,Long-Term Investments,16868,18056,21632,22443,26059,29905,32308,33080,26748,25336,Upgrade
14,Goodwill,-,1725,-,1740,-,1458,-,3054,2191,2009,Upgrade
15,Other Intangible Assets,2648,1004,2906,1279,3101,1270,4409,772.38,176.17,176.17,Upgrade
16,Long-Term Deferred Tax Assets,1277,1579,2543,3141,3343,3352,3300,3231,3295,3055,Upgrade
17,Other Long-Term Assets,54201,69033,74638,76959,74825,76336,75173,68877,66395,62811,Upgrade
18,Total Assets,485585,543250,577973,616211,624255,628104,626568,589753,546106,471454,Upgrade
19,Accounts Payable,36378,42188,48571,56710,63401,73493,87404,82025,78671,68618,Upgrade
