,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,29195,29070,30394,28684,34356,34396,73401,70800,64553,54953,Upgrade
1,Revenue Growth (YoY),-3.94%,1.35%,-11.53%,-16.61%,-53.19%,-51.42%,13.71%,28.84%,14.12%,27.97%,Upgrade
2,Cost of Revenue,29180,26347,27269,26367,31391,52118,52388,50323,44655,37576,Upgrade
3,Gross Profit,14.86,2724,3124,2317,2965,-17722,21013,20478,19898,17377,Upgrade
4,"Selling, General & Admin",2255,3136,2987,4317,4215,5906,5474,5749,4166,3862,Upgrade
5,Other Operating Expenses,743.95,4911,800.54,748.23,548.26,6917,-46.81,197.72,611.72,265.72,Upgrade
6,Operating Expenses,2999,8048,3787,5065,4763,12823,5427,5947,4777,4128,Upgrade
7,Operating Income,-2984,-5324,-662.96,-2749,-1799,-30545,15586,14530,15120,13249,Upgrade
8,Interest Expense,-7908,-1747,-4669,-1467,-5120,-5020,-919.25,-2344,29.86,-,Upgrade
9,Interest & Investment Income,66.65,186.31,97.85,229.59,161.96,324.15,565.1,668.65,560.55,883.08,Upgrade
10,Earnings From Equity Investments,-238.34,-549.72,-472.58,-218.33,86.61,-589.3,156.37,85.32,74,80.92,Upgrade
11,Currency Exchange Gain (Loss),-791.67,2054,-3894,-4262,-4661,1538,743.33,5704,-1304,-998.43,Upgrade
12,EBT Excluding Unusual Items,-11856,-5381,-9601,-8466,-11331,-34292,16132,18645,14481,13214,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-2512,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,-,-553.18,12.15,-85.84,382.83,-12.99,-386.07,-134.17,-35.93,53.53,Upgrade
15,Gain (Loss) on Sale of Assets,-10236,-350.96,-364.55,-821.33,3403,-90.54,66.81,19.84,13.47,37.16,Upgrade
16,Asset Writedown,-1035,-5204,-802.09,-603.78,-27.66,-1156,533.84,88.77,308.77,1703,Upgrade
17,Other Unusual Items,22.83,-29.48,29.48,-32.16,32.22,117.35,27.39,9.45,195.81,-16.26,Upgrade
18,Pretax Income,-23104,-11518,-10726,-10009,-7541,-37946,16374,18629,14963,14992,Upgrade
19,Income Tax Expense,1111,457.11,898.13,1382,1727,-91.55,6896,7168,6961,6181,Upgrade
20,Earnings From Continuing Operations,-24215,-11975,-11624,-11391,-9268,-37855,9478,11460,8002,8811,Upgrade
21,Minority Interest in Earnings,1547,3003,-433.81,-308.99,-524.19,4479,-3195,-4098,-2736,-3018,Upgrade
22,Net Income,-22668,-8972,-12058,-11700,-9792,-33376,6283,7362,5266,5793,Upgrade
23,Net Income to Common,-22668,-8972,-12058,-11700,-9792,-33376,6283,7362,5266,5793,Upgrade
24,Net Income Growth,-,-,-,-,-,-,19.32%,27.10%,3.14%,26.92%,Upgrade
25,Shares Outstanding (Basic),3788,3788,3788,3788,3788,3576,3529,3534,3451,3292,Upgrade
26,Shares Outstanding (Diluted),3788,3788,3788,3788,3788,3576,3534,3537,3456,3298,Upgrade
27,Shares Change (YoY),-0.00%,-,-,5.93%,7.18%,1.09%,2.24%,7.26%,4.91%,-0.37%,Upgrade
28,EPS (Basic),-5.98,-2.37,-3.18,-3.09,-2.59,-9.33,1.78,2.08,1.53,1.76,Upgrade
29,EPS (Diluted),-5.98,-2.37,-3.18,-3.09,-2.59,-9.33,1.78,2.08,1.52,1.76,Upgrade
30,EPS Growth,-,-,-,-,-,-,16.71%,18.49%,-1.68%,27.41%,Upgrade
31,Free Cash Flow,-2046,-5468,-439.56,-3097,-2039,-18808,7739,4439,-3985,19063,Upgrade
32,Free Cash Flow Per Share,-0.54,-1.44,-0.12,-0.82,-0.54,-5.26,2.19,1.25,-1.15,5.78,Upgrade
33,Dividend Per Share,-,-,-,-,-,-,0.582,0.716,0.547,0.769,Upgrade
34,Dividend Growth,-,-,-,-,-,-,6.43%,-6.83%,3.67%,21.61%,Upgrade
35,Operating Margin,-10.22%,-18.31%,-2.18%,-9.58%,-5.24%,-88.80%,21.23%,20.52%,23.42%,24.11%,Upgrade
36,Profit Margin,-77.64%,-30.86%,-39.67%,-40.79%,-28.50%,-97.03%,8.56%,10.40%,8.16%,10.54%,Upgrade
37,Free Cash Flow Margin,-7.01%,-18.81%,-1.45%,-10.80%,-5.93%,-54.68%,10.54%,6.27%,-6.17%,34.69%,Upgrade
38,EBITDA,-2477,-5205,-121.12,-2414,-1261,-30166,16015,14865,15486,13650,Upgrade
39,D&A For EBITDA,507.47,119.54,541.84,334.54,537.18,378.8,428.99,334.81,365.42,400.98,Upgrade
40,EBIT,-2984,-5324,-662.96,-2749,-1799,-30545,15586,14530,15120,13249,Upgrade
