,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,159.02,118.55,92.98,111.05,139.55,124.45,170.71,45.63,62.65,42.14,Upgrade
1,Short-Term Investments,5.67,5.67,0.28,19.75,0.46,0.41,0.8,4.77,6.8,6.29,Upgrade
2,Trading Asset Securities,0.02,0.03,-,0.02,48.15,49.59,1.85,2.46,-,-,Upgrade
3,Cash & Short-Term Investments,164.71,124.24,93.25,130.82,188.16,174.44,173.35,52.85,69.45,48.43,Upgrade
4,Cash Growth,76.63%,-5.03%,-50.44%,-25.01%,8.54%,230.07%,149.62%,9.14%,28.99%,-51.97%,Upgrade
5,Accounts Receivable,187.39,87.39,327.46,284.62,337.57,309.96,327.67,249.65,277.76,281.45,Upgrade
6,Other Receivables,12.39,33.28,10.7,45.5,12.87,13.1,17.56,4.29,7.93,10.45,Upgrade
7,Receivables,454.38,287.98,457.87,416.94,521.95,553.28,605.4,344.95,311.78,306.9,Upgrade
8,Inventory,7.45,26.98,23.64,46.29,48.75,66.89,70.97,76.04,55.88,64.48,Upgrade
9,Prepaid Expenses,8.07,9.85,10.19,22.35,6.24,2.32,1.38,1.93,1.06,1.83,Upgrade
10,Other Current Assets,135.31,194.17,147.47,187.97,188.23,269.84,205.11,216.49,63.69,25.45,Upgrade
11,Total Current Assets,769.91,643.22,732.43,804.37,953.33,1067,1056,692.27,501.86,447.08,Upgrade
12,"Property, Plant & Equipment",11.45,15.07,17.89,20.78,19.31,14.93,84.95,90,86.28,83.37,Upgrade
13,Long-Term Investments,166.79,186.87,149.71,141.89,91.53,96.03,120.86,24.72,28.3,4.95,Upgrade
14,Goodwill,7.45,7.45,235.75,235.75,342.56,106.81,106.81,106.81,106.81,106.81,Upgrade
15,Other Intangible Assets,10.18,12.07,530.06,580.24,575.87,0.5,0.5,0.5,0.5,0.5,Upgrade
16,Other Long-Term Assets,0.98,1.92,1.19,1.19,1.28,12.97,1.27,1.28,0.5,0.4,Upgrade
17,Total Assets,966.76,866.6,1685,1784,2002,1316,1371,915.58,724.25,643.11,Upgrade
18,Accounts Payable,222.93,217.87,168.38,193.3,158.37,247.58,194.5,199.73,74.21,33.05,Upgrade
19,Accrued Expenses,9.19,28.83,21.95,16.38,6.87,5.92,7.36,8.79,6.68,3.58,Upgrade
20,Short-Term Debt,33.66,54.99,77.32,94.25,98.36,110.1,128.61,114.77,105.28,121.77,Upgrade
21,Current Portion of Long-Term Debt,89.1,75.98,61.8,73.43,111.53,96.72,36.3,37.2,40.5,15.5,Upgrade
22,Current Portion of Leases,2.73,5.46,5.09,3.56,2.51,0.07,2.87,2.94,1.06,2.71,Upgrade
23,Current Income Taxes Payable,6.55,6.1,12.9,11.88,9.63,6.68,11.31,9.98,8.63,6.64,Upgrade
24,Current Unearned Revenue,-,13.03,-,13.74,-,-,-,-,-,-,Upgrade
25,Other Current Liabilities,25.2,19.19,40.7,832.26,503.83,0.02,0.24,0.01,5.08,0.02,Upgrade
26,Total Current Liabilities,389.36,421.45,388.14,1239,891.09,467.08,381.2,373.42,241.44,183.26,Upgrade
27,Long-Term Debt,19.62,36.82,33.72,34.6,52.9,58.89,126.01,111.93,61.01,32.72,Upgrade
28,Long-Term Leases,1.16,2.98,1.97,5.44,4.66,-,3.02,4.4,0.28,-,Upgrade
29,Long-Term Deferred Tax Liabilities,0.28,0.34,119.52,131.63,135.38,-,-,-,-,-,Upgrade
30,Total Liabilities,410.41,461.59,543.34,1410,1084,525.97,510.22,489.75,302.73,215.98,Upgrade
31,Common Stock,109.87,76.3,76.3,71.77,67.25,67.25,67.25,48.5,48.5,48.5,Upgrade
32,Additional Paid-In Capital,2583,2452,2457,1760,1103,1103,1103,674.39,674.39,674.39,Upgrade
33,Retained Earnings,-2092,-2050,-1422,-1499,-337.61,-340.13,-280.36,-267,-275.35,-263.28,Upgrade
34,Comprehensive Income & Other,-39.37,-72.7,-93.7,-92.41,-52.97,-40.21,-29.91,-30.06,-26.01,-32.46,Upgrade
35,Total Common Equity,561.55,406.1,1018,240.54,780.05,790.29,860.37,425.83,421.52,427.14,Upgrade
36,Minority Interest,-5.2,-1.08,124.14,133.3,137.97,-,-,-,-,-,Upgrade
37,Shareholders' Equity,556.35,405.02,1142,373.84,918.02,790.29,860.37,425.83,421.52,427.14,Upgrade
38,Total Liabilities & Equity,966.76,866.6,1685,1784,2002,1316,1371,915.58,724.25,643.11,Upgrade
39,Total Debt,146.26,176.23,179.9,211.29,269.96,265.77,296.81,271.24,208.13,172.69,Upgrade
40,Net Cash (Debt),18.45,-51.98,-86.64,-80.47,-81.8,-91.33,-123.47,-218.39,-138.68,-124.27,Upgrade
41,Net Cash Per Share,0.02,-0.07,-0.12,-0.12,-0.12,-0.14,-0.20,-0.45,-0.29,-0.26,Upgrade
42,Filing Date Shares Outstanding,1099,915.6,763,717.73,672.46,672.46,672.46,484.96,484.96,484.96,Upgrade
43,Total Common Shares Outstanding,1099,763,763,717.73,672.46,672.46,672.46,484.96,484.96,484.96,Upgrade
44,Working Capital,380.55,221.77,344.29,-434.44,62.24,599.69,675,318.85,260.42,263.82,Upgrade
45,Book Value Per Share,0.51,0.53,1.33,0.34,1.16,1.18,1.28,0.88,0.87,0.88,Upgrade
46,Tangible Book Value,543.91,386.58,251.75,-575.45,-138.38,682.98,753.05,318.51,314.21,319.82,Upgrade
47,Tangible Book Value Per Share,0.50,0.51,0.33,-0.80,-0.21,1.02,1.12,0.66,0.65,0.66,Upgrade
48,Land,-,10.77,-,10.9,-,11.11,-,11.67,-,10.89,Upgrade
49,Buildings,-,83.57,-,84.56,-,86.22,-,90.6,-,84.5,Upgrade
50,Machinery,-,55.41,-,56.15,-,56.91,-,59.53,-,55.49,Upgrade
51,Leasehold Improvements,-,9.01,-,9.01,-,8.9,-,7.97,-,4.08,Upgrade
