,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,460,1044,534,7554,12991,3564,3833,4506,2910,1309,1479,Upgrade
1,Market Cap Growth,-86.18%,-86.18%,-95.89%,111.94%,238.92%,-20.90%,31.73%,244.09%,96.72%,15.32%,42.43%,Upgrade
2,Enterprise Value,437,1095,745,7767,13211,3655,3957,4724,3048,1440,1538,Upgrade
3,Last Close Price,0.27,0.95,0.70,9.90,18.10,5.30,5.70,6.70,6.00,2.70,3.05,Upgrade
4,PE Ratio,-,-1.68,-,-6.97,-,-62.25,-,-,-344.76,-,-,Upgrade
5,Forward PE,-,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,Upgrade
6,PS Ratio,1.07,5.55,1.71,15.14,39.21,22.22,30.17,34.54,19.58,9.34,11.83,Upgrade
7,PB Ratio,0.52,1.88,1.32,6.62,34.75,3.88,4.85,5.24,6.83,3.11,3.46,Upgrade
8,P/TBV Ratio,1.92,1.92,1.38,30.00,-,-,5.61,5.98,9.14,4.17,4.62,Upgrade
9,P/FCF Ratio,-,-,7.57,52.35,69.81,38.36,-18.02,-,-,-13.92,-,Upgrade
10,P/OCF Ratio,-,-,7.57,52.33,69.81,38.23,-18.10,-,-,-14.37,-,Upgrade
11,PEG Ratio,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,Upgrade
12,EV/Sales Ratio,2.12,5.82,2.38,15.57,39.87,22.79,31.14,36.22,20.51,10.27,12.30,Upgrade
13,EV/EBITDA Ratio,-,-11.29,-,-,-,-,-,-,330.96,-,-,Upgrade
14,EV/EBIT Ratio,-,-5.66,-,-,-,-,-,-,4269.55,-,-,Upgrade
15,EV/FCF Ratio,-7.75,-,10.56,53.83,70.99,39.35,-18.60,-,-,-15.30,-,Upgrade
16,Debt / Equity Ratio,0.26,0.26,0.44,0.16,0.57,0.29,0.34,0.34,0.64,0.49,0.40,Upgrade
17,Debt / FCF Ratio,-,-,2.50,1.25,1.14,2.91,-1.25,-,-,-2.21,-,Upgrade
18,Return on Capital Employed (ROCE),-,-33.51%,-,-,-,-,-,-,0.13%,-,-,Upgrade
19,Earnings Yield,-134.95%,-59.51%,-103.21%,-14.35%,-8.92%,-1.61%,-1.91%,-0.22%,-0.29%,-5.13%,-4.75%,Upgrade
20,FCF Yield,-12.24%,-5.40%,13.21%,1.91%,1.43%,2.61%,-5.55%,-6.61%,-1.79%,-7.19%,-3.65%,Upgrade
21,Buyback Yield / Dilution,-18.62%,-25.28%,-11.56%,-7.17%,-0.91%,-10.65%,-38.62%,-25.14%,-0.98%,-5.07%,-4.06%,Upgrade
22,Total Shareholder Return,-18.62%,-25.28%,-11.56%,-7.17%,-0.91%,-10.65%,-38.62%,-25.14%,-0.98%,-5.07%,-4.06%,Upgrade
