,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,146,260,124,118,130,156,156,156,164,-,-
1,Market Cap Growth,120.34%,120.34%,-4.62%,-24.36%,-16.67%,0%,-4.88%,-,-,-,-
2,Enterprise Value,87,158,34,-2,-12,29,36,64,166,-,-
3,Last Close Price,0.07,0.13,0.06,0.06,0.06,0.05,0.05,0.05,0.06,-,-
4,PE Ratio,17.24,30.71,46.15,-7.28,-,13.25,5.24,4.96,3.18,-,-
5,PS Ratio,0.35,0.62,0.31,0.34,0.35,0.39,0.38,0.37,0.39,-,-
6,PB Ratio,0.90,1.60,0.70,0.69,0.71,0.71,0.72,0.71,0.86,-,-
7,P/TBV Ratio,1.60,1.60,0.70,0.69,0.71,0.71,0.72,0.71,0.86,-,-
8,P/FCF Ratio,-,-,143.51,-,5.40,4.62,3.07,3.67,4.25,-,-
9,P/OCF Ratio,126.44,-,20.15,-,4.40,3.96,2.73,3.26,3.87,-,-
10,EV/Sales Ratio,0.21,0.38,0.09,-,-,0.07,0.09,0.15,0.39,-,-
11,EV/EBITDA Ratio,4.38,13.97,7.39,-,-,-4.25,-,0.83,2.29,-,-
12,EV/EBIT Ratio,15.59,27.04,-34.49,-,-,-,-,0.91,2.53,-,-
13,EV/FCF Ratio,-25.88,-,39.45,-,-,0.86,0.71,1.51,4.30,-,-
14,Debt / Equity Ratio,0.20,0.20,0.20,0.23,0.24,0.21,0.25,0.26,0.23,0.65,1.25
15,Debt / FCF Ratio,-,-,41.38,-,1.82,1.39,1.08,1.33,1.14,0.77,1.29
16,Return on Capital Employed (ROCE),3.21%,3.36%,-0.51%,-,-,-,-,27.15%,30.07%,40.22%,43.66%
17,Earnings Yield,5.80%,3.26%,2.17%,-13.73%,-7.17%,7.55%,19.08%,20.18%,31.47%,-,-
18,FCF Yield,-2.31%,-1.30%,0.70%,-7.22%,18.53%,21.64%,32.61%,27.28%,23.55%,-,-
19,Buyback Yield / Dilution,-,-,-,-,-,-0.14%,-33.33%,-,-,-,
20,Total Shareholder Return,11.97%,-,-,-,-,-,-0.14%,-33.33%,-,-,-
