,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019",+2 Quarters
0,Market Capitalization,1952,4717,5530,34700,34700,34700,282323,266261,89683,67133,73094,Upgrade
1,Market Cap Growth,-86.41%,-86.41%,-84.06%,0%,-87.71%,-86.97%,214.80%,296.62%,22.70%,-24.56%,15.89%,Upgrade
2,Enterprise Value,30783,34063,35099,68299,68299,68299,356840,338912,155876,107213,88291,Upgrade
3,Last Close Price,0.18,0.43,0.51,3.20,3.20,3.20,28.90,30.20,10.38,7.77,8.46,Upgrade
4,PS Ratio,1.48,3.59,3.75,207.80,-,4.26,13.11,14.48,10.90,10.65,13.85,Upgrade
5,PB Ratio,-0.08,-0.08,-0.13,-0.98,-0.45,-0.55,19.44,-38.40,-14.35,-46.32,23.28,Upgrade
6,P/TBV Ratio,-,-,-,-,-,-,231.49,-,-,-,-,Upgrade
7,P/FCF Ratio,-,-,-,-,-,57.84,-,-28.58,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,58.54,-,6.37,29.24,-114.32,-,-,-,Upgrade
9,EV/Sales Ratio,23.41,25.90,23.77,409.01,-,8.39,16.58,18.43,18.95,17.01,16.73,Upgrade
10,EV/FCF Ratio,-24.89,-,-,-,-,113.84,-,-36.38,-,-,-,Upgrade
11,Debt / Equity Ratio,-0.46,-0.46,-0.71,-0.84,-0.39,-0.78,3.04,-12.50,-13.13,-48.49,16.59,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-,81.15,-,-9.31,-,-,-,Upgrade
13,Earnings Yield,-1394.08%,-576.86%,-237.74%,-21.38%,-,-61.26%,-4.22%,-3.30%,-6.33%,-7.38%,-4.91%,Upgrade
14,FCF Yield,-63.35%,-2.25%,-,-1.05%,-,1.73%,0.56%,-3.50%,-27.79%,-32.54%,-15.24%,Upgrade
15,Buyback Yield / Dilution,-,-,-,-,-24.12%,-7.98%,-1.12%,-,-,-,Upgrade,
16,Total Shareholder Return,-,-,-,-,-24.12%,-7.98%,-1.12%,-,-,-,Upgrade,
