,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,8588190,8819990,8576600,8947480,8970660,9272000,9642880,10187610,10013760,10662800,11821800,12215860,13676200,14023900,14371600,15206080,16457800,17894960,17222740,12053600,10419410,Upgrade
1,Market Cap Growth,-4.87%,-4.87%,-11.06%,-12.17%,-10.42%,-13.04%,-18.43%,-16.60%,-26.78%,-23.97%,-17.74%,-19.66%,-16.90%,-21.63%,-16.55%,26.15%,57.95%,2.12%,0.68%,-45.26%,-45.18%,Upgrade
2,Enterprise Value,4999310,5085386,5043844,6200594,5873348,5981250,6720326,7969684,7296677,7930478,9598578,10615475,11397277,11962351,12359856,13832977,14211368,15741859,15298554,11256225,8666655,Upgrade
3,Last Close Price,37050.00,38050.00,37000.00,37134.18,37230.38,38481.01,38879.53,41075.85,40374.90,42991.79,47664.81,49253.64,55141.65,54397.24,55745.93,58982.79,63838.09,66910.29,64396.82,45069.10,38958.77,Upgrade
4,PE Ratio,22.47,23.07,26.37,30.69,-,28.05,36.14,26.72,25.82,-,29.90,38.42,48.52,-,31.71,24.16,23.27,31.40,40.38,44.37,-,Upgrade
5,Forward PE,-,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77,Upgrade
6,PS Ratio,1.04,1.07,1.05,1.10,1.14,1.20,1.21,1.25,1.22,1.27,1.50,1.71,1.97,2.02,2.10,1.93,2.04,2.40,2.08,1.46,1.22,Upgrade
7,PB Ratio,1.87,1.67,1.66,1.76,1.70,1.75,1.74,1.87,1.89,2.00,2.23,2.42,2.81,2.90,2.66,2.89,3.22,3.12,3.07,2.28,2.05,Upgrade
8,P/TBV Ratio,1.95,1.95,1.94,2.06,1.97,2.04,2.01,2.16,2.19,2.34,2.60,2.82,3.30,3.42,3.08,3.36,3.72,3.56,3.52,2.62,2.37,Upgrade
9,P/FCF Ratio,9.83,10.10,12.54,12.79,-,-,25.61,18.96,-,-,9.32,15.89,-,21.88,33.26,24.20,-,48.52,29.67,15.07,-,Upgrade
10,P/OCF Ratio,9.42,9.42,11.31,11.45,-,-,20.63,16.49,-,-,8.73,14.13,-,19.37,27.57,20.45,-,34.88,22.72,12.61,-,Upgrade
11,PEG Ratio,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,Upgrade
12,EV/Sales Ratio,0.61,0.62,0.62,0.76,0.74,0.77,0.84,0.98,0.89,0.94,1.22,1.49,1.64,1.72,1.81,1.76,1.76,2.11,1.85,1.37,1.01,Upgrade
13,EV/EBITDA Ratio,7.25,7.55,7.89,10.31,9.71,9.67,10.81,10.18,8.72,8.66,11.16,13.85,15.49,16.39,17.57,14.93,14.63,18.41,14.41,14.08,10.55,Upgrade
14,EV/EBIT Ratio,15.65,16.78,20.34,30.38,-,29.02,32.84,21.93,-,16.78,23.61,35.25,41.73,-,51.87,30.13,26.96,-,25.97,33.45,-,Upgrade
15,EV/FCF Ratio,5.72,5.82,7.38,8.87,-,-,17.85,14.83,-,-,7.57,13.81,-,18.66,28.61,22.01,-,42.68,26.36,14.08,-,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.00,0.01,0.01,0.02,0.00,0.01,0.02,0.02,0.02,0.03,0.05,0.05,0.04,0.04,0.05,0.06,0.05,0.07,0.08,Upgrade
17,Debt / EBITDA Ratio,0.11,0.12,0.02,0.05,0.40,0.26,0.04,0.05,0.34,0.21,0.08,0.10,0.44,1.01,0.20,0.16,0.52,2.34,0.16,0.28,6.47,Upgrade
18,Debt / FCF Ratio,0.08,0.08,0.03,0.08,-,-,0.07,0.10,-,-,0.09,0.17,-,0.38,0.46,0.29,-,0.87,0.53,0.48,-,Upgrade
19,Asset Turnover,1.23,1.27,1.33,0.76,1.22,1.22,1.20,0.68,1.37,1.39,1.29,0.81,1.09,0.95,1.13,0.77,0.95,1.41,1.17,0.42,Upgrade,
20,Inventory Turnover,8.43,9.81,10.27,9.91,6.10,9.41,9.23,8.87,5.31,11.60,12.21,9.94,6.77,10.35,7.97,9.49,7.16,9.10,12.03,8.81,3.62,Upgrade
21,Quick Ratio,2.44,2.44,2.21,2.26,3.37,2.52,2.43,2.47,3.03,2.21,2.32,2.14,2.27,1.76,2.25,2.01,2.29,2.17,1.94,1.62,1.63,Upgrade
22,Current Ratio,2.88,2.88,2.53,2.63,4.01,2.98,2.85,2.95,3.69,2.68,2.66,2.55,2.83,2.06,2.72,2.43,2.84,2.58,2.33,1.99,2.25,Upgrade
23,Return on Equity (ROE),8.68%,10.80%,13.27%,-1.58%,4.66%,7.77%,14.02%,-0.27%,2.34%,18.21%,16.53%,2.81%,-3.39%,10.27%,14.00%,3.59%,12.16%,24.99%,19.07%,-7.79%,Upgrade,
24,Return on Assets (ROA),2.30%,3.99%,6.28%,-2.04%,0.43%,2.49%,5.91%,-1.60%,0.39%,8.25%,7.74%,0.91%,-1.93%,4.44%,6.43%,0.58%,-2.66%,11.27%,8.42%,-4.14%,Upgrade,
25,Return on Capital (ROIC),3.21%,5.70%,8.27%,-2.60%,0.57%,3.33%,7.53%,-2.05%,0.52%,10.96%,9.93%,1.20%,-2.57%,5.74%,8.13%,0.73%,-3.42%,14.99%,10.96%,-5.43%,Upgrade,
26,Return on Capital Employed (ROCE),5.61%,5.61%,4.69%,3.91%,-,3.80%,3.62%,6.53%,-,8.69%,7.50%,5.80%,5.44%,-,4.29%,8.44%,9.90%,-,10.10%,6.10%,-,Upgrade
27,Earnings Yield,4.45%,4.33%,3.86%,3.32%,3.56%,3.63%,3.21%,4.17%,4.30%,4.36%,3.37%,2.63%,2.09%,2.17%,3.69%,4.71%,4.82%,3.67%,3.02%,2.96%,3.54%,Upgrade
28,FCF Yield,10.17%,9.90%,7.97%,7.82%,6.27%,4.13%,3.91%,5.27%,5.51%,9.00%,10.73%,6.29%,5.55%,4.57%,3.01%,4.13%,6.73%,2.06%,3.37%,6.63%,3.47%,Upgrade
29,Dividend Yield,4.11%,-,-,-,-,3.90%,-,-,-,2.79%,-,-,-,4.38%,-,-,-,3.56%,-,-,-,Upgrade
30,Payout Ratio,91.00%,316.79%,-,11.75%,-,484.70%,8.50%,3.45%,0.31%,7.15%,1.31%,1.22%,1215.21%,-,-,3.65%,1016.12%,4.84%,0.54%,4.24%,-,Upgrade
31,Total Shareholder Return,4.11%,-,-,-,-,3.90%,-,-,-,2.79%,-,-,-,4.38%,-,-,-,3.56%,-,-,-,Upgrade
