,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,214.88,264.58,266.76,221,309.03,208.75,174.78,288.22,386.83,306.12,Upgrade
1,Short-Term Investments,1.56,1.55,1.34,1.37,1.57,1.67,1.5,1.52,1.5,1.53,Upgrade
2,Cash & Short-Term Investments,216.44,266.13,268.1,222.37,310.6,210.42,176.27,289.73,388.33,307.64,Upgrade
3,Cash Growth,-19.27%,19.68%,-13.69%,5.68%,76.21%,-27.38%,-54.61%,-5.82%,31.39%,-14.47%,Upgrade
4,Accounts Receivable,208.96,188.53,176.18,182.59,196.09,277.6,218.56,176.48,166.33,128.15,Upgrade
5,Other Receivables,16.43,15.55,16.34,22.19,14.34,10.78,15.8,20.91,22.41,17.57,Upgrade
6,Receivables,225.38,204.07,192.52,204.78,210.43,288.38,234.36,197.39,188.73,145.73,Upgrade
7,Inventory,200.88,178.63,190.22,279.58,296.75,411,452.82,386.7,276.23,456.55,Upgrade
8,Other Current Assets,49.52,33.73,40.04,17.97,58.29,41.05,50.09,42.82,25.88,37.71,Upgrade
9,Total Current Assets,692.22,682.56,690.87,724.7,876.08,950.85,913.54,916.64,879.17,947.62,Upgrade
10,"Property, Plant & Equipment",48.34,49.67,47.91,33.29,41.16,44.64,37.52,32.74,35.83,36.7,Upgrade
11,Long-Term Investments,2.77,5.24,5.49,6.87,7.88,11.23,15.08,12.53,7.75,4.65,Upgrade
12,Other Intangible Assets,4.26,4.26,4.26,4.26,2.43,2.43,-,-,-,-,Upgrade
13,Long-Term Deferred Tax Assets,2.7,2.7,2.7,2.7,2.75,2.72,2.66,2.75,2.65,2.64,Upgrade
14,Other Long-Term Assets,112.73,119.73,138.57,153.91,110.88,105.28,105.45,71.4,64.95,64.91,Upgrade
15,Total Assets,863.03,864.16,889.8,925.74,1041,1117,1074,1036,990.35,1057,Upgrade
16,Accounts Payable,1.99,1.63,1.44,5.12,3.63,4.57,20.46,10.46,15.97,44.59,Upgrade
17,Accrued Expenses,10.6,11.67,9.71,11.07,10.41,21.24,9.99,16.01,7.48,8.29,Upgrade
18,Short-Term Debt,20.02,5.48,2,2.75,122.45,140.71,116.84,88.56,53.63,106.47,Upgrade
19,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,1.2,1.18,Upgrade
20,Current Portion of Leases,1.8,2.52,1.78,1.86,2.08,2.27,1.13,1.41,1.88,1.11,Upgrade
21,Current Income Taxes Payable,1.45,0.67,1.08,1.02,1.22,2.88,1.2,0.99,1.19,0.94,Upgrade
22,Current Unearned Revenue,9.24,9.84,9.22,8.7,7.67,7.46,9.46,9.82,11,10.7,Upgrade
23,Other Current Liabilities,1.68,0.04,0.01,1,3.83,1.84,1.66,1.52,0.75,1.04,Upgrade
24,Total Current Liabilities,46.77,31.84,25.24,31.53,151.27,180.95,160.73,128.77,93.1,174.32,Upgrade
25,Long-Term Debt,-,-,-,-,-,-,-,-,11.4,12,Upgrade
26,Long-Term Leases,5.39,5.78,5.84,5.96,6.52,7.6,0.6,0.01,0.5,0.57,Upgrade
27,Long-Term Deferred Tax Liabilities,11.05,10.83,8.91,8.86,4.14,3.87,4.04,4.01,4.59,4.57,Upgrade
28,Total Liabilities,66.32,51.56,45.96,52.31,163.43,193.92,166.71,134.12,112.32,193.71,Upgrade
29,Common Stock,82.88,82.88,82.88,82.88,82.88,82.88,82.88,82.88,82.88,82.88,Upgrade
30,Additional Paid-In Capital,408.27,408.27,408.27,408.27,408.27,416.56,424.85,424.85,424.85,424.85,Upgrade
31,Retained Earnings,301.48,319.47,352.92,367.57,405.03,412.04,393.14,393.38,381.9,376.5,Upgrade
32,Comprehensive Income & Other,4.26,2.3,0,14.87,-18.19,11.79,6.69,0.75,-11.73,-21.53,Upgrade
33,Total Common Equity,796.88,812.91,844.07,873.58,877.99,923.26,907.54,901.85,877.89,862.69,Upgrade
34,Minority Interest,-0.17,-0.31,-0.22,-0.16,-0.24,-0.03,0.01,0.08,0.15,0.12,Upgrade
35,Shareholders' Equity,796.71,812.6,843.85,873.42,877.75,923.23,907.55,901.94,878.03,862.81,Upgrade
36,Total Liabilities & Equity,863.03,864.16,889.8,925.74,1041,1117,1074,1036,990.35,1057,Upgrade
37,Total Debt,27.21,13.78,9.63,10.57,131.04,150.57,118.56,89.97,68.61,121.34,Upgrade
