,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Operating Revenue,575.73,632.31,692.17,612.5,508.1,571.18,479.3,328.78,372.83,274.33,220.21,155.8,124.35,10.05,-,-,0.08,0.08,0.08,0.08,Upgrade
1,Revenue,575.73,632.31,692.17,612.5,508.1,571.18,479.3,328.78,372.83,274.33,220.21,155.8,124.35,10.05,-,-,0.08,0.08,0.08,0.08,Upgrade
2,Revenue Growth (YoY),13.31%,10.70%,44.41%,86.30%,36.28%,108.21%,117.66%,111.02%,199.83%,2630.83%,-,-,151465.12%,12144.81%,-,-,0.00%,-89.01%,-91.35%,-90.47%,Upgrade
3,Cost of Revenue,-72,23.4,28.12,20.49,67,10.35,19.49,10.45,17.01,6.73,8.83,6.16,15.22,-2.67,3.25,-,3.08,-0.66,0.69,0.01,Upgrade
4,Gross Profit,647.73,608.91,664.05,592.02,441.09,560.83,459.8,318.33,355.82,267.6,211.38,149.65,109.13,12.71,-3.25,-,-2.99,0.75,-0.61,0.07,Upgrade
5,"Selling, General & Admin",-624.54,237.64,225.3,161.6,186.49,154.64,141.9,101.07,133.79,103.84,93.37,64.32,93.93,60.96,54.59,37.64,47.38,35.25,32.49,25.83,Upgrade
6,Research & Development,-671.79,214.67,219.79,237.33,333.36,312.59,245.36,248.17,277.01,243.66,176.72,184.75,213.57,171.18,185.58,155.24,154.8,164.97,159.35,129.05,Upgrade
7,Other Operating Expenses,1988,-52.34,4.35,4.04,40.98,-5,-19.1,-3.95,24.48,-7.1,-6.45,-1.85,15.81,-5.12,-3.42,-3.3,39.66,-24.87,-5.07,-7.42,Upgrade
8,Operating Expenses,689.79,400.58,450.4,403.54,560.78,463.72,368.41,344.61,437.11,340.6,264.8,247.01,323.98,227.12,236.74,189.58,241.83,175.35,186.77,147.46,Upgrade
9,Operating Income,-42.06,208.34,213.65,188.48,-119.69,97.11,91.39,-26.28,-81.29,-73,-53.42,-97.36,-214.85,-214.4,-239.99,-189.58,-244.83,-174.6,-187.38,-147.39,Upgrade
10,Interest Expense,-4.25,-28.55,-20.84,-30.77,-30.93,-29.92,-20.63,-30.05,-25.5,-25.23,-20.43,-13.3,-10.95,-8.53,-7.08,-7.18,-5.42,-4.67,-4.5,-3.4,Upgrade
11,Interest & Investment Income,80.17,1.41,1.56,1.28,1.41,1.74,3.78,2.59,4.19,2.27,1.78,1.52,3.22,3.82,4.51,2.89,7.42,4.56,1.23,0.32,Upgrade
12,Currency Exchange Gain (Loss),-,-,-,-,-3.56,-,-,-,-7.07,-,-,-,0.22,-,-,-,-,-,-,-,Upgrade
13,Other Non Operating Income (Expenses),-454.42,-0.31,-0.18,-1.15,281.61,-122.97,-58.71,-100.12,126.29,-56.87,-35.09,-34.49,6.98,-4.5,-1.57,-1.05,-0.27,-0.1,0.33,-0.15,Upgrade
14,EBT Excluding Unusual Items,-420.56,180.88,194.2,157.83,128.84,-54.04,15.84,-153.87,16.61,-152.82,-107.16,-143.64,-215.38,-223.61,-244.14,-194.92,-243.1,-174.81,-190.32,-150.63,Upgrade
15,Gain (Loss) on Sale of Investments,-0.03,0.03,-,-,-0.05,0.05,-0.52,0.52,-0.16,0.16,-0.02,0.02,-0.39,-0.66,-0.93,1.98,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,0.04,-0.02,-0.03,0.01,-0.12,0.02,-0.09,-,-0.08,0.07,-0.07,-,-0.02,0.02,-0.02,-,-,-,-,-,Upgrade
17,Asset Writedown,2.81,-1.57,-0.81,-0.43,28.3,-28.3,-,-,-,-,-,-,-,-,-,-,-0.01,-,-,-,Upgrade
18,Other Unusual Items,379.68,-154.98,-141.69,-83,-333.42,-,-,-,-132.97,-,-,-,9.2,-,-,-,44.8,-,-,-,Upgrade
19,Pretax Income,-38.06,24.34,51.66,74.41,-176.45,-82.27,15.24,-153.35,-116.59,-152.59,-107.24,-143.62,-206.59,-224.25,-245.09,-192.94,-198.3,-174.81,-190.32,-150.63,Upgrade
20,Income Tax Expense,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Earnings From Continuing Operations,-38.46,24.34,51.66,74.41,-176.45,-82.27,15.24,-153.35,-116.59,-152.59,-107.24,-143.62,-206.59,-224.25,-245.09,-192.94,-198.3,-174.81,-190.32,-150.63,Upgrade
22,Minority Interest in Earnings,0.46,-0.09,-0.16,-0.21,0.39,0.16,-0.08,0.34,0.22,0.31,0.21,0.32,0.49,0.52,0.57,0.44,0.44,0.38,0.42,0.32,Upgrade
23,Net Income,-38,24.25,51.51,74.2,-176.05,-82.11,15.15,-153.01,-116.37,-152.28,-107.04,-143.31,-206.11,-223.73,-244.52,-192.49,-197.87,-174.43,-189.9,-150.31,Upgrade
24,Net Income to Common,-38,24.25,51.51,74.2,-176.05,-82.11,15.15,-153.01,-116.37,-152.28,-107.04,-143.31,-206.11,-223.73,-244.52,-192.49,-197.87,-174.43,-189.9,-150.31,Upgrade
25,Net Income Growth,-,-,239.89%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),468,425,461,436,433,457,439,450,432,450,429,434,438,430,437,437,330,535,388,385,Upgrade
27,Shares Outstanding (Diluted),468,425,461,436,433,457,439,450,432,450,429,434,438,430,437,437,330,535,388,385,Upgrade
28,Shares Change (YoY),8.07%,-7.02%,5.02%,-3.02%,0.35%,1.71%,2.42%,3.63%,-1.53%,4.55%,-1.73%,-0.74%,33.01%,-19.64%,12.57%,13.51%,-15.10%,39.95%,3.21%,-,Upgrade
29,EPS (Basic),-0.08,0.06,0.11,0.17,-0.41,-0.18,0.03,-0.34,-0.27,-0.34,-0.25,-0.33,-0.47,-0.52,-0.56,-0.44,-0.60,-0.33,-0.49,-0.39,Upgrade
30,EPS (Diluted),-0.08,0.06,0.11,0.17,-0.41,-0.18,0.03,-0.34,-0.27,-0.34,-0.25,-0.33,-0.47,-0.52,-0.56,-0.44,-0.60,-0.33,-0.49,-0.39,Upgrade
31,EPS Growth,-,-,223.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Free Cash Flow,-,-35.03,-80.72,51.95,-99.07,-261,-196.32,-332.36,-250.47,-227.91,-245.01,-259.32,-348.24,-315.73,-186.84,-205.87,-193.5,-186.05,-172.04,-103.08,Upgrade
33,Free Cash Flow Per Share,-,-0.08,-0.17,0.12,-0.23,-0.57,-0.45,-0.74,-0.58,-0.51,-0.57,-0.60,-0.79,-0.73,-0.43,-0.47,-0.59,-0.35,-0.44,-0.27,Upgrade
34,Gross Margin,112.51%,96.30%,95.94%,96.66%,86.81%,98.19%,95.93%,96.82%,95.44%,97.55%,95.99%,96.05%,87.76%,126.55%,-,-,-,910.43%,-,81.94%,Upgrade
35,Operating Margin,-7.31%,32.95%,30.87%,30.77%,-23.56%,17.00%,19.07%,-7.99%,-21.80%,-26.61%,-24.26%,-62.49%,-172.79%,-2134.27%,-,-,-298417.39%,-212820.66%,-228396.98%,-179656.73%,Upgrade
36,Profit Margin,-6.60%,3.83%,7.44%,12.11%,-34.65%,-14.38%,3.16%,-46.54%,-31.21%,-55.51%,-48.61%,-91.98%,-165.75%,-2227.11%,-,-,-241176.12%,-212612.76%,-231472.01%,-183209.99%,Upgrade
37,Free Cash Flow Margin,-,-5.54%,-11.66%,8.48%,-19.50%,-45.70%,-40.96%,-101.09%,-67.18%,-83.08%,-111.26%,-166.44%,-280.05%,-3142.87%,-,-,-235852.09%,-226777.43%,-209703.11%,-125641.12%,Upgrade
38,EBITDA,-18.45,231.95,243.66,212.09,-96.08,111.31,112.64,-12.08,-67.08,-61.93,-41.16,-86.3,-203.79,-204.41,-229.47,-179.59,-234.84,-165.45,-177.69,-138.24,Upgrade
39,EBITDA Margin,-3.20%,36.68%,35.20%,34.63%,-18.91%,19.49%,23.50%,-3.67%,-17.99%,-22.58%,-18.69%,-55.39%,-163.89%,-,-,-,-,-,-,-,Upgrade
40,D&A For EBITDA,23.61,23.61,30.01,23.61,23.61,14.21,21.25,14.21,14.21,11.06,12.26,11.06,11.06,9.99,10.52,9.99,9.99,9.15,9.69,9.15,Upgrade
41,EBIT,-42.06,208.34,213.65,188.48,-119.69,97.11,91.39,-26.28,-81.29,-73,-53.42,-97.36,-214.85,-214.4,-239.99,-189.58,-244.83,-174.6,-187.38,-147.39,Upgrade
42,EBIT Margin,-7.31%,32.95%,30.87%,30.77%,-23.56%,17.00%,19.07%,-7.99%,-21.80%,-26.61%,-24.26%,-62.49%,-172.79%,-,-,-,-,-,-,-,Upgrade
43,Revenue as Reported,-,632.31,692.17,612.5,508.1,571.18,479.3,328.78,372.83,274.33,220.21,155.8,124.35,10.05,-,-,0.08,0.08,0.08,0.08,Upgrade
