,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,69.71,159.8,120.22,248.27,123.36,232.16,145.28,239.93,201.27,241.03
1,Short-Term Investments,5.56,5.38,-,5.16,-,5.1,-,-,-,-
2,Trading Asset Securities,14.46,-,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,89.72,165.19,120.22,253.43,123.36,237.26,145.28,239.93,201.27,241.03
4,Cash Growth,-25.36%,-34.82%,-2.55%,6.82%,-15.09%,-1.11%,-27.82%,-0.45%,38.52%,-4.50%
5,Accounts Receivable,341.55,159.3,155.04,117.62,186.25,172.41,167.43,132.96,189.95,228.7
6,Other Receivables,-,26.81,25.4,28.58,29.3,25.31,24.8,20.39,23.28,18.46
7,Receivables,341.55,191.91,180.44,146.2,215.55,197.72,192.23,153.35,213.23,247.16
8,Inventory,62.66,111.48,68.03,58.22,55.29,55.2,54.62,53.81,30.27,39.1
9,Other Current Assets,56.86,34.68,34.2,39.9,30.05,32.35,28.88,27.64,11.67,11.28
10,Total Current Assets,550.79,503.25,402.88,497.76,424.25,522.53,421.01,474.73,456.45,538.56
11,"Property, Plant & Equipment",10.5,11.49,9.68,16.96,16.18,18.72,14.95,11.14,8.16,11.46
12,Long-Term Investments,55.51,-,-,-,-,-,-,-,-,-
13,Long-Term Accounts Receivable,12.25,-,-,-,-,-,-,-,-,-
14,Long-Term Deferred Tax Assets,0.07,0.07,-,-,-,-,-,-,0,0
15,Other Long-Term Assets,7.83,2.14,1.39,2.12,2.72,1.97,4.1,3.6,2.69,1.91
16,Total Assets,636.95,516.94,413.94,516.83,443.15,543.22,440.06,489.47,467.29,551.94
17,Accounts Payable,149.33,170.46,105.95,165.96,100.94,152.07,102.01,153.51,129.73,176.81
18,Accrued Expenses,40.51,26.89,32.8,25.85,26.83,44.29,20.35,27.43,29.65,22.34
19,Short-Term Debt,96.43,11,-,-,1.1,9,6.1,1.1,1.1,0.7
20,Current Portion of Leases,21.78,9.57,7.15,10.97,7.64,10.09,6.5,7.27,4.13,8.01
21,Current Income Taxes Payable,5.21,3.61,1.86,0.98,0.84,0.47,1.73,1.14,5.25,3.79
22,Current Unearned Revenue,74.25,95.1,56.97,82.58,72.66,92.26,43.83,62.13,59.41,73
23,Other Current Liabilities,33.11,15.09,11.96,11.54,15.54,16.86,46.53,12.45,23.77,29.71
24,Total Current Liabilities,420.62,331.71,216.69,297.88,225.54,325.03,227.04,265.03,253.03,314.36
25,Long-Term Leases,21.03,-,-,1.64,3.56,3.8,5.29,-,-,0.08
26,Long-Term Unearned Revenue,4.05,3.92,4.55,4.63,4.69,3.35,4.04,3.6,3.15,3.49
27,Long-Term Deferred Tax Liabilities,-,-,0.21,0.21,0.24,0.24,0.03,0.03,-,-
28,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,0.6,0.11
29,Total Liabilities,445.7,335.63,221.44,304.36,234.03,332.42,236.39,268.65,256.78,318.04
30,Common Stock,3,3,3,3,3,3,3,3,3,3
31,Additional Paid-In Capital,-,75.3,75.3,75.3,75.3,75.3,75.3,75.3,75.3,75.3
32,Retained Earnings,-,63.04,44.34,64.31,60.95,62.63,55.5,72.66,62.11,85.33
33,Treasury Stock,-,-29.89,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,188.25,69.87,69.87,69.87,70.83,70.83,70.83,70.83,70.83,70.83
35,Total Common Equity,191.25,181.31,192.5,212.47,210.08,211.76,204.63,221.79,211.24,234.46
36,Minority Interest,-,-,-,-,-0.96,-0.96,-0.96,-0.97,-0.72,-0.56
37,Shareholders' Equity,191.25,181.31,192.5,212.47,209.12,210.8,203.67,220.82,210.51,233.9
38,Total Liabilities & Equity,636.95,516.94,413.94,516.83,443.15,543.22,440.06,489.47,467.29,551.94
39,Total Debt,139.24,20.57,7.15,12.61,12.3,22.88,17.88,8.37,5.23,8.8
40,Net Cash (Debt),-49.51,144.62,113.06,240.82,111.06,214.38,127.4,231.57,196.04,232.23
41,Net Cash Growth,-,-39.95%,1.80%,12.34%,-12.82%,-7.42%,-35.01%,-0.29%,35.88%,-7.77%
42,Net Cash Per Share,-0.18,0.50,0.38,0.80,0.37,0.71,0.42,0.77,0.65,0.77
43,Filing Date Shares Outstanding,270,272.74,300,300,300,300,300,300,300,300
44,Total Common Shares Outstanding,270,272.74,300,300,300,300,300,300,300,300
45,Working Capital,130.17,171.54,186.2,199.88,198.71,197.49,193.97,209.7,203.41,224.21
46,Book Value Per Share,0.71,0.66,0.64,0.71,0.70,0.71,0.68,0.74,0.70,0.78
47,Tangible Book Value,191.25,181.31,192.5,212.47,210.08,211.76,204.63,221.79,211.24,234.46
48,Tangible Book Value Per Share,0.71,0.66,0.64,0.71,0.70,0.71,0.68,0.74,0.70,0.78
49,Machinery,-,17.95,-,19.44,-,17.54,-,14.5,-,14.46
50,Leasehold Improvements,-,5.56,-,5.79,-,5.79,-,5.79,-,5.24
