,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,720.74,735.77,498.56,597.86,568.98,607.62,541.35,536.73,577.55,714.35
1,Revenue Growth (YoY),44.56%,23.07%,-12.38%,-1.61%,5.11%,13.21%,-6.27%,-24.86%,-11.28%,7.30%
2,Cost of Revenue,654.02,647.73,441.65,534.99,510.3,534.69,481.66,457.18,515.07,630.63
3,Gross Profit,66.72,88.04,56.92,62.88,58.69,72.93,59.69,79.55,62.48,83.71
4,"Selling, General & Admin",57.08,58.66,44.33,45.13,45.16,49.76,42.87,43.12,44.22,53.64
5,Operating Expenses,57.01,58.66,44.33,45.13,45.16,49.76,42.87,43.12,44.22,53.64
6,Operating Income,9.71,29.38,12.58,17.75,13.53,23.17,16.82,36.42,18.27,30.08
7,Interest Expense,-2.85,-0.48,-0.27,-0.25,-0.37,-0.34,-0.21,-0.08,-0.15,-0.03
8,Interest & Investment Income,1.27,3.87,2.23,1.53,-,0.18,-,0.58,-,1.11
9,Currency Exchange Gain (Loss),-,0.18,-,0.29,-,-0.38,-,-0.42,-,0.16
10,Other Non Operating Income (Expenses),2.48,-3.14,-0.61,-6.21,5.42,0.09,-1.03,2.22,-2.35,2.83
11,EBT Excluding Unusual Items,10.62,29.82,13.94,13.12,18.58,22.71,15.58,38.71,15.76,34.14
12,Gain (Loss) on Sale of Investments,4.57,-,-,-,-,-,-,-,-,-
13,Asset Writedown,-,-,-,-,-,0.04,-,-0.01,-,-0.15
14,Other Unusual Items,-,-,-,7.04,-,-,-,-8.9,8.9,-
15,Pretax Income,15.19,29.82,13.94,20.16,18.58,22.75,15.58,29.81,24.66,33.99
16,Income Tax Expense,3.01,5.12,2.41,3.3,2.26,3.63,2.72,4.5,3.05,6.11
17,Earnings From Continuing Operations,12.18,24.7,11.53,16.85,16.32,19.13,12.85,25.31,21.62,27.88
18,Minority Interest in Earnings,-,-,-,0,0,0,-0.01,0.25,0.17,0.15
19,Net Income,12.18,24.7,11.53,16.85,16.33,19.13,12.84,25.55,21.78,28.03
20,Net Income to Common,12.18,24.7,11.53,16.85,16.33,19.13,12.84,25.55,21.78,28.03
21,Net Income Growth,5.66%,46.55%,-29.38%,-11.88%,27.11%,-25.14%,-41.03%,-8.85%,73.06%,50.97%
22,Shares Outstanding (Basic),271,291,300,300,300,300,300,300,300,300
23,Shares Outstanding (Diluted),271,291,300,300,300,300,300,300,300,300
24,Shares Change (YoY),-9.51%,-3.00%,-,-,-,-,-,-,-,-
25,EPS (Basic),0.04,0.08,0.04,0.06,0.05,0.06,0.04,0.09,0.07,0.09
26,EPS (Diluted),0.04,0.08,0.04,0.06,0.05,0.06,0.04,0.09,0.07,0.09
27,EPS Growth,16.75%,51.07%,-29.38%,-11.88%,27.11%,-25.15%,-41.03%,-8.85%,73.06%,50.97%
28,Free Cash Flow,-72.25,79.07,-51.83,157.25,-83.86,108.04,-64.35,72.53,8.97,96.54
29,Free Cash Flow Per Share,-0.27,0.27,-0.17,0.52,-0.28,0.36,-0.21,0.24,0.03,0.32
30,Dividend Per Share,-,-,0.020,0.025,0.045,0.060,0.040,0.050,0.050,-
31,Dividend Growth,-,-,-55.56%,-58.33%,12.50%,20.00%,-20.00%,-,-,-
32,Operating Margin,1.35%,3.99%,2.52%,2.97%,2.38%,3.81%,3.11%,6.79%,3.16%,4.21%
33,Profit Margin,1.69%,3.36%,2.31%,2.82%,2.87%,3.15%,2.37%,4.76%,3.77%,3.92%
34,Free Cash Flow Margin,-10.02%,10.75%,-10.40%,26.30%,-14.74%,17.78%,-11.89%,13.51%,1.55%,13.51%
35,EBITDA,16.7,30.51,19.35,19.32,14.83,20.66,21.92,33.61,23.24,30.78
36,D&A For EBITDA,6.99,1.13,6.77,1.58,1.29,-2.51,5.1,-2.82,4.98,0.7
37,EBIT,9.71,29.38,12.58,17.75,13.53,23.17,16.82,36.42,18.27,30.08
