,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,3917,3908,4120,3471,3562,4076,4680,5212,4212,3776,3261,Upgrade
1,Market Cap Growth,12.59%,12.59%,15.67%,-14.84%,-23.90%,-21.80%,11.10%,38.04%,29.19%,-28.78%,-40.05%,Upgrade
2,Enterprise Value,20156,19291,18377,18052,16929,17814,17589,17437,14294,13042,10714,Upgrade
3,PE Ratio,3.84,3.83,3.63,2.92,3.17,4.03,3.99,4.34,3.61,3.69,3.99,Upgrade
4,PS Ratio,0.57,0.57,0.59,0.52,0.56,0.61,0.64,0.75,0.63,0.67,0.63,Upgrade
5,PB Ratio,0.28,0.28,0.30,0.26,0.27,0.31,0.34,0.40,0.34,0.33,0.34,Upgrade
6,P/FCF Ratio,-,-27.17,-,-,-,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,-,-67.45,-,-6.56,-,-,-,-,-,-,-,Upgrade
8,EV/Sales Ratio,2.87,2.82,2.63,2.69,2.67,2.65,2.42,2.52,2.15,2.30,2.07,Upgrade
9,EV/EBITDA Ratio,9.27,9.10,8.02,7.58,7.42,8.59,7.92,7.77,6.70,7.06,7.17,Upgrade
10,EV/EBIT Ratio,10.28,10.04,8.78,8.28,8.26,9.72,8.55,8.17,7.04,7.41,7.62,Upgrade
11,EV/FCF Ratio,-140.12,-134.11,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,1.17,1.17,1.17,1.15,1.17,1.17,1.16,1.10,1.06,0.97,1.02,Upgrade
13,Debt / FCF Ratio,-,-113.97,-,-,-,-,-,-,-,-,-,Upgrade
14,Return on Capital Employed (ROCE),6.77%,6.77%,7.39%,8.30%,8.61%,7.47%,7.35%,8.12%,8.31%,7.98%,7.49%,Upgrade
15,Earnings Yield,26.03%,26.09%,27.58%,34.21%,31.52%,24.79%,25.05%,23.03%,27.73%,27.13%,25.07%,Upgrade
16,Earnings Yield,26.03%,26.09%,27.58%,34.21%,31.52%,24.79%,25.05%,23.03%,27.73%,27.13%,25.07%,Upgrade
17,FCF Yield,-3.67%,-3.68%,-12.06%,-16.79%,-20.72%,-18.56%,-18.61%,-13.41%,-23.73%,-35.51%,-36.10%,Upgrade
18,Dividend Yield,8.56%,8.44%,8.34%,10.85%,10.73%,8.97%,9.10%,8.85%,10.45%,10.75%,9.00%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-0.99%,-5.52%,Upgrade,
20,Total Shareholder Return,8.56%,8.44%,8.34%,10.85%,10.73%,8.97%,9.10%,8.85%,10.45%,9.77%,3.48%,Upgrade
