,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,3499,3353,3623,3082,3249,3479,3799,3113,3543,2120,Upgrade
1,Revenue Growth (YoY),-3.41%,8.78%,11.50%,-11.41%,-14.49%,11.76%,7.23%,46.83%,15.59%,-14.70%,Upgrade
2,"Selling, General & Admin",252.9,227.37,112.02,280.95,141.27,307.54,416.94,249.75,277.31,164.25,Upgrade
3,Provision for Bad Debts,165.79,-,195.77,-,230.9,-,-,-,-,-,Upgrade
4,Other Operating Expenses,2151,2083,2210,1672,1905,2259,2237,1873,2224,1238,Upgrade
5,Total Operating Expenses,2620,2311,2570,1953,2328,2567,2654,2123,2502,1403,Upgrade
6,Operating Income,879.47,1042,1052,1129,920.88,912.43,1145,989.81,1042,717.4,Upgrade
7,Interest Expense,-263.61,-277.46,-291.21,-299.72,-287.92,-256.7,-222.77,-212.53,-169.39,-179.41,Upgrade
8,Interest Income,5.21,8.32,14.03,12.63,13.79,14.51,11.09,10.91,10.52,7.22,Upgrade
9,Net Interest Expense,-258.4,-269.15,-277.17,-287.09,-274.13,-242.19,-211.68,-201.62,-158.87,-172.19,Upgrade
10,Income (Loss) on Equity Investments,-6.09,-0.39,0.88,2.39,-1.55,12.77,-1.75,-5.01,2.22,2.01,Upgrade
11,Currency Exchange Gain (Loss),14.09,-,-,-,-,-,-,-,-,-,Upgrade
12,Other Non-Operating Income (Expenses),1.67,35.49,34.39,44.42,35.18,34.4,21.31,17.03,68.2,38.5,Upgrade
13,EBT Excluding Unusual Items,630.75,807.82,810.41,888.51,680.39,717.41,952.97,800.21,953.13,585.72,Upgrade
14,Total Merger & Restructuring Charges,-,-,-,-,-,-,-4.45,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,0.01,7.49,-24.22,-8.58,-4.71,-11.08,-40.73,-16.89,-54.44,6.69,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-3.22,-,-,-,Upgrade
17,Asset Writedown,-,-,-,-,14.7,-14.7,-,-,-,-,Upgrade
18,Other Unusual Items,-25.05,-,-25.28,-12.3,-13.03,-1.3,-,-,-0.12,-7.69,Upgrade
19,Pretax Income,605.71,815.31,760.91,867.63,677.35,690.33,904.58,783.32,898.57,584.72,Upgrade
20,Income Tax Expense,131.33,187.74,199.83,205.08,174.01,141.1,198.72,206.18,238.77,158.16,Upgrade
21,Earnings From Continuing Ops.,474.38,627.57,561.08,662.55,503.34,549.24,705.85,577.13,659.8,426.56,Upgrade
22,Minority Interest in Earnings,-35.92,-46.42,-5.86,-30.37,-12.83,-29.18,-53.7,-28.96,-40,-22.09,Upgrade
23,Net Income,438.46,581.15,555.22,632.19,490.51,520.06,652.15,548.18,619.8,404.47,Upgrade
24,Net Income to Common,438.46,581.15,555.22,632.19,490.51,520.06,652.15,548.18,619.8,404.47,Upgrade
25,Net Income Growth,-21.03%,-8.07%,13.19%,21.56%,-24.79%,-5.13%,5.22%,35.53%,50.07%,-3.81%,Upgrade
26,Shares Outstanding (Basic),2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,Upgrade
27,Shares Outstanding (Diluted),2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,Upgrade
28,Shares Change (YoY),-,-,-,-,-,-,-,-,0.99%,5.52%,Upgrade
29,EPS (Basic),0.15,0.20,0.19,0.22,0.17,0.18,0.23,0.19,0.22,0.14,Upgrade
30,EPS (Diluted),0.15,0.20,0.19,0.22,0.17,0.18,0.23,0.19,0.22,0.14,Upgrade
31,EPS Growth,-21.03%,-8.07%,13.19%,21.56%,-24.79%,-5.13%,5.22%,35.53%,48.61%,-8.84%,Upgrade
32,Free Cash Flow,317.35,-461.2,-35.56,-547.3,-190.81,-565.8,-304.93,-393.95,-605.46,-735.36,Upgrade
33,Free Cash Flow Per Share,0.11,-0.16,-0.01,-0.19,-0.07,-0.20,-0.11,-0.14,-0.21,-0.26,Upgrade
34,Dividend Per Share,0.058,0.061,0.058,0.066,0.051,0.054,0.068,0.058,0.061,0.037,Upgrade
35,Dividend Growth,0%,-8.14%,13.04%,21.65%,-24.74%,-5.22%,12.52%,53.74%,62.30%,0%,Upgrade
36,Profit Margin,12.53%,17.33%,15.33%,20.51%,15.10%,14.95%,17.16%,17.61%,17.49%,19.08%,Upgrade
37,Free Cash Flow Margin,9.07%,-13.76%,-0.98%,-17.76%,-5.87%,-16.26%,-8.03%,-12.66%,-17.09%,-34.69%,Upgrade
38,EBITDA,980.76,1140,1150,1232,1049,1024,1196,1047,1086,761.36,Upgrade
39,D&A For EBITDA,101.29,97.96,97.94,103.1,128.07,111.33,50.63,57.19,44.45,43.96,Upgrade
40,EBIT,879.47,1042,1052,1129,920.88,912.43,1145,989.81,1042,717.4,Upgrade
