,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,29505,32081,24287,28932,24717,25630,22469,28572,25529,25550,29641,26532,36139,32775,28902,22242,22601,23311,16383,21801,Upgrade
1,Revenue,29505,32081,24287,28932,24717,25630,22469,28572,25529,25550,29641,26532,36139,32775,28902,22242,22601,23311,16383,21801,Upgrade
2,Revenue Growth (YoY),19.37%,25.17%,8.09%,1.26%,-3.18%,0.31%,-24.20%,7.69%,-29.36%,-22.04%,2.56%,19.29%,59.90%,40.60%,76.42%,2.03%,24.63%,18.21%,-8.99%,1.07%,Upgrade
3,Cost of Revenue,28222,30428,23036,27521,23337,24154,20930,27577,23830,23895,27896,25059,34815,31265,27589,20865,21314,21827,15591,20866,Upgrade
4,Gross Profit,1283,1653,1251,1410,1381,1476,1539,995.68,1700,1656,1745,1473,1324,1509,1313,1378,1287,1484,791.27,934.72,Upgrade
5,"Selling, General & Admin",1029,1043,944.79,1308,1037,1142,971.53,1212,1128,1148,972.68,1277,959.37,1043,820.6,1135,839.58,855.53,711.5,1086,Upgrade
6,Research & Development,47.04,50.8,26.49,90.74,116.57,-3.22,29.1,89.87,57.35,23.82,25.1,74.96,30.61,46.32,19.7,65.12,31.11,45.94,7.04,50.07,Upgrade
7,Other Operating Expenses,-1382,439.72,-408.5,-251.58,-559.6,-528.04,-397.64,-84.76,-319.31,-377.67,-159.7,-369,-425.73,-447.05,-170.07,-158.51,-383.28,-360.4,-200.12,-287.2,Upgrade
8,Operating Expenses,-289.82,1581,613.38,1089,635.47,615.35,641.55,1175,898.56,793.47,892.67,1071,579.35,617.13,689.82,1054,535.08,537.74,557.68,783.21,Upgrade
9,Operating Income,1573,72.7,637.43,321.29,745.15,860.54,897.38,-179.72,801.05,862.14,852.74,402.08,744.88,892.2,623.44,323.36,751.95,946.44,233.59,151.51,Upgrade
10,Interest Expense,-100.44,-103.92,-106.93,-117.35,-149.42,-121.5,-131.12,-141.08,-120.99,-111.65,-106.33,-96,-124.83,-102.42,-93.43,-104.6,-96.57,-118.56,-137.17,-139.66,Upgrade
11,Interest & Investment Income,513.57,1019,44.64,721.81,654.88,1166,61.28,698.5,655.24,1372,34.4,793.81,631.4,1192,28.62,580.7,476.8,445.84,217.48,612.3,Upgrade
12,Earnings From Equity Investments,-,-478.27,478.27,-,-,-482.83,482.83,-,-,-545.4,545.4,-,-,-476.99,476.99,-,-,-,-,-,Upgrade
13,Currency Exchange Gain (Loss),-17.17,17.17,-,18.39,-81.58,81.58,-,378.95,-201.29,201.29,-,-107.02,36.57,-36.57,-,-295.49,12.09,-12.09,-,65.72,Upgrade
14,Other Non Operating Income (Expenses),38.38,-4.15,-19.68,-66.85,18.01,90.41,-75.17,-409.6,387.36,47.23,-60.55,36.1,-171.54,0.2,2.12,99.68,-84.03,-5.79,0.35,-227.51,Upgrade
15,EBT Excluding Unusual Items,2007,522.68,1034,877.28,1187,1594,1235,347.05,1521,1826,1266,1029,1116,1469,1038,603.64,1060,1256,314.25,462.36,Upgrade
16,Impairment of Goodwill,-,-,-,-326.55,-,-,-,-,-,-,-,-79.62,-,-,-,-53.6,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,51.1,2.19,-14.95,316.66,-22.48,-19.04,-8.25,-11.41,-15.71,-17.87,-59.95,-120.28,-82.65,168.07,0.08,-30.6,-0.04,-,-,0,Upgrade
18,Gain (Loss) on Sale of Assets,29.29,12.92,-0.85,38.61,85.66,61.45,0.54,186.85,2.52,4.97,1.57,9.68,62.28,41.6,3.42,14.3,6.83,5.77,8.12,39.77,Upgrade
