,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,35525,40075,39370,41386,36722,33601,31904,29705,27809,24566,28456,31226,34265,41231,38850,32993,33513,25982,21993,24231,30731,Upgrade
1,Market Cap Growth,19.27%,19.27%,23.40%,39.32%,32.05%,36.78%,12.12%,-4.87%,-18.84%,-40.42%,-26.76%,-5.36%,2.24%,58.69%,76.65%,36.16%,9.05%,-12.75%,-36.67%,-44.45%,49.42%,Upgrade
2,Enterprise Value,38228,44147,44493,42448,39132,36537,33327,31111,30095,29007,34246,34188,39067,47744,47652,38856,41322,34397,30693,30684,36653,Upgrade
3,Last Close Price,3.64,3.98,3.63,3.50,3.00,2.62,2.43,2.03,2.12,1.56,1.77,1.76,1.79,2.19,2.32,1.98,1.94,1.27,1.08,1.22,1.69,Upgrade
4,PE Ratio,6.09,9.32,9.23,9.41,7.91,8.56,7.50,6.41,6.03,5.29,6.26,6.55,7.52,9.10,8.73,8.31,10.25,8.22,8.01,8.98,9.80,Upgrade
5,Forward PE,6.40,6.20,6.43,6.05,5.88,5.71,6.14,5.06,4.56,3.76,3.96,3.81,3.99,5.13,6.47,6.06,6.69,5.23,4.81,5.35,6.61,Upgrade
6,PS Ratio,0.21,0.32,0.33,0.37,0.33,0.31,0.29,0.25,0.23,0.21,0.21,0.20,0.22,0.28,0.30,0.29,0.33,0.27,0.25,0.29,0.35,Upgrade
7,PB Ratio,0.62,0.89,0.90,0.93,0.83,0.80,0.76,0.71,0.67,0.61,0.68,0.70,0.80,0.99,0.96,0.84,0.87,0.73,0.65,0.72,0.91,Upgrade
8,P/TBV Ratio,1.19,1.19,1.21,1.26,1.14,1.10,1.06,0.98,0.94,0.86,0.96,0.97,1.12,1.41,1.39,1.21,1.28,1.08,0.99,1.09,1.22,Upgrade
9,P/FCF Ratio,10.45,16.07,265.47,-,15.01,-,8.53,-,6.68,7.54,8.24,-,10.27,11.34,15.53,-,13.17,8.94,7.89,-,19.60,Upgrade
10,P/OCF Ratio,10.47,10.48,24.34,-,8.70,7.74,5.62,-,4.69,5.01,5.31,-,6.70,7.31,8.73,-,7.13,5.06,4.64,-,8.27,Upgrade
11,PEG Ratio,2.72,0.51,0.53,13.43,4.94,4.79,-,-,-,-,-,-,-,-,2.28,2.73,-,-,-,-,1.36,Upgrade
12,EV/Sales Ratio,0.30,0.35,0.38,0.38,0.35,0.34,0.30,0.27,0.24,0.25,0.25,0.22,0.26,0.33,0.37,0.34,0.41,0.36,0.35,0.37,0.42,Upgrade
13,EV/EBITDA Ratio,6.99,9.80,12.72,9.67,8.21,8.86,7.99,7.10,7.10,6.12,6.91,6.52,7.94,10.08,10.19,7.99,9.49,8.73,8.70,9.79,10.24,Upgrade
14,EV/EBIT Ratio,13.20,15.31,23.31,15.27,12.58,14.65,12.96,11.43,-,9.01,10.22,9.57,11.95,15.30,15.29,12.38,15.43,14.47,15.60,18.26,17.97,Upgrade
15,EV/FCF Ratio,15.29,17.70,300.01,-,16.00,-,8.91,-,7.22,8.90,9.92,-,11.71,13.13,19.05,-,16.23,11.84,11.00,-,23.38,Upgrade
16,Debt / Equity Ratio,0.29,0.29,0.25,0.32,0.31,0.38,0.40,0.42,0.42,0.43,0.43,0.42,0.43,0.43,0.48,0.44,0.46,0.47,0.50,0.48,0.48,Upgrade
17,Debt / EBITDA Ratio,2.44,1.56,3.06,3.31,1.96,3.27,2.40,3.05,3.84,3.44,2.44,3.18,2.52,3.45,2.54,3.83,2.76,3.56,2.68,7.09,3.26,Upgrade
18,Debt / FCF Ratio,5.34,5.35,75.33,-,5.69,-,4.50,-,4.22,5.32,5.25,-,5.50,4.94,7.82,-,6.91,5.85,6.07,-,10.44,Upgrade
19,Asset Turnover,1.49,1.63,1.25,1.49,1.25,1.32,1.15,1.42,1.26,1.30,1.56,1.43,1.97,1.85,1.72,1.36,1.40,1.46,1.04,1.43,Upgrade,
20,Inventory Turnover,1698.59,1832.62,1983.88,1566.50,1723.45,1438.20,1531.09,1197.75,1643.62,1593.75,1542.86,1675.83,1540.56,2099.72,1718.95,1417.03,1012.78,888.89,772.43,514.19,653.05,Upgrade
21,Quick Ratio,1.06,1.06,0.97,1.01,1.05,1.02,1.02,1.14,1.13,1.19,1.16,1.22,1.27,1.28,1.14,1.00,1.03,0.88,0.85,1.10,1.11,Upgrade
22,Current Ratio,1.27,1.27,1.18,1.24,1.23,1.22,1.21,1.37,1.35,1.45,1.40,1.48,1.50,1.50,1.32,1.17,1.16,1.01,1.01,1.27,1.25,Upgrade
23,Return on Equity (ROE),9.32%,12.12%,8.30%,11.68%,10.03%,13.94%,10.83%,5.49%,14.61%,16.12%,11.23%,8.06%,11.52%,16.65%,10.56%,8.97%,11.71%,13.41%,2.90%,9.59%,Upgrade,
