,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,183.92,14121,5914,5716,3941,7826,5596,5831,2238,8559,Upgrade
1,Revenue Growth (YoY),-96.89%,147.04%,50.06%,-26.96%,-29.57%,34.20%,150.07%,-31.87%,582.41%,2957.58%,Upgrade
2,Cost of Revenue,1412,14802,5734,8107,3380,7139,5187,4845,1628,6422,Upgrade
3,Gross Profit,-1228,-680.7,180.18,-2391,561.19,687.11,408.87,986.63,609.65,2138,Upgrade
4,"Selling, General & Admin",92.63,135.81,134.86,149.04,162.89,253.01,234,262.55,123.66,217.99,Upgrade
5,Operating Expenses,95.45,132.61,142.65,160.64,162.89,253.01,234,262.55,123.66,217.99,Upgrade
6,Operating Income,-1323,-813.32,37.53,-2552,398.3,434.1,174.87,724.08,485.99,1920,Upgrade
7,Interest Expense,-86.82,-362.35,-76.27,-99.22,-15.55,-67.97,-21.95,-26.71,-52.98,-31.23,Upgrade
8,Interest & Investment Income,-,8.1,-,7.49,-,30.79,-,20.44,-,7.98,Upgrade
9,Currency Exchange Gain (Loss),-147.87,75.41,-139.7,-170.34,-16.81,-14.58,-2.36,8.71,-4.12,-6.03,Upgrade
10,Other Non Operating Income (Expenses),4.23,-3.52,4.11,-0.71,12.04,1.3,11.93,-3.39,10.47,-10.9,Upgrade
11,EBT Excluding Unusual Items,-1554,-1096,-174.32,-2814,377.97,383.65,162.49,723.13,439.36,1880,Upgrade
12,Impairment of Goodwill,-,-300.36,-,-112.87,-11.5,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Investments,-54.37,49.41,-9.09,-47.32,-159.72,71.81,40.81,44.99,-51.66,70.88,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,0.01,-0.01,99.55,-,-6.82,Upgrade
15,Asset Writedown,7.31,-13.06,5.09,11.79,7.53,0.16,-0.26,-5.63,-27.88,-0.78,Upgrade
16,Pretax Income,-1601,-1360,-178.31,-2963,214.28,455.62,203.03,862.05,359.82,1943,Upgrade
17,Income Tax Expense,0.23,509.85,199.42,34.34,159.64,176.08,97.53,192.76,250.74,828.89,Upgrade
18,Earnings From Continuing Operations,-1601,-1870,-377.73,-2997,54.64,279.54,105.5,669.29,109.09,1114,Upgrade
19,Minority Interest in Earnings,4.13,-54.42,3.24,-12.29,8.7,8.58,5.85,4.82,-0.21,0.6,Upgrade
20,Net Income,-1597,-1924,-374.49,-3009,63.34,288.12,111.35,674.11,108.88,1115,Upgrade
21,Net Income to Common,-1597,-1924,-374.49,-3009,63.34,288.12,111.35,674.11,108.88,1115,Upgrade
22,Net Income Growth,-,-,-,-,-43.11%,-57.26%,2.27%,-39.52%,194.30%,82583.53%,Upgrade
23,Shares Outstanding (Basic),1913,1913,1913,1913,1913,1913,1913,1172,1053,931,Upgrade
24,Shares Outstanding (Diluted),1913,1913,1913,1913,1913,1913,1913,1172,1053,931,Upgrade
25,Shares Change (YoY),-,-,-,-,-,63.28%,81.67%,25.83%,70.51%,50.78%,Upgrade
26,EPS (Basic),-0.83,-1.01,-0.20,-1.57,0.03,0.15,0.06,0.58,0.10,1.20,Upgrade
27,EPS (Diluted),-0.83,-1.01,-0.20,-1.57,0.03,0.15,0.06,0.58,0.10,1.20,Upgrade
28,EPS Growth,-,-,-,-,-43.11%,-73.82%,-43.71%,-51.93%,72.60%,54747.39%,Upgrade
29,Free Cash Flow,1225,1175,870.33,2230,3090,2456,3022,730.14,1108,-668.22,Upgrade
30,Free Cash Flow Per Share,0.64,0.61,0.45,1.17,1.62,1.28,1.58,0.62,1.05,-0.72,Upgrade
31,Operating Margin,-719.61%,-5.76%,0.63%,-44.64%,10.11%,5.55%,3.13%,12.42%,21.72%,22.43%,Upgrade
32,Profit Margin,-868.39%,-13.63%,-6.33%,-52.65%,1.61%,3.68%,1.99%,11.56%,4.87%,13.02%,Upgrade
33,Free Cash Flow Margin,666.31%,8.32%,14.72%,39.01%,78.42%,31.38%,54.01%,12.52%,49.53%,-7.81%,Upgrade
34,EBITDA,-1320,-811.18,46.58,-2538,404.44,435.16,175.97,725.13,487.32,1921,Upgrade
35,D&A For EBITDA,3.06,2.14,9.05,13.89,6.15,1.06,1.1,1.05,1.34,0.96,Upgrade
36,EBIT,-1323,-813.32,37.53,-2552,398.3,434.1,174.87,724.08,485.99,1920,Upgrade
