,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,195,631,411,1110,2660,5931,7386,12437,8228,4036,3552,Upgrade
1,Market Cap Growth,-43.10%,-43.10%,-84.53%,-81.29%,-63.99%,-52.31%,-10.23%,208.19%,131.65%,95.02%,130.92%,Upgrade
2,Enterprise Value,14126,18084,17864,18410,23042,29831,33058,40780,38308,31609,31466,Upgrade
3,Last Close Price,0.10,0.33,0.21,0.58,1.39,3.10,3.86,6.50,4.23,3.45,3.22,Upgrade
4,PE Ratio,-,-,-,-,-,14.41,15.06,13.17,8.85,3.01,2.76,Upgrade
5,PS Ratio,0.01,0.04,0.02,0.09,0.24,0.43,0.45,0.90,0.86,0.34,0.36,Upgrade
6,PB Ratio,0.14,0.44,0.12,0.21,0.44,0.62,0.73,1.31,0.88,0.92,0.85,Upgrade
7,P/TBV Ratio,0.47,0.47,0.12,0.22,0.48,0.67,0.79,1.43,0.96,1.17,0.85,Upgrade
8,P/FCF Ratio,0.08,0.24,0.18,0.33,0.44,0.91,1.10,2.76,3.77,8.36,-,Upgrade
9,P/OCF Ratio,0.24,0.24,0.18,0.33,0.44,0.91,1.10,2.75,3.76,8.28,-,Upgrade
10,EV/Sales Ratio,0.92,1.18,0.81,1.46,2.11,2.16,2.01,2.97,4.00,2.67,3.17,Upgrade
11,EV/EBITDA Ratio,-,-,-,-6.84,-,30.33,44.07,37.63,26.60,11.96,14.35,Upgrade
12,EV/EBIT Ratio,-,-,-,-6.78,-,30.59,44.22,37.72,26.66,11.98,14.37,Upgrade
13,EV/FCF Ratio,5.48,7.01,7.93,5.50,3.83,4.59,4.92,9.04,17.55,65.46,-,Upgrade
14,Debt / Equity Ratio,10.57,10.57,4.86,3.50,3.10,2.33,2.68,3.02,3.50,7.59,7.68,Upgrade
15,Debt / FCF Ratio,5.90,5.90,7.42,5.64,3.10,3.41,4.01,6.33,15.02,69.18,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-33.15%,-,6.20%,4.19%,6.06%,7.06%,14.88%,11.43%,Upgrade
17,Earnings Yield,-1938.55%,-599.19%,-615.53%,-329.48%,-125.23%,6.94%,6.64%,7.60%,11.30%,33.26%,36.27%,Upgrade
18,FCF Yield,1321.42%,408.44%,547.66%,301.86%,226.15%,109.53%,91.04%,36.28%,26.54%,11.97%,-25.86%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-63.28%,-81.67%,-25.83%,-70.51%,-50.78%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-63.28%,-81.67%,-25.83%,-70.51%,-50.78%,Upgrade,
