,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,813.71,792.65,813.83,871.31,956.49,913.25,932.62,643.71,670.71,659.98,Upgrade
1,Revenue Growth (YoY),-0.02%,-9.03%,-14.91%,-4.59%,2.56%,41.87%,39.05%,-2.46%,-41.62%,-43.01%,Upgrade
2,Cost of Revenue,539.57,506.22,527.99,579.77,642.31,638.01,673.89,480.89,505.78,555.95,Upgrade
3,Gross Profit,274.14,286.43,285.85,291.54,314.18,275.24,258.74,162.82,164.92,104.03,Upgrade
4,"Selling, General & Admin",256.15,226.79,218.06,190.15,198.58,172.72,201.05,177.44,176.57,251.77,Upgrade
5,Other Operating Expenses,5.46,4.88,0.69,-1.76,7.48,-3.39,4.15,-2.99,9.69,6.51,Upgrade
6,Operating Expenses,261.42,231.74,218.25,188.48,206.06,176.07,204.57,175.57,186.46,258.28,Upgrade
7,Operating Income,12.72,54.69,67.6,103.06,108.12,99.17,54.16,-12.75,-21.54,-154.25,Upgrade
8,Interest Expense,-0.92,-0.9,-1.18,-0.66,-2.4,-3.08,-2.46,-5.16,-0.36,-5.88,Upgrade
9,Interest & Investment Income,4.22,4.45,5.97,4.05,3.8,3.94,3.22,5.04,2.11,3.2,Upgrade
10,Currency Exchange Gain (Loss),6.63,9.03,-9.03,18.03,22.38,26.65,-11.05,-8.76,-51.04,8.23,Upgrade
11,Other Non Operating Income (Expenses),1.87,3.6,4.24,3.85,5.73,4.14,10.7,11.25,11.99,20.6,Upgrade
12,EBT Excluding Unusual Items,24.54,70.87,67.6,128.33,137.63,130.82,54.57,-10.37,-58.84,-128.1,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-2.35,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,0.63,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,-0.5,-,-1.28,-,-3.68,Upgrade
16,Asset Writedown,-,-10.3,-,-6.86,-0.44,-0.2,-,-11.69,-,-54.85,Upgrade
17,Other Unusual Items,-83.4,-,-,-,-,-,-,-,-,-,Upgrade
18,Pretax Income,-58.87,60.57,67.6,121.46,137.19,130.12,54.57,-23.33,-58.84,-188.35,Upgrade
19,Income Tax Expense,8.22,12.23,14.04,24.77,31.09,23.73,10.58,8.32,-7.11,4.02,Upgrade
20,Earnings From Continuing Operations,-67.08,48.33,53.55,96.69,106.1,106.39,44,-31.65,-51.73,-192.37,Upgrade
21,Earnings From Discontinued Operations,-,-,-,-,-,-1.4,-37.46,-32.15,-38.12,-,Upgrade
22,Net Income to Company,-67.08,48.33,53.55,96.69,106.1,104.99,6.54,-63.81,-89.85,-192.37,Upgrade
23,Minority Interest in Earnings,-,-,-,-,-,-,0.12,1.4,2.02,13.55,Upgrade
24,Net Income,-67.08,48.33,53.55,96.69,106.1,104.99,6.66,-62.41,-87.84,-178.82,Upgrade
25,Net Income to Common,-67.08,48.33,53.55,96.69,106.1,104.99,6.66,-62.41,-87.84,-178.82,Upgrade
26,Net Income Growth,-,-50.01%,-49.53%,-7.90%,1494.34%,-,-,-,-,-,Upgrade
27,Shares Outstanding (Basic),964,962,965,964,963,963,963,963,963,960,Upgrade
28,Shares Outstanding (Diluted),964,980,970,964,965,968,963,963,963,960,Upgrade
29,Shares Change (YoY),-0.61%,1.64%,0.45%,-0.39%,0.28%,0.58%,0.02%,0.29%,0.11%,-0.44%,Upgrade
30,EPS (Basic),-0.07,0.05,0.06,0.10,0.11,0.11,0.01,-0.06,-0.09,-0.19,Upgrade
31,EPS (Diluted),-0.07,0.05,0.06,0.10,0.11,0.11,0.01,-0.06,-0.09,-0.19,Upgrade
32,EPS Growth,-,-50.80%,-49.77%,-7.61%,1518.32%,-,-,-,-,-,Upgrade
33,Free Cash Flow,-,58.23,115.51,111.65,157.53,39.55,-82.5,78.32,21.31,28.85,Upgrade
34,Free Cash Flow Per Share,-,0.06,0.12,0.12,0.16,0.04,-0.09,0.08,0.02,0.03,Upgrade
35,Dividend Per Share,0.020,0.040,0.020,0.070,0.040,0.040,0.020,-,0.020,-,Upgrade
36,Dividend Growth,0%,-42.86%,-50.00%,75.00%,100.00%,-,0%,-,0%,-,Upgrade
37,Operating Margin,1.56%,6.90%,8.31%,11.83%,11.30%,10.86%,5.81%,-1.98%,-3.21%,-23.37%,Upgrade
38,Profit Margin,-8.24%,6.10%,6.58%,11.10%,11.09%,11.50%,0.71%,-9.70%,-13.10%,-27.09%,Upgrade
39,Free Cash Flow Margin,-,7.35%,14.19%,12.81%,16.47%,4.33%,-8.85%,12.17%,3.18%,4.37%,Upgrade
40,EBITDA,26.94,68.75,81.96,118.99,124.69,120.16,71.12,9.26,-3.8,-129.81,Upgrade
41,D&A For EBITDA,14.21,14.06,14.37,15.93,16.57,20.99,16.96,22,17.73,24.44,Upgrade
42,EBIT,12.72,54.69,67.6,103.06,108.12,99.17,54.16,-12.75,-21.54,-154.25,Upgrade
