,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,495,505,540,859,787,557,408,490,595,369,451,Upgrade
1,Market Cap Growth,-41.24%,-41.24%,-31.37%,54.32%,92.94%,13.73%,-31.45%,32.51%,31.95%,-63.23%,-68.58%,Upgrade
2,Enterprise Value,77,60,149,481,515,323,227,200,373,146,247,Upgrade
3,Last Close Price,0.52,0.53,0.52,0.80,0.68,0.46,0.30,0.35,0.41,0.25,0.28,Upgrade
4,PE Ratio,-,-,5.30,5.72,3.88,2.64,3.65,-8.78,-,-,-,Upgrade
5,Forward PE,-,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,Upgrade
6,PS Ratio,0.31,0.31,0.34,0.51,0.43,0.30,0.22,0.31,0.45,0.28,0.25,Upgrade
7,PB Ratio,0.30,0.30,0.30,0.48,0.44,0.32,0.23,0.28,0.34,0.20,0.25,Upgrade
8,P/TBV Ratio,0.30,0.30,0.30,0.48,0.44,0.32,0.23,0.28,0.34,0.20,0.24,Upgrade
9,P/FCF Ratio,-,-,3.11,3.78,2.92,2.83,-9.50,-,5.97,7.37,2.54,Upgrade
10,P/OCF Ratio,-,-,2.27,3.21,2.77,2.58,-13.61,-,5.24,5.77,2.29,Upgrade
11,PEG Ratio,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,Upgrade
12,EV/Sales Ratio,0.05,0.04,0.09,0.29,0.28,0.17,0.12,0.13,0.28,0.11,0.14,Upgrade
13,EV/EBITDA Ratio,0.81,0.63,0.99,2.39,2.11,1.32,1.19,2.49,68.35,-,-,Upgrade
14,EV/EBIT Ratio,1.14,0.89,1.22,2.82,2.44,1.56,1.48,4.83,-,-,-,Upgrade
15,EV/FCF Ratio,-,-,0.86,2.12,1.91,1.64,-5.29,-,3.74,2.91,1.39,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.02,0.03,0.03,0.04,0.06,0.08,0.12,0.13,0.19,Upgrade
17,Debt / FCF Ratio,-,-,0.21,0.22,0.18,0.37,-2.53,-,2.12,4.61,1.95,Upgrade
18,Return on Capital Employed (ROCE),3.97%,3.97%,6.68%,9.36%,11.67%,11.49%,8.53%,2.31%,-,-,-,Upgrade
19,Earnings Yield,-3.79%,-3.71%,18.86%,17.49%,25.76%,37.91%,27.37%,-11.39%,-25.24%,-72.17%,-29.45%,Upgrade
20,FCF Yield,-,32.16%,26.44%,34.20%,35.40%,-10.53%,-0.86%,16.74%,13.57%,39.38%,Upgrade,
21,Dividend Yield,11.54%,11.32%,11.44%,11.19%,16.11%,17.37%,19.88%,5.76%,-,8.12%,-,Upgrade
22,Buyback Yield / Dilution,0.29%,0.61%,-1.64%,-0.45%,0.39%,-0.28%,-0.58%,-0.02%,-0.29%,-0.11%,0.44%,Upgrade
23,Total Shareholder Return,11.83%,11.94%,9.80%,10.74%,16.50%,17.09%,19.29%,5.74%,-0.29%,8.01%,0.44%,Upgrade
