,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,121.33,98.58,78.33,132.92,174.36,157.65,181.97,167.05,272.09,269.31,215.5,226.61,221.85,169.48,150.72,122.72,210.68,94.7,83.48,113.58,Upgrade
1,Other Revenue,-1.66,1.66,-,6.99,-5.43,5.43,-,12.15,-10.54,10.54,-,12.2,-6.82,6.82,-,4.31,-0,0,-,1.85,Upgrade
2,Revenue,119.67,100.25,78.33,139.91,168.92,163.08,181.97,179.2,261.54,279.85,215.5,238.81,215.03,176.3,150.72,127.03,210.68,94.7,83.48,115.43,Upgrade
3,Revenue Growth (YoY),-29.16%,-38.53%,-56.96%,-21.93%,-35.41%,-41.72%,-15.56%,-24.96%,21.63%,58.73%,42.98%,87.99%,2.07%,86.17%,80.54%,10.06%,69.86%,-11.47%,-9.98%,-13.90%,Upgrade
4,Cost of Revenue,81.18,68.56,56.25,99.78,117.98,127,145.58,152.58,192.21,199.89,147.87,175.45,155.48,122.2,106.01,95.1,165.54,67.99,64.93,135.58,Upgrade
5,Gross Profit,38.49,31.69,22.07,40.13,50.95,36.09,36.39,26.62,69.34,79.96,67.63,63.36,59.55,54.1,44.71,31.94,45.13,26.71,18.55,-20.15,Upgrade
6,"Selling, General & Admin",16.14,20.17,14.98,8.67,22.65,19.16,16.67,7.29,30.83,26.63,25.3,22.44,22.09,20.24,16.09,2.37,28.53,27.01,23.2,34.92,Upgrade
7,Research & Development,9.86,4.54,5.28,8.81,6.35,7.55,6.19,5.78,5.84,11.13,10.13,9,7.47,8.5,6.43,9.8,3.39,4.03,4.25,11.77,Upgrade
8,Other Operating Expenses,0.79,1.43,0.88,3.26,1.26,1.37,0.81,5.07,0.83,0.52,1.11,6.42,-0.81,1.08,0.93,4.4,0.22,1.52,1.41,2.48,Upgrade
9,Operating Expenses,28.75,28.23,21.82,23.89,30.19,28.07,23.68,29.38,36.59,38.72,36.57,43.19,27.59,29.78,23.45,21.02,32.22,32.63,28.86,49.78,Upgrade
10,Operating Income,9.73,3.46,0.25,16.24,20.76,8.02,12.71,-2.76,32.75,41.24,31.06,20.17,31.97,24.32,21.26,10.92,12.92,-5.92,-10.31,-69.93,Upgrade
11,Interest Expense,-,-0.02,-0,-0.07,-,-,-0.01,-0,-,-,-,-,-1.21,-1.96,-2.39,-4.72,-2.78,-2.65,-2.5,-3.04,Upgrade
12,Interest & Investment Income,2.85,2.45,2.25,1.73,2.34,4.12,1.5,1.61,1.55,2.2,0.7,3.46,0.82,0.68,0.79,0.82,0.15,0.5,0.18,-,Upgrade
13,Earnings From Equity Investments,-,-0.63,0.63,-,-,-0.57,0.57,-,-,-0.31,0.31,-1.17,-0.22,1.35,0.04,-2.01,0.29,0.88,0.85,-,Upgrade
14,Currency Exchange Gain (Loss),-0.9,0.9,-,3.77,-3.95,3.95,-,17.62,-7.92,7.92,-,-9.36,4.64,-4.64,-,-2.09,-0.11,0.11,-,-2.87,Upgrade
15,Other Non Operating Income (Expenses),-0.76,-0.59,0.56,-4.32,4.3,-0.36,-0.04,-18.12,17.13,1.74,-1.03,-20.4,-6.93,4.11,-2.81,-10.31,-0.12,-0.7,-0.64,-19.2,Upgrade
16,EBT Excluding Unusual Items,10.92,5.55,3.7,17.35,23.44,15.16,14.73,-1.65,43.5,52.79,31.03,-7.3,29.07,23.86,16.9,-7.39,10.35,-7.78,-12.43,-95.05,Upgrade
17,Impairment of Goodwill,-,-,-,-,-,-,-,-32.21,-,-,-,-21.96,-,-,-,-,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Investments,-,-,-,-,-0.11,0.11,-,-13.86,-,-,-,-39.89,-,-,-,-21.73,-,-,-,-,Upgrade
19,Gain (Loss) on Sale of Assets,0.04,0.04,-0.01,-0.02,-0,0,0.01,0.16,-,0,-,0.01,0,-0,-,-0.04,0.02,-0.02,-,0,Upgrade
20,Asset Writedown,-,-,-,-,-,-,-,34.9,-34.94,-,-,-,-,-,-,0.02,-,-,-,-312.93,Upgrade
21,Other Unusual Items,-0.11,0.18,0.01,1.04,-,-,-,1.49,-,-,-,4.37,-,-,-,3.77,-,-,-,25.62,Upgrade
22,Pretax Income,10.85,5.76,3.71,18.37,23.33,15.27,14.74,-11.18,8.56,52.79,31.03,-64.77,29.07,23.86,16.9,-25.37,10.37,-7.79,-12.43,-382.35,Upgrade
23,Income Tax Expense,0.54,0.52,0.15,-0.32,0.48,0.53,0.02,-2.07,0.62,0.48,0.36,-1.59,1.03,0.89,0.89,0.22,1.84,1.18,0.89,-0.74,Upgrade
24,Earnings From Continuing Operations,10.3,5.24,3.56,18.69,22.85,14.74,14.72,-9.1,7.95,52.31,30.67,-63.18,28.05,22.96,16.01,-25.59,8.53,-8.97,-13.32,-381.61,Upgrade
25,Minority Interest in Earnings,-1.03,0.32,0.4,-2.49,-4,-1.7,-2.19,-2.54,-8.6,-13.05,-6.39,-7.47,-4.84,-2.71,-2.2,0.96,0.3,4.65,5.33,106.63,Upgrade
26,Net Income,9.28,5.56,3.96,16.2,18.85,13.04,12.53,-11.64,-0.66,39.26,24.28,-70.65,23.21,20.25,13.81,-24.62,8.84,-4.32,-7.99,-274.99,Upgrade
27,Net Income to Common,9.28,5.56,3.96,16.2,18.85,13.04,12.53,-11.64,-0.66,39.26,24.28,-70.65,23.21,20.25,13.81,-24.62,8.84,-4.32,-7.99,-274.99,Upgrade
28,Net Income Growth,-50.79%,-57.35%,-68.36%,-,-,-66.78%,-48.39%,-,-,93.82%,75.84%,-,162.63%,-,-,-,-2.98%,-,-,-,Upgrade
29,Shares Outstanding (Basic),305,239,396,266,320,255,313,307,321,274,303,166,337,292,276,82,426,349,266,272,Upgrade
30,Shares Outstanding (Diluted),305,239,396,266,320,255,313,307,321,274,303,166,337,292,276,82,426,349,266,272,Upgrade
31,Shares Change (YoY),-4.72%,-6.41%,26.58%,-13.35%,-0.13%,-6.97%,3.21%,84.75%,-4.73%,-5.98%,9.90%,102.60%,-21.03%,-16.49%,3.69%,-69.87%,40.37%,0.30%,1.65%,-13.97%,Upgrade
32,EPS (Basic),0.03,0.02,0.01,0.06,0.06,0.05,0.04,-0.04,-0.00,0.14,0.08,-0.42,0.07,0.07,0.05,-0.30,0.02,-0.01,-0.03,-1.01,Upgrade
33,EPS (Diluted),0.03,0.02,0.01,0.06,0.06,0.05,0.04,-0.04,-0.00,0.14,0.08,-0.42,0.07,0.07,0.05,-0.30,0.02,-0.01,-0.03,-1.01,Upgrade
34,EPS Growth,-48.35%,-54.43%,-75.00%,-,-,-64.29%,-50.00%,-,-,106.15%,60.00%,-,232.57%,-,-,-,-30.89%,-,-,-,Upgrade
35,Free Cash Flow,-18.28,-11.01,25.05,-16.5,-10.27,4.79,-65.48,43.49,103.03,-6.12,52.43,112.88,79.02,36.38,24.62,32.94,17.96,-64.98,-73.67,-7.69,Upgrade
36,Free Cash Flow Per Share,-0.06,-0.05,0.06,-0.06,-0.03,0.02,-0.21,0.14,0.32,-0.02,0.17,0.68,0.23,0.12,0.09,0.40,0.04,-0.19,-0.28,-0.03,Upgrade
37,Gross Margin,32.16%,31.61%,28.18%,28.68%,30.16%,22.13%,20.00%,14.86%,26.51%,28.57%,31.38%,26.53%,27.69%,30.69%,29.66%,25.14%,21.42%,28.20%,22.22%,-17.46%,Upgrade
38,Operating Margin,8.13%,3.45%,0.33%,11.60%,12.29%,4.92%,6.99%,-1.54%,12.52%,14.74%,14.41%,8.45%,14.87%,13.80%,14.11%,8.60%,6.13%,-6.25%,-12.35%,-60.59%,Upgrade
39,Profit Margin,7.75%,5.55%,5.06%,11.58%,11.16%,8.00%,6.89%,-6.50%,-0.25%,14.03%,11.27%,-29.59%,10.79%,11.49%,9.16%,-19.38%,4.19%,-4.56%,-9.57%,-238.23%,Upgrade
40,Free Cash Flow Margin,-15.27%,-10.98%,31.98%,-11.79%,-6.08%,2.93%,-35.98%,24.27%,39.39%,-2.19%,24.33%,47.27%,36.75%,20.63%,16.33%,25.93%,8.53%,-68.61%,-88.25%,-6.66%,Upgrade
41,EBITDA,15.56,8.89,6.08,22.06,27.3,13.84,19.26,3.79,39.9,47.27,38.21,27.32,42.71,30.37,32.01,21.67,28.61,4.33,5.38,-54.24,Upgrade
42,EBITDA Margin,13.00%,8.87%,7.77%,15.77%,16.16%,8.49%,10.58%,2.12%,15.25%,16.89%,17.73%,11.44%,19.86%,17.23%,21.24%,17.05%,13.58%,4.57%,6.45%,-46.99%,Upgrade
43,D&A For EBITDA,5.83,5.43,5.83,5.83,6.55,5.82,6.55,6.55,7.15,6.03,7.15,7.15,10.74,6.05,10.74,10.74,15.69,10.25,15.69,15.69,Upgrade
44,EBIT,9.73,3.46,0.25,16.24,20.76,8.02,12.71,-2.76,32.75,41.24,31.06,20.17,31.97,24.32,21.26,10.92,12.92,-5.92,-10.31,-69.93,Upgrade
45,EBIT Margin,8.13%,3.45%,0.33%,11.60%,12.29%,4.92%,6.99%,-1.54%,12.52%,14.74%,14.41%,8.45%,14.87%,13.80%,14.11%,8.60%,6.13%,-6.25%,-12.35%,-60.59%,Upgrade
46,Effective Tax Rate,5.02%,9.02%,3.91%,-,2.05%,3.50%,0.16%,-,7.20%,0.91%,1.17%,-,3.53%,3.74%,5.26%,-,17.73%,-,-,-,Upgrade
47,Revenue as Reported,119.67,100.25,78.33,139.91,168.92,163.08,181.97,179.2,261.54,279.85,215.5,238.81,215.03,176.3,150.72,127.03,210.68,94.7,83.48,115.43,Upgrade
