,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+1 Quarters
0,Cash & Equivalents,5.29,16.77,38.38,31,27.53,21.63,16.69,11.98,17.81,19.54,Upgrade
1,Short-Term Investments,1.04,0.93,3.83,2.11,3.15,2.69,0.32,0.45,1.6,0.21,Upgrade
2,Cash & Short-Term Investments,6.33,17.69,42.21,33.1,30.68,24.32,17.02,12.43,19.4,19.75,Upgrade
3,Cash Growth,-85.00%,-46.55%,37.60%,36.12%,80.29%,95.72%,-12.30%,-37.10%,-38.90%,-51.29%,Upgrade
4,Accounts Receivable,46.23,27,7.93,6.19,12.87,6.14,8.18,9.62,21.33,4.28,Upgrade
5,Other Receivables,0.2,1.3,0.2,0.57,0.2,0.2,0.21,0.2,-,0.21,Upgrade
6,Receivables,46.43,28.31,8.13,6.75,13.07,6.34,8.39,9.82,21.33,4.49,Upgrade
7,Prepaid Expenses,3.13,0.72,2.82,0.98,15.77,7.73,1.9,2.84,2.08,1.99,Upgrade
8,Other Current Assets,-,6.59,-,9.86,-,2,2,6.8,6.78,7.92,Upgrade
9,Total Current Assets,55.89,53.3,53.17,50.69,59.51,40.39,29.3,31.88,49.59,34.16,Upgrade
10,"Property, Plant & Equipment",5.94,6.27,8.35,-,0.06,-,4.93,6.84,9.06,18.96,Upgrade
11,Other Intangible Assets,3.53,3.92,-,-,-,-,-,-,-,-,Upgrade
12,Other Long-Term Assets,0.12,0.12,0.16,8.78,8.08,8.08,9.89,9.89,9.92,1.82,Upgrade
13,Total Assets,65.48,63.61,61.68,59.47,67.65,48.47,44.13,48.61,68.56,54.94,Upgrade
14,Accounts Payable,6.2,4.85,3.95,3.24,1.5,3.83,5.29,6.5,6.6,5.78,Upgrade
15,Accrued Expenses,9.75,8.87,2.77,4.16,0.25,3.84,0.12,0.01,-,-,Upgrade
16,Short-Term Debt,-,-,-,-,-,8,8,6,7,-,Upgrade
17,Current Portion of Long-Term Debt,30,48.45,46.92,25.47,20.72,-,-,-,-,-,Upgrade
18,Current Portion of Leases,0.56,0.54,0.58,2.37,2.59,6.04,6.93,6.64,6.73,4.47,Upgrade
19,Current Income Taxes Payable,-,-,-,-,-,-,-,-,0.02,-,Upgrade
20,Current Unearned Revenue,10.89,2.58,-,6.78,2.63,13.31,3.92,2.81,8.86,4.32,Upgrade
21,Other Current Liabilities,9.81,6.99,6.78,20.79,8.27,4.76,8.12,13.28,14.62,8.72,Upgrade
22,Total Current Liabilities,67.22,72.28,60.99,62.82,35.97,39.78,32.38,35.24,43.84,23.28,Upgrade
23,Long-Term Debt,55,35,30,45.41,50.69,20.72,10,-,-,-,Upgrade
24,Long-Term Leases,0.51,0.76,0.9,4.53,0.34,0.39,2.63,6.1,9.39,12.56,Upgrade
25,Other Long-Term Liabilities,-,-,-,0.8,-,-,-,-,-,-,Upgrade
26,Total Liabilities,122.73,108.04,91.9,113.57,87,60.9,45.01,41.34,53.22,35.84,Upgrade
27,Common Stock,1.56,1.56,51.84,34.56,28.8,28.8,28.8,28.8,28.8,28.8,Upgrade
28,Additional Paid-In Capital,-,69.14,62.66,62.66,-,62.66,62.66,62.66,62.66,62.66,Upgrade
29,Retained Earnings,-,-127.61,-158.39,-165.11,-,-111.56,-97.83,-89.67,-81.63,-77.87,Upgrade
30,Comprehensive Income & Other,-58.8,12.49,13.67,13.79,-48.15,7.67,5.48,5.48,5.5,5.5,Upgrade
31,Shareholders' Equity,-57.25,-44.43,-30.22,-54.1,-19.35,-12.42,-0.89,7.27,15.34,19.1,Upgrade
32,Total Liabilities & Equity,65.48,63.61,61.68,59.47,67.65,48.47,44.13,48.61,68.56,54.94,Upgrade
33,Total Debt,86.07,84.75,78.39,77.79,74.35,35.15,27.57,18.74,23.12,17.03,Upgrade
34,Net Cash (Debt),-79.74,-67.06,-36.18,-44.69,-43.67,-10.83,-10.55,-6.32,-3.72,2.72,Upgrade
35,Net Cash Growth,-,-,-,-,-,-,-,-,-,-93.28%,Upgrade
36,Net Cash Per Share,-0.51,-0.47,-0.29,-0.40,-0.61,-0.15,-0.15,-0.09,-0.05,0.04,Upgrade
37,Filing Date Shares Outstanding,155.52,155.52,129.6,129.6,72,72,72,72,72,72,Upgrade
38,Total Common Shares Outstanding,155.52,155.52,129.6,86.4,72,72,72,72,72,72,Upgrade
39,Working Capital,-11.33,-18.97,-7.83,-12.13,23.55,0.61,-3.08,-3.36,5.75,10.88,Upgrade
40,Book Value Per Share,-0.37,-0.29,-0.23,-0.63,-0.27,-0.17,-0.01,0.10,0.21,0.27,Upgrade
41,Tangible Book Value,-60.77,-48.34,-30.22,-54.1,-19.35,-12.42,-0.89,7.27,15.34,19.1,Upgrade
42,Tangible Book Value Per Share,-0.39,-0.31,-0.23,-0.63,-0.27,-0.17,-0.01,0.10,0.21,0.27,Upgrade
43,Buildings,-,6.66,-,-,-,-,-,-,-,1.02,Upgrade
44,Machinery,-,2.13,-,2.11,-,3.95,-,3.94,-,3.92,Upgrade
45,Leasehold Improvements,-,2.36,-,1.78,-,5.17,-,5.17,-,5.17,Upgrade
