,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,130.72,92.8,115.34,93.65,124.54,65.24,81.43,57.53,98.49,99.75
1,Revenue Growth (YoY),13.33%,-0.91%,-7.39%,43.54%,52.94%,13.41%,-17.32%,-42.33%,-20.19%,5.37%
2,Cost of Revenue,98.33,72.06,92.32,77.4,100.2,53.04,62.37,47.05,77.95,78.48
3,Gross Profit,32.39,20.74,23.02,16.25,24.34,12.21,19.06,10.48,20.54,21.27
4,"Selling, General & Admin",14.91,14.42,14.17,13.25,15.52,14.11,14.26,12.88,15.43,21.62
5,Other Operating Expenses,0.29,1.61,0.65,-0.36,1.1,0.15,0.4,0.59,0.22,1.14
6,Operating Expenses,15.19,16.03,14.82,12.89,16.62,14.26,14.67,13.47,15.64,22.76
7,Operating Income,17.19,4.71,8.2,3.36,7.73,-2.05,4.4,-2.99,4.9,-1.5
8,Interest Expense,-0.1,-0.11,-0.15,-0.22,-0.2,-0.3,-0.23,-0.25,-0.27,-0.27
9,Interest & Investment Income,1.03,1.06,0.58,-,0.46,0.15,0.26,0.24,0.19,0.32
10,Currency Exchange Gain (Loss),0.87,-0.19,0.42,-0.83,1.53,-0.75,-,-0.54,0.24,0.41
11,Other Non Operating Income (Expenses),0.84,0.97,0.92,1.52,1.11,1.3,0.77,1.58,0.67,0.75
12,EBT Excluding Unusual Items,19.83,6.44,9.97,3.83,10.63,-1.65,5.2,-1.96,5.74,-0.28
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-1.5
14,Gain (Loss) on Sale of Investments,-0.05,-0.2,-0.29,0.27,-2.84,-2.3,-,-,-,-
15,Gain (Loss) on Sale of Assets,-,-0.02,-,-0.01,-,-0.02,-,-0.03,-,-1.34
16,Asset Writedown,-,-,-,-,-,-0.09,-,-,-,-0.16
17,Pretax Income,19.78,6.22,9.68,4.08,7.79,-4.05,5.2,-1.99,5.74,-3.28
18,Income Tax Expense,0.93,1.21,-0.18,1.15,0.38,-3.68,0.92,0.05,0.71,1.35
19,Net Income,18.86,5.01,9.87,2.93,7.41,-0.38,4.28,-2.04,5.03,-4.63
20,Net Income to Common,18.86,5.01,9.87,2.93,7.41,-0.38,4.28,-2.04,5.03,-4.63
21,Net Income Growth,91.12%,70.88%,33.12%,-,73.22%,-,-14.93%,-,23.68%,-
22,Shares Outstanding (Basic),1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
23,Shares Outstanding (Diluted),1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
24,Shares Change (YoY),-,-,-,-,-,-,-,-,-,1.32%
25,EPS (Basic),0.02,0.00,0.01,0.00,0.01,-0.00,0.00,-0.00,0.00,-0.00
26,EPS (Diluted),0.02,0.00,0.01,0.00,0.01,-0.00,0.00,-0.00,0.00,-0.00
27,EPS Growth,91.13%,70.93%,33.13%,-,73.22%,-,-14.94%,-,23.68%,-
28,Free Cash Flow,11.16,10,6.64,3.57,0.3,-3.67,-6.35,24.62,7.42,14.07
29,Free Cash Flow Per Share,0.01,0.01,0.01,0.00,0.00,-0.00,-0.01,0.02,0.01,0.01
30,Operating Margin,13.15%,5.08%,7.11%,3.58%,6.21%,-3.14%,5.40%,-5.20%,4.98%,-1.50%
31,Profit Margin,14.43%,5.40%,8.55%,3.13%,5.95%,-0.58%,5.25%,-3.55%,5.11%,-4.64%
32,Free Cash Flow Margin,8.53%,10.78%,5.76%,3.81%,0.24%,-5.62%,-7.79%,42.79%,7.54%,14.10%
33,EBITDA,18.01,6.84,8.86,5.81,8.35,0.65,5.34,1.36,6.05,2.54
34,D&A For EBITDA,0.82,2.13,0.66,2.45,0.62,2.71,0.95,4.35,1.15,4.04
35,EBIT,17.19,4.71,8.2,3.36,7.73,-2.05,4.4,-2.99,4.9,-1.5
